건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,갑인역학 출판사,2018-12-28,176142.101127505,447668.639874037,출판인쇄업,출판사,2026-04-22 23:10:15,I,03,폐업,,39,1,2018-12-28 10:54:56,,2018-05-03,,인천광역시 계양구 작전동 **-** ***호,CDFG1251002018000010,3550000,,"인천광역시 계양구 봉오대로***번길 *-*, ***호 (작전동)",21085,03,폐업,,,,,,
,코웬귀숱,2018-06-20,176001.964393126,449121.35077631,출판인쇄업,출판사,2026-04-22 23:10:15,I,03,폐업,,43.29,1,2018-06-20 10:45:39,,2018-06-15,,인천광역시 계양구 계산동 *** 진흥빌라 *동 ***호,CDFG1251002018000012,3550000,,"인천광역시 계양구 안산로 *, *동 ***호 (계산동, 진흥빌라)",21030,03,폐업,,,,,,
,탱자의 맷돌,2018-12-07,176805.743045465,449492.038411587,출판인쇄업,출판사,2026-04-22 23:10:16,I,03,폐업,,,,2018-12-07 09:41:37,,2015-11-12,,인천광역시 계양구 임학동 *-** ***호,CDFG1251002018000013,3550000,,"인천광역시 계양구 계양산로 ***, ***호 (임학동)",21034,03,폐업,,,,,,
,Vital Books(바이탈북스),2019-01-24,175857.870524333,446963.151982403,출판인쇄업,출판사,2026-04-22 23:10:17,I,03,폐업,,,,2019-01-24 16:22:41,,2018-10-29,,인천광역시 계양구 작전동 ***-* 계양 우림카이저팰리스,CDFG1251002018000017,3550000,,"인천광역시 계양구 아나지로 ***, ***동 ***호 (작전동, 계양 우림카이저팰리스)",21122,03,폐업,,,,,,
,공에듀,2025-01-15,175897.875375202,449167.389663767,출판인쇄업,출판사,2026-04-22 23:10:20,I,03,폐업,,,,2025-01-16 14:17:50,,2019-02-12,,인천광역시 계양구 계산동 ***-** 태흥그린빌라,CDFG1251002019000004,3550000,,"인천광역시 계양구 주부토로***번길 *-*, ***호 (계산동, 태흥그린빌라)",21040,03,폐업,,,,,,
,블루 사파이어,2025-09-19,176537.170394435,447549.68588944,출판인쇄업,출판사,2026-04-22 23:10:23,I,03,폐업,,,,2025-09-23 09:01:51,,2019-08-27,,인천광역시 계양구 작전동 ***-*,CDFG1251002019000013,3550000,,"인천광역시 계양구 까치말로**번길 **, *층 ***호 (작전동)",21124,03,폐업,,,,,,
,도서출판 크로바,2023-12-15,176734.926420299,448473.995463229,출판인쇄업,출판사,2026-04-22 23:10:25,I,03,폐업,,,,2023-12-15 14:54:12,,1988-12-15,,인천광역시 계양구 용종동 ***-* 보람비지니스프라자 ***호,CDFG1251002019000017,3550000,,"인천광역시 계양구 계산새로 **, 보람비지니스프라자 ***호 (용종동)",21065,03,폐업,,,,,,
근린생활시설,크로바출판사,2023-12-15,176734.926420299,448473.995463229,출판인쇄업,출판사,2026-04-22 23:10:25,I,03,폐업,,36.13,8,2023-12-15 14:54:22,,2005-11-01,,인천광역시 계양구 용종동 ***-* 보람비지니스프라자,CDFG1251002019000018,3550000,준주거지역,"인천광역시 계양구 계산새로 **, 보람비지니스프라자 (용종동)",21065,03,폐업,주택가주변,,,,9,1
아파트,전문번역 출판사,2021-09-02,176996.918395394,448689.3189461,출판인쇄업,출판사,2026-04-22 23:10:27,I,03,폐업,,120,20,2021-09-03 13:02:50,,2020-04-29,,인천광역시 계양구 용종동 ***-* 초정마을두산.쌍용아파트 ***동 ****호,CDFG1251002020000005,3550000,일반주거지역,"인천광역시 계양구 계양문화로 ***, ***동 ****호 (용종동, 초정마을두산.쌍용아파트)",21064,03,폐업,아파트지역,,,,21,1
다세대주택,엘케이크로스,2022-12-12,175154.217190064,448635.723304811,출판인쇄업,출판사,2026-04-22 23:10:30,I,03,폐업,,,3,2022-12-14 13:37:28,,2021-01-12,,인천광역시 계양구 계산동 ***-* B**호,CDFG1251002021000002,3550000,일반주거지역,"인천광역시 계양구 계산로**번길 **, B**호 (계산동)",21054,03,폐업,기타,,,,4,1
,성찬,2022-12-05,176369.700521435,449305.891489788,출판인쇄업,출판사,2026-04-22 23:10:33,I,03,폐업,,,,2022-12-06 16:56:48,,2020-01-09,,인천광역시 계양구 임학동 **-** 명성다온채 ***호,CDFG1251002021000012,3550000,,"인천광역시 계양구 임학서로**번길 *-**, ***호 (임학동, 명성다온채)",21032,03,폐업,,,,,,
,빅브라더,2021-11-05,177268.515768889,449617.445206255,출판인쇄업,출판사,2026-04-22 23:10:36,I,03,폐업,,,,2021-11-05 17:53:13,,2021-09-17,,인천광역시 계양구 병방동 ***-* 새인천빌라 가동 ***호,CDFG1251002021000021,3550000,,"인천광역시 계양구 장제로***번길 **-*, 가동 ***호 (병방동, 새인천빌라)",21028,03,폐업,,,,,,
,주식회사 호영피앤씨,2024-10-07,176220.442483286,453036.38486193,출판인쇄업,출판사,2026-04-22 23:10:39,I,03,폐업,,,,2024-10-08 15:17:52,,2016-05-17,,인천광역시 계양구 장기동 ***-** 계양 벽산 블루밍,CDFG1251002021000028,3550000,,"인천광역시 계양구 황어로***번길 **, ***동 ***호 (장기동, 계양 벽산 블루밍)",21007,03,폐업,,,,,,
다세대주택,비밀의 화원,2024-11-05,174906.333977303,447558.807642109,출판인쇄업,출판사,2026-04-22 23:10:50,I,03,폐업,,39.17,,2024-11-06 14:48:11,,2023-08-03,,인천광역시 계양구 효성동 ***-** 장춘빌라 *동 ***호,CDFG1251002023000014,3550000,,"인천광역시 계양구 봉오대로 ***, *동 ***호 (효성동, 장춘빌라)",21109,03,폐업,,,,,,
,성화산업,2004-05-17,176658.666001027,449105.561023175,출판인쇄업,출판사,2026-04-22 23:08:34,I,03,폐업,,33,,2004-06-11 09:46:18,,1999-06-24,407-814,인천광역시 계양구 임학동 **-**,CDFG1251001999000003,3550000,,인천광역시 계양구 장제로***번길 *  (임학동),,03,폐업,,,,,,
