건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,품목명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 케이에이씨미디어그룹,2026-03-09,197995.218793409,451945.047247204,유통관련업,대중문화예술기획업,2026-04-22 22:38:30,I,15,전출,연예매니지먼트서비스업,,,,2026-03-09 13:25:21,,2020-09-08,,서울특별시 종로구 서린동 ***-* 광화문우체국,CDFF3241092024000005,3000000,,"서울특별시 종로구 종로 *, 스타트업빌리지 *,*층 (서린동)",03187,05,제외/삭제/전출,,,,,,
,주식회사 비스츠앤네이티브스,,198341.696093989,452294.782186944,유통관련업,대중문화예술기획업,2026-04-22 22:38:30,I,13,영업중,"음반, 연예대리",,,,2024-07-03 14:14:15,,2018-10-10,,서울특별시 종로구 수송동 **-**,CDFF3241092024000007,3000000,,"서울특별시 종로구 우정국로 **-**, *층 (수송동)",03150,01,영업/정상,,,,,,
,(주)벤트리프로젝트,,196748.464828515,454791.837763203,유통관련업,대중문화예술기획업,2026-04-22 22:38:30,I,13,영업중,엔터테인먼트,,,,2024-07-30 14:46:55,,2024-07-30,,서울특별시 종로구 부암동 ***-** 쌈지빌딩,CDFF3241092024000008,3000000,,"서울특별시 종로구 자하문로 ***, 쌈지빌딩 *층 (부암동)",03020,01,영업/정상,,,,02-391-1022,,
,주식회사 셀러브,,200416.65798951,453174.115934487,유통관련업,대중문화예술기획업,2026-04-22 22:38:30,I,13,영업중,미디어 콘텐츠,,,,2024-08-08 16:48:04,,2024-08-08,,서울특별시 종로구 동숭동 ***-**,CDFF3241092024000009,3000000,,"서울특별시 종로구 낙산*길 **, *층 (동숭동)",03085,01,영업/정상,,,,,,
,이미지 엔터테인먼트,,199841.824540195,452660.483290365,유통관련업,대중문화예술기획업,2026-04-22 22:38:30,I,13,영업중,엔터테인먼트,,,,2025-03-21 16:20:25,,2024-08-28,,서울특별시 종로구 원남동 **-**,CDFF3241092024000010,3000000,,서울특별시 종로구 창경궁로**길 ** (원남동),03081,01,영업/정상,,,,,,
,아티스트예도,,199828.159948935,454227.479528793,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,매니저,,,,2024-11-16 12:05:45,,2019-11-25,,서울특별시 종로구 혜화동 *-**,CDFF3241092024000012,3000000,,"서울특별시 종로구 성균관로 **, 아티스트예도 뮤지컬스튜디오 *층 (혜화동)",03066,01,영업/정상,,,,,,
,(주)이비에프컴퍼니(EBF company),,201302.883783666,451982.388503793,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,매니지먼트,,,,2024-11-16 12:04:29,,2015-06-26,,서울특별시 종로구 창신동 ***-** 삼호호텔,CDFF3241092024000014,3000000,,"서울특별시 종로구 청계천로 ***, 삼호호텔 *층 (창신동)",03120,01,영업/정상,,,,,,
,주식회사 오르페우스뮤직,,196282.020834226,456588.31547661,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,연예보조서비스,,,,2024-11-25 14:12:51,,2024-11-25,,서울특별시 종로구 구기동 ***-* 동성빌라,CDFF3241092024000015,3000000,,"서울특별시 종로구 비봉*길 **, ***호 (구기동, 동성빌라)",03001,01,영업/정상,,,,,,
,(주)에프티에스 인터내셔널,,199285.381241524,452200.872675944,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,디지털컨텐스,,,,2024-12-02 11:09:52,,2024-12-02,,서울특별시 종로구 봉익동 ***-* 하나빌딩,CDFF3241092024000016,3000000,,"서울특별시 종로구 돈화문로*나길 **, 하나빌딩 *동 *층 ***호 (봉익동)",03138,01,영업/정상,,,,,,
,주식회사 시즌엠,,200200.569414955,453411.59404961,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,매니지먼트,,,,2024-12-30 13:13:09,,2024-12-30,,서울특별시 종로구 동숭동 *-** 김동진빌딩,CDFF3241092024000018,3000000,,"서울특별시 종로구 대학로*가길 **, 김동진빌딩 *-*층 (동숭동)",03086,01,영업/정상,,,,02-6010-3048,,
,한복남녀(Hanboknamyeo),,197567.747824202,452347.973860449,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,공연 기획업,37.56,,,2024-12-30 13:20:14,,2024-12-30,,서울특별시 종로구 내수동 ** 용비어천가,CDFF3241092024000019,3000000,,"서울특별시 종로구 새문안로*길 **, *층 ***호 (내수동, 용비어천가)",03173,01,영업/정상,,,,,,
,히스테릭 hysteriq,,199603.448421761,452613.737391003,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,모델매니지먼트,26,,,2024-12-30 13:22:48,,2024-12-30,,서울특별시 종로구 원남동 *** 대경빌딩,CDFF3241092024000020,3000000,,"서울특별시 종로구 동순라길 ***-*, 대경빌딩 *층 *호 (원남동)",03136,01,영업/정상,,,,,,
,블라썸스냅,,198488.512338211,452580.322647078,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,공연기획업,37.56,,,2024-12-30 13:21:08,,2024-12-30,,서울특별시 종로구 관훈동 ***-*,CDFF3241092024000021,3000000,,"서울특별시 종로구 율곡로 **, *층 *호 (관훈동)",03146,01,영업/정상,,,,,,
,주식회사 지안캐슬,,197072.138932859,454676.638406331,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,엔터테인먼트,78.26,,,2025-01-03 09:45:11,,2025-01-03,,서울특별시 종로구 부암동 **-* 삼일빌라,CDFF3241092025000001,3000000,,"서울특별시 종로구 백석동*가길 **, ***호 (부암동, 삼일빌라)",03020,01,영업/정상,,,,070-4115-0518,,
,(주)클래프컴퍼니,,201248.599458169,453084.92614583,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,"매니지먼트,엔터테인먼트",,,,2025-04-01 17:21:57,,2016-02-22,,서울특별시 종로구 창신동 *-* 신운빌딩,CDFF3241092025000002,3000000,,"서울특별시 종로구 동망산길 *, 신운빌딩 *층 (창신동)",03094,01,영업/정상,,,,,,
,청춘엔터테인먼트,,201248.599458169,453084.92614583,유통관련업,대중문화예술기획업,2026-04-22 22:38:31,I,13,영업중,엔터테인먼트,,,,2025-04-04 13:37:18,,2016-03-25,,서울특별시 종로구 창신동 *-* 신운빌딩,CDFF3241092025000003,3000000,,"서울특별시 종로구 동망산길 *, 신운빌딩 *층 (창신동)",03094,01,영업/정상,,,,,,
,피키 주식회사,,197995.218793409,451945.047247204,유통관련업,대중문화예술기획업,2026-04-22 22:38:32,I,13,영업중,엔터테인먼트,,,,2025-06-25 14:13:17,,2025-06-25,,서울특별시 종로구 서린동 ***-* 광화문우체국,CDFF3241092025000005,3000000,,"서울특별시 종로구 종로 *, 광화문우체국 *층 (서린동)",03187,01,영업/정상,,,,,,
,주식회사 영감의샘터,,196341.777659988,455439.255490358,유통관련업,대중문화예술기획업,2026-04-22 22:38:32,I,13,영업중,엔터테인먼트 등,,,,2026-01-16 09:55:37,,2023-10-16,,서울특별시 종로구 신영동 ***-**,CDFF3241092025000006,3000000,,"서울특별시 종로구 세검정로 ***, 지하*층 (신영동)",03015,01,영업/정상,,,,,,
,시제스,,200017.968442542,454043.066235612,유통관련업,대중문화예술기획업,2026-04-22 22:38:32,I,13,영업중,예술가 매니저업,52.69,,,2025-08-26 18:19:57,,2025-08-26,,서울특별시 종로구 혜화동 **-** 아마레스 로즈,CDFF3241092025000007,3000000,,"서울특별시 종로구 혜화로**길 **, A동 ***호 (혜화동, 아마레스 로즈)",03067,01,영업/정상,,,,,,
,(주)조이컬쳐스,,200285.865437991,453215.079141585,유통관련업,대중문화예술기획업,2026-04-22 22:38:32,I,13,영업중,매니지먼트업,,,,2025-10-02 16:29:08,,2019-11-28,,서울특별시 종로구 동숭동 *-** 석마빌딩,CDFF3241092025000008,3000000,,"서울특별시 종로구 대학로**길 **, 석마빌딩 ***호 (동숭동)",03086,01,영업/정상,,,,,,
,주식회사 더복순,,198892.023011278,451952.062116173,유통관련업,대중문화예술기획업,2026-04-22 22:38:32,I,13,영업중,매니지먼트업,,,,2025-10-20 10:44:03,,2023-05-24,,서울특별시 종로구 종로*가 **-*,CDFF3241092025000009,3000000,,"서울특별시 종로구 종로 **, 비**에프, 비**호 (종로*가)",03191,01,영업/정상,,,,,,
,에이치투아트앤컬쳐 주식회사,,197662.503910553,452189.09236786,유통관련업,대중문화예술기획업,2026-04-22 22:38:32,I,13,영업중,"예술기획, 매니지먼트",13.28,,,2025-10-27 09:43:09,,2025-10-27,,서울특별시 종로구 당주동 * 로얄빌딩,CDFF3241092025000010,3000000,,"서울특별시 종로구 새문안로*길 **, 로얄빌딩 B**호 (당주동)",03173,01,영업/정상,,,,02-733-9469,,
,(주)컬쳐박스,,200320.175680444,453444.595767583,유통관련업,대중문화예술기획업,2026-04-22 22:38:33,I,13,영업중,매니지먼트,80.29,,,2025-11-12 17:45:42,,2025-11-12,,서울특별시 종로구 동숭동 **-* 갤럭시빌딩,CDFF3241092025000012,3000000,,"서울특별시 종로구 동숭*길 **, 갤럭시빌딩 *층 (동숭동)",03085,01,영업/정상,,,,02-745-1555,,
,주식회사제임엠액터스,,200243.327275344,453354.557438023,유통관련업,대중문화예술기획업,2026-04-22 22:38:33,I,13,영업중,매니지먼트업,16,,,2025-12-12 09:16:40,,2025-12-12,,서울특별시 종로구 동숭동 *-** 효진빌딩,CDFF3241092025000013,3000000,,"서울특별시 종로구 대학로*가길 **, 효진빌딩 *층 (동숭동)",03086,01,영업/정상,,,,,,
,뉴아트플랫폼,,200201.620353456,453446.954928403,유통관련업,대중문화예술기획업,2026-04-22 22:38:33,I,13,영업중,"공연예술, 매니지먼트업",17.5,,,2025-12-12 09:17:53,,2025-12-12,,서울특별시 종로구 동숭동 *-** 우성빌딩,CDFF3241092025000014,3000000,,"서울특별시 종로구 동숭길 ***, 우성빌딩 지하*층 (동숭동)",03086,01,영업/정상,,,,,,
,주식회사브릭엔터테인먼트,,200333.134221097,452700.319872207,유통관련업,대중문화예술기획업,2026-04-22 22:38:33,I,13,영업중,연예매니지먼트,14.06,,,2025-12-19 16:58:00,,2025-12-19,,서울특별시 종로구 이화동 **-*,CDFF3241092025000015,3000000,,"서울특별시 종로구 율곡로**길 **-*, ***호 (이화동)",03100,01,영업/정상,,,,,,
,주식회사엔터키이엔엠,,199227.498415724,452238.607668362,유통관련업,대중문화예술기획업,2026-04-22 22:38:33,I,13,영업중,연예매니지먼트,23.76,,,2026-01-06 13:25:08,,2026-01-06,,서울특별시 종로구 묘동 **-*,CDFF3241092026000001,3000000,,"서울특별시 종로구 돈화문로*길 **, *층 (묘동)",03138,01,영업/정상,,,,,,
,주식회사 유피피코리아,,199149.369127501,452653.031219838,유통관련업,대중문화예술기획업,2026-04-22 22:38:33,I,13,영업중,"매니지먼트, 공연기획, 음반기획",,,,2026-01-26 14:02:14,,2019-09-19,,서울특별시 종로구 권농동 ***,CDFF3241092026000002,3000000,,"서울특별시 종로구 율곡로**길 **, *층 (권농동)",03134,01,영업/정상,,,,,,
