사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
제이에스컴퍼니,,176737.188860293,448498.786895427,2026-04-22 22:32:55,I,15,전출,2022-06-10 17:13:51,,2021-10-21,,인천광역시 계양구 용종동 ***-* 레드몰*차,PHMG120213550020047000088,3550000,"인천광역시 계양구 계산새로**번길 *, 레드몰*차 A동 *층 B*호 (용종동)",21065,05,제외/삭제/전출,,,,
엠제트(MZ)팜,,175754.088026773,443547.360991255,2026-04-22 22:39:12,I,15,전출,2024-10-04 09:29:02,,2022-10-14,,인천광역시 부평구 부평동 ***-* 다운타운일레븐 *층 일부(***-***호),PHMG120233540021047000127,3540000,"인천광역시 부평구 대정로 **, 다운타운일레븐 *층 일부(***-***호)호 (부평동)",21395,05,제외/삭제/전출,,,,8
수연나 글로벌코리아,,176631.834972797,449229.15334347,2026-04-22 22:32:35,I,13,영업중,2022-10-18 09:47:20,,2014-09-26,,인천광역시 계양구 임학동 **-*,PHMG120143550020047000032,3550000,"인천광역시 계양구 임학동로 **, *층 일부호 (임학동)",21033,01,영업/정상,,,032-562-7128,90.72
필링하우스,,176794.468759421,448601.767083185,2026-04-22 22:32:37,I,13,영업중,2014-11-10 16:48:33,,2014-11-07,407-310,인천광역시 계양구 용종동 ***번지 *호 계양신명스카이홈 ***호,PHMG120143550020047000082,3550000,"인천광역시 계양구 계산새로**번길 **, *층 ***호 (용종동, 계양신명스카이홈)",21065,01,영업/정상,,,070-7785-5402,32.3
마니식품,,147597.355706359,459237.010856777,2026-04-22 22:32:07,I,13,영업중,2023-12-06 17:27:47,,2015-07-10,417-861,인천광역시 강화군 화도면 내리 ***번지 *호,PHMG120153570013047000003,3570000,인천광역시 강화군 화도면 마니산로 ***-*,23060,01,영업/정상,,,1577-1490,70.2
지에스에이치(Gsh)더카리스,2024-12-04,168550.927265356,440330.126606616,2026-04-22 22:36:15,I,03,폐업,2024-12-04 17:26:15,,2023-01-17,,인천광역시 미추홀구 숭의동 ***-* 명가타워,PHMG120233510513047000009,3510500,"인천광역시 미추홀구 경인로*번길 **, 명가타워 ****호 (숭의동)",22170,03,폐업,,,,48.39
(주)팩토리온,,177876.643641042,442195.660348286,2026-04-22 22:33:53,I,15,전출,2023-06-27 21:40:38,,2019-04-11,,인천광역시 부평구 일신동 **번지 *호,PHMG120193540021047000022,3540000,"인천광역시 부평구 항동로***번길 **-**, *층 (일신동)",21418,05,제외/삭제/전출,,,,288
명품메디칼,2017-06-27,172507.979320819,439705.568883993,2026-04-22 22:32:36,I,03,폐업,2017-06-27 11:27:15,,2014-12-15,402-848,인천광역시 미추홀구 주안동 ***-*번지 *층,PHMG120143510021047000104,3510500,"인천광역시 미추홀구 경원대로***번길 *, *층 (주안동)",22144,03,폐업,,,032-422-4497,255.16
CU효성해인점,2016-12-28,173539.978583409,447067.516084328,2026-04-22 22:32:38,I,03,폐업,2016-12-30 17:19:44,,2015-03-19,407-042,인천광역시 계양구 효성동 ***번지 *호,PHMG120153550020047000017,3550000,인천광역시 계양구 아나지로 ** (효성동),21104,03,폐업,,,032-552-9695,56.1
유신메디칼,2021-02-16,168952.389177008,440011.855067906,2026-04-22 22:32:44,I,03,폐업,2021-02-16 15:32:37,,2016-09-08,,인천광역시 미추홀구 숭의동 ***-*,PHMG120163510021047000061,3510500,"인천광역시 미추홀구 경인로**번길 **-**, *층 (숭의동)",22169,03,폐업,,,,21.8
가연메디컬,,176403.606129616,445115.936486454,2026-04-22 22:39:10,I,13,영업중,2023-06-28 09:04:58,,2023-06-28,,인천광역시 부평구 삼산동 ***-* 주영이레타운 ***호 일부(***호),PHMG120233540021047000080,3540000,"인천광역시 부평구 충선로***번길 **, 주영이레타운 ***호 일부(***호)호 (삼산동)",21344,01,영업/정상,,,,5.75
씨유 인하헤리움점,,168827.925405046,438441.946560006,2026-04-22 22:33:42,I,13,영업중,2022-07-12 09:49:45,,2022-07-12,,인천광역시 미추홀구 용현동 ***-* 인하대역 헤리움 메트로 타워,PHMG120223510513047000226,3510500,"인천광역시 미추홀구 용정공원로**번길 **, 인하대역 헤리움 메트로 타워 ***~***호 (용현동)",22188,01,영업/정상,,,,75.97
해피계양총판,,175635.829657608,448883.841107651,2026-04-22 22:32:38,I,13,영업중,2015-03-05 11:35:08,,2015-03-05,407-052,인천광역시 계양구 계산동 ***번지 **호,PHMG120153550020047000012,3550000,인천광역시 계양구 어사대로 ** (계산동),21050,01,영업/정상,,,,122.24
씨유인천삼산점,2016-12-29,176320.411870751,445163.557119418,2026-04-22 22:32:51,I,03,폐업,2016-12-29 18:10:08,,2014-11-06,403-866,인천광역시 부평구 삼산동 ***번지 *호 ***호,PHMG120143540021047000106,3540000,인천광역시 부평구 체육관로 ** (삼산동),21344,03,폐업,,,032-503-7172,
더존라이프,2010-10-28,167518.744776739,439147.961993406,2026-04-22 22:32:14,I,03,폐업,2012-04-05 12:55:22,,2010-07-14,402-025,인천광역시 미추홀구 용현동 ***-*번지,PHMG120103510021047000017,3510500,인천광역시 미추홀구 아암대로 **  (용현동),,03,폐업,,,032-885-9043,279.5
닷컴 프라이드,2023-12-11,172978.449583348,440846.539171771,2026-04-22 22:38:54,I,03,폐업,2023-12-11 16:03:42,,2022-08-02,,인천광역시 부평구 십정동 ***-** *층,PHMG120223540021047000258,3540000,"인천광역시 부평구 백범로***번길 **, *층 (십정동)",21454,03,폐업,,,,
위더스메디테크,,169424.109924844,442692.722669138,2026-04-22 22:32:05,I,13,영업중,2026-01-06 16:06:28,,2014-08-22,,,PHMG120143500020047000009,3500000,"인천광역시 동구 방축로**번길 **, **동 ***호 (송림동, 인천산업용품유통단지)",22530,01,영업/정상,,,,27.1
동의메디칼상사,2013-01-18,175449.915234411,447704.980176455,2026-04-22 22:31:59,I,24,직권폐업,2013-01-25 14:12:26,,2000-12-14,407-824,인천광역시 계양구 작전*동 ***번지 **호,PHMG120003550020047000006,3550000,인천광역시 계양구 계양대로 ** (작전동),,04,취소/말소/만료/정지/중지,,,032-553-0243,
웅진코웨이주식회사,2012-02-22,,,2026-04-22 22:32:22,I,03,폐업,2012-02-23 09:04:27,,2010-03-26,407-806,인천광역시 계양구 계산*동 신도브레뉴 상가 ***호,PHMG120103550020047000007,3550000,,,03,폐업,,,,
EYE수 뷰티,2022-12-30,168417.316996324,441208.580750206,2026-04-22 22:32:23,I,03,폐업,2023-02-03 18:05:46,,2021-09-06,,인천광역시 동구 금곡동 **-*,PHMG120213500020047000021,3500000,인천광역시 동구 샛골로 ***(금곡동),22562,03,폐업,,,,11.52
에치와이갈산점,2025-07-08,175857.851172944,445321.194802095,2026-04-22 22:38:40,I,03,폐업,2025-07-09 10:42:40,,2022-03-28,,인천광역시 부평구 갈산동 ***-* *층,PHMG120223540021047000162,3540000,"인천광역시 부평구 갈월동로**번길 **-*, *층 (갈산동)",21336,03,폐업,,,,
라이브차콜의료기 부개지점,2011-10-14,176773.02911805,442731.373408975,2026-04-22 22:32:37,I,03,폐업,2012-09-12 16:23:04,,2011-10-14,403-810,인천광역시 부평구 부개*동 ***번지 *호 *층,PHMG120113540021047000061,3540000,"인천광역시 부평구 경인로 **** (부개동,*층)",,03,폐업,,,070-4177-3689,
라온,,172799.665828016,442294.665868044,2026-04-22 22:33:01,I,13,영업중,2021-01-20 11:12:39,,2018-02-06,,인천광역시 부평구 십정동 **번지 *호 *층,PHMG120183540021047000006,3540000,"인천광역시 부평구 열우물로***번길 ***, *층 (십정동)",21447,01,영업/정상,,,,34.53
안심건강센터,,176314.282864257,449061.900629413,2026-04-22 22:38:14,I,13,영업중,2025-12-01 14:05:39,,2025-11-27,,인천광역시 계양구 계산동 ***-* 스카이포인트,PHMG120253550020047000062,3550000,"인천광역시 계양구 안산로 **, 스카이포인트 ***호 (계산동)",21031,01,영업/정상,,,,84.61
GS25부평힘찬점,2016-12-29,176126.060940321,443437.104312024,2026-04-22 22:32:53,I,03,폐업,2016-12-30 15:43:14,,2015-02-05,403-010,인천광역시 부평구 부평동 ***번지 *호 건영@***호,PHMG120153540021047000008,3540000,"인천광역시 부평구 장제로**번길 ** (부평동, 건영@***호)",21399,03,폐업,,,032-525-9950,
주식회사 사이메딕스트레이딩,2015-07-14,171090.52674002,440307.189834037,2026-04-22 22:32:31,I,03,폐업,2015-07-15 13:33:51,,2014-07-01,402-846,인천광역시 미추홀구 주안동 ***-**번지 영타운 ****호,PHMG120143510021047000013,3510500,"인천광역시 미추홀구 주안로 **, **층 ****호 (주안동, 영타운)",,03,폐업,,,,27
세븐일레븐 인하제일점,2016-09-22,169564.761928687,438917.218074034,2026-04-22 22:32:33,I,03,폐업,2016-09-22 11:21:41,,2014-10-27,402-825,인천광역시 미추홀구 용현동 ***-**번지 *층 *호,PHMG120143510021047000029,3510500,"인천광역시 미추홀구 경인남길**번길 **, *층 *호 (용현동)",22207,03,폐업,,,,
조아국제종합상사,2025-10-22,177034.354040237,444475.355924653,2026-04-22 22:39:13,I,03,폐업,2025-10-22 18:01:07,,2024-01-19,,인천광역시 부평구 부개동 ***-* 푸른마을삼부한신아파트 ***동 ***호,PHMG120243540021047000009,3540000,"인천광역시 부평구 부개로 **, ***동 ***호 (부개동, 푸른마을삼부한신아파트)",21347,03,폐업,,,,
온누리셀파워동인천지점,2015-05-13,168525.833689337,441505.604597402,2026-04-22 22:32:04,I,03,폐업,2015-08-06 11:38:46,,2014-05-07,,,PHMG120143500020047000004,3500000,인천광역시 동구 동산로 **-* (송림동),22557,03,폐업,,,,120
미도파,2025-01-24,175704.930517223,443747.602757893,2026-04-22 22:32:06,I,03,폐업,2025-01-24 17:00:10,,2001-11-14,,인천광역시 부평구 부평동 ***번지 *호,PHMG120013540021047000024,3540000,인천광역시 부평구 부평대로 지하 ** (부평동),21393,03,폐업,,,032-513-2477,
문정메디칼상사,2012-09-21,176524.182651074,447317.232909082,2026-04-22 22:32:07,I,03,폐업,2012-09-24 15:00:29,,2006-04-18,407-821,인천광역시 계양구 작전서운동 ***번지 *호 제일빌딩 나동,PHMG120063550020047000012,3550000,"인천광역시 계양구 효서로 ***, 나동 (작전동,제일빌딩)",,03,폐업,,,032-552-3183,
CU 주안함박점,2016-12-28,171933.257043406,440399.717324345,2026-04-22 22:32:34,I,03,폐업,2016-12-30 08:51:52,,2014-11-06,402-836,인천광역시 미추홀구 주안동 **-**번지,PHMG120143510021047000054,3510500,인천광역시 미추홀구 염창로 **-* (주안동),22129,03,폐업,,,,
GS25 학익위브점,,169451.835770301,437842.053265594,2026-04-22 22:32:34,I,13,영업중,2014-11-06 15:22:58,,2014-11-06,402-040,인천광역시 미추홀구 학익동 ***번지 학익두산위브근린생활동 ***호,PHMG120143510021047000055,3510500,"인천광역시 미추홀구 노적산로 **, ***호 (학익동, 학익두산위브근린생활동)",22203,01,영업/정상,,,,
고리상,,174960.915100717,444872.821236414,2026-04-22 22:38:10,I,13,영업중,2021-06-14 13:08:12,,2021-06-09,,인천광역시 부평구 청천동 *** 삼익아파트 *동 ***호,PHMG120213540021047000094,3540000,"인천광역시 부평구 부평대로***번길 **, *동 ***호 (청천동, 삼익아파트)",21364,01,영업/정상,,,,
지에스25부평부개점,2025-11-19,176327.107751399,444870.981207708,2026-04-22 22:38:39,I,03,폐업,2025-11-19 17:38:50,,2022-02-25,,인천광역시 부평구 부개동 ***-* *층,PHMG120223540021047000124,3540000,"인천광역시 부평구 장제로***번길 **, *층 (부개동)",21351,03,폐업,,,,
에이온,2020-10-19,169226.889631696,442817.65455975,2026-04-22 22:32:13,I,03,폐업,2020-10-20 15:34:44,,2019-01-18,,인천광역시 동구 송현동 ***번지 인천산업용품유통단지,PHMG120193500020047000002,3500000,"인천광역시 동구 방축로**번길 **, 인천산업용품유통단지 **동 *층 ***호 (송현동)",22530,03,폐업,,,,24
에코아이엔티,,175676.403086718,443569.387717134,2026-04-22 22:37:17,I,15,전출,2022-05-30 09:05:46,,2021-04-19,,"인천광역시 부평구 부평동 ***-* 한남시티프라자, ***호 일부(**호)",PHMG120213540021047000029,3540000,"인천광역시 부평구 시장로 **, 한남시티프라자 ***호 일부(**호)호 (부평동)",21394,05,제외/삭제/전출,,,,3.56
이이엠의료기(동암지점),2011-08-05,173066.364973404,441183.366383217,2026-04-22 22:32:28,I,03,폐업,2011-08-05 10:52:55,,2009-09-03,403-845,인천광역시 부평구 십정*동 ***번지 **호 *층,PHMG120093540021047000029,3540000,"인천광역시 부평구 배곶남로 ** (십정동,*층)",,03,폐업,,,,129.22
미건의료기석바위점,,172640.697885289,439505.379986526,2026-04-22 22:32:52,I,13,영업중,2026-03-31 17:46:16,,2016-05-20,,인천광역시 미추홀구 주안동 ****-*,PHMG120213510513047000016,3510500,"인천광역시 미추홀구 구월로*번길 *, *층 (주안동)",22146,01,영업/정상,,,,132.6
YK메디칼,,176670.557328086,448161.309575535,2026-04-22 22:32:47,I,13,영업중,2018-06-12 10:57:48,,2018-06-11,,인천광역시 계양구 계산동 ****번지 *호 대산월드프라자 **층  ***호,PHMG120183550020047000026,3550000,"인천광역시 계양구 계양문화로 **, 대산월드프라자 **층 ***호 (계산동)",21069,01,영업/정상,,,,6.6
CU 주안쌍용점,2016-12-30,171713.403924533,438415.550627431,2026-04-22 22:32:37,I,03,폐업,2016-12-30 14:22:01,,2015-10-15,,,PHMG120153510021047000058,3510500,"인천광역시 미추홀구 인하로 *** (주안동, 쌍용아파트)",22230,03,폐업,,,032-434-2330,57.6
(주)노벨신성,,175902.625958295,443142.79260214,2026-04-22 22:32:56,I,13,영업중,2016-07-06 10:53:54,,2016-07-06,,인천광역시 부평구 부평동 ***번지 *호 중앙아파트B동 B**호,PHMG120163540021047000036,3540000,"인천광역시 부평구 광장로**번길 ** (부평동, 중앙아파트B동 B**호)",21404,01,영업/정상,,,070-7322-7080,86.07
㈜듀존의료기(신기점),2010-01-22,,,2026-04-22 22:32:05,I,03,폐업,2010-01-25 10:53:22,,2006-08-07,,인천 미추홀구 숭의동 ***-* 광해 ***-***,PHMG120063510021047000009,3510500,,,03,폐업,,,,
스타키보청기,,175410.279964334,443445.980187387,2026-04-22 22:32:35,I,13,영업중,2022-09-01 18:02:01,,2011-01-28,,인천광역시 부평구 부평동 ***-** *층 일부,PHMG120113540021047000006,3540000,"인천광역시 부평구 부평대로 **, *층 일부호 (부평동)",21389,01,영업/정상,,,,
지에스25 그랑힐스청천,,173598.128829185,446461.825121456,2026-04-22 22:39:13,I,13,영업중,2024-02-05 17:55:33,,2024-02-05,,"인천광역시 부평구 청천동 **-* e편한세상부평그랑힐스 (단지내상가) *동 ***, ***호",PHMG120243540021047000016,3540000,"인천광역시 부평구 산청로 **, (단지내상가) *동 ***, ***호 (청천동, e편한세상부평그랑힐스)",21303,01,영업/정상,,,,
GS25병방중앙점,2016-07-11,177279.282550538,449463.685066391,2026-04-22 22:32:37,I,03,폐업,2016-07-11 16:35:18,,2014-11-10,407-320,인천광역시 계양구 병방동 ***번지 *호,PHMG120143550020047000083,3550000,인천광역시 계양구 장제로***번길 ** (병방동),21028,03,폐업,,,032-548-6871,
웰테크코리아,2025-12-18,175891.757466625,447146.070622545,2026-04-22 22:33:03,I,03,폐업,2025-12-18 14:35:57,,2021-12-10,,인천광역시 계양구 작전동 ***-* 동보아파트,PHMG120223550020047000149,3550000,"인천광역시 계양구 아나지로 ***, 동보아파트 상가동 ***-*호 (작전동)",21119,03,폐업,,,,
노블덴탈,,176684.418913823,442720.490939948,2026-04-22 22:32:20,I,13,영업중,2015-03-24 09:55:48,,2007-09-17,403-101,인천광역시 부평구 부개동 ***번지 *호 가호 *층,PHMG120073540021047000017,3540000,"인천광역시 부평구 경인로****번길 * (부개동, 가호 *층)",21427,01,영업/정상,,,032-207-4832,
지에스25도화나산점,2024-05-27,170485.392094194,440372.66081765,2026-04-22 22:32:53,I,03,폐업,2024-05-27 11:48:34,,2021-05-10,,인천광역시 미추홀구 도화동 ***-* 나산아파트,PHMG120213510513047000049,3510500,"인천광역시 미추홀구 경인로 ***, ***동 ***호일부호 (도화동, 나산아파트)",22106,03,폐업,,,,85
(주)SK바아오메디텍,,175370.444202068,444917.181953939,2026-04-22 22:32:05,I,13,영업중,2013-10-23 11:10:38,,2001-06-22,403-010,인천광역시 부평구 부평동 ***번지**,PHMG120013540021047000007,3540000,인천광역시 부평구 신트리로*번길 * (부평동),21354,01,영업/정상,,,032-523-8600,
주식회사 토탈실드솔루션,,169119.180898472,438218.418881943,2026-04-22 22:38:31,I,13,영업중,2024-11-18 17:31:24,,2024-11-18,,인천광역시 미추홀구 학익동 ***-** 인하대역시네마타워 ***호,PHMG120243510513047000095,3510500,"인천광역시 미추홀구 매소홀로 ***, 인하대역시네마타워 ***호 (학익동)",22201,01,영업/정상,,,032-884-9314,51.98
미애향연,,171596.63095841,439480.687707099,2026-04-22 22:32:45,I,15,전출,2019-05-20 09:18:16,,2018-01-17,,인천광역시 미추홀구 주안동 ***번지 *호,PHMG120183510021047000002,3510500,"인천광역시 미추홀구 미추홀대로 ***, *층 (주안동)",22154,05,제외/삭제/전출,,,,99
내가보메디텍,2009-07-30,,,2026-04-22 22:32:08,I,03,폐업,2010-01-29 13:44:52,,2002-10-26,403-030,인천광역시 부평구 청천동 ***번지**(경남상가***),PHMG120023540021047000020,3540000,,,03,폐업,,,032-523-8575,
랄츠,,,,2026-04-22 22:36:46,I,13,영업중,2023-04-21 09:39:05,,2023-03-15,,인천광역시 미추홀구 주안동 * 포레나 미추홀,PHMG120233510513047000039,3510500,"인천광역시 미추홀구 경인로 ***, b****-a호 (주안동, 포레나 미추홀)",22148,01,영업/정상,,,032-813-1234,1300
케이로드,,172521.330386724,440159.455093526,2026-04-22 22:38:04,I,13,영업중,2023-12-18 09:37:11,,2023-12-18,,인천광역시 미추홀구 주안동 ***-* 해마루 더펠리체,PHMG120233510513047000126,3510500,"인천광역시 미추홀구 주안로 ***, 해마루 더펠리체 ***호 (주안동)",22143,01,영업/정상,,,,59.13
GS25효성현대점,2016-12-14,174570.657504132,447968.372184034,2026-04-22 22:32:38,I,03,폐업,2016-12-15 10:47:33,,2015-06-04,407-042,인천광역시 계양구 효성동 **번지 **호,PHMG120153550020047000037,3550000,인천광역시 계양구 길마로 ** (효성동),21095,03,폐업,,,,33
에스원 강화영업소,,155181.307315535,471410.631913071,2026-04-22 22:32:18,I,13,영업중,2026-04-09 09:07:11,,2022-04-08,,인천광역시 강화군 강화읍 갑곳리 ***,PHMG120223570013047000038,3570000,"인천광역시 강화군 강화읍 대월로 *, *층",23025,01,영업/정상,,,,69.3
씨유삼산타운점,2016-12-30,176600.119424585,445146.367348796,2026-04-22 22:32:54,I,03,폐업,2017-01-02 09:11:55,,2015-09-08,,인천광역시 부평구 삼산동 ***번지 *호 신영프라자 ***호,PHMG120153540021047000062,3540000,"인천광역시 부평구 체육관로 ** (삼산동, 신영프라자 ***호)",21344,03,폐업,,,,34.46
(주)한빛나노의료기 인천계양지점,2015-08-25,175869.067132611,448339.213862524,2026-04-22 22:32:26,I,03,폐업,2015-08-25 13:43:03,,2011-05-12,407-808,인천광역시 계양구 계산*동 ***번지 **호 축협계산빌딩 ***호,PHMG120113550020047000011,3550000,"인천광역시 계양구 주부토로 ***, ***호 (계산동,축협계산빌딩)",21087,03,폐업,,,032-551-8758,145.8
세븐일레븐인천용현본점,,170477.906904986,438882.03827354,2026-04-22 22:32:53,I,13,영업중,2021-05-14 16:35:55,,2021-05-14,,인천광역시 미추홀구 용현동 *-* 중앙전기공사,PHMG120213510513047000051,3510500,"인천광역시 미추홀구 한나루로***번길 *, 중앙전기공사 *층 (용현동)",22209,01,영업/정상,,,,76.36
헬스샾,,171709.642500623,439999.118285588,2026-04-22 22:32:03,I,13,영업중,2011-05-02 08:59:56,,2004-04-14,402-201,인천광역시 미추홀구 주안동 ***-*번지,PHMG120043510021047000004,3510500,인천광역시 미추홀구 미추홀대로***번길 **  (주안동),,01,영업/정상,,,,
세븐일레븐인천주안대로점,,171716.161434473,440228.330525675,2026-04-22 22:32:53,I,13,영업중,2024-02-19 21:10:07,,2021-05-06,,인천광역시 미추홀구 주안동 ***-*,PHMG120213510513047000037,3510500,"인천광역시 미추홀구 주안로 ***-*, *층일부층 (주안동)",22135,01,영업/정상,,,,62
미앤클,,177594.903780856,448316.083948151,2026-04-22 22:32:55,I,13,영업중,2022-11-24 17:02:27,,2021-10-28,,인천광역시 계양구 서운동 *** 아델라이타운하우스,PHMG120213550020047000090,3550000,"인천광역시 계양구 살라리로 **, ***동 ***호 (서운동, 아델라이타운하우스)",21072,01,영업/정상,,,,
어르신행복한세상,2011-12-01,,,2026-04-22 22:32:08,I,03,폐업,2012-01-17 09:19:07,,2008-06-19,,인천 미추홀구 숭의동 ***-*,PHMG120083510021047000006,3510500,,,03,폐업,,,032-889-1201,
씨제이올리브영(주)인천갈산점,,175692.267024162,446088.959564706,2026-04-22 22:38:41,I,13,영업중,2023-02-14 10:21:01,,2022-05-02,,"인천광역시 부평구 갈산동 *** 부평지웰에스테이트, 트라이앵글*** ***호, ***호, ***호",PHMG120223540021047000181,3540000,"인천광역시 부평구 주부토로***번길 **(갈산동, 부평지웰에스테이트)",21329,01,영업/정상,,,,
세븐일레븐인천남구청점,,171540.372180448,439884.411403201,2026-04-22 22:32:53,I,13,영업중,2021-05-07 10:10:57,,2021-05-06,,인천광역시 미추홀구 주안동 ***-** 주원빌딩,PHMG120213510513047000034,3510500,"인천광역시 미추홀구 석바위로 **, 주원빌딩 *층 (주안동)",22139,01,영업/정상,,,,128.42
큰나무몰,,156275.803157562,471680.74758437,2026-04-22 22:32:16,I,13,영업중,2022-02-21 13:32:54,,2022-02-21,,인천광역시 강화군 강화읍 용정리 ***-* 대흥아이빌,PHMG120223570013047000029,3570000,"인천광역시 강화군 강화읍 갑룡길 ***-*, *동 ***호 (대흥아이빌)",23023,01,영업/정상,,,,
(주)진스텍,,169424.109924844,442692.722669138,2026-04-22 22:32:02,I,15,전출,2026-04-09 16:03:27,,2012-09-12,,인천광역시 동구 송림동 ***번지 인천산업용품유통단지,PHMG120123500020047000012,3500000,"인천광역시 동구 방축로**번길 **, 인천산업용품유통단지 **동 ***, ***호 (송림동)",22530,05,제외/삭제/전출,,,032-777-9305,78.18
미래,2023-03-15,176808.00221837,443781.771878777,2026-04-22 22:38:45,I,03,폐업,2023-03-15 16:02:50,,2022-05-26,,인천광역시 부평구 부개동 ***-* 부개주공*단지아파트 ***동 ***호,PHMG120223540021047000202,3540000,"인천광역시 부평구 동수천로 ***, ***동 ***호 (부개동, 부개주공*단지아파트)",21398,03,폐업,,,,
툴앤세이프티,,169424.109924844,442692.722669138,2026-04-22 22:32:25,I,13,영업중,2022-02-10 17:08:51,,2022-02-10,,인천광역시 동구 송림동 *** 인천산업용품유통단지,PHMG120223500020047000008,3500000,"인천광역시 동구 방축로**번길 **, 인천산업용품유통단지 **동 ***호 (송림동)",22530,01,영업/정상,,,,26.06
씨유(CU)숭의스카이시티점,2025-01-22,169502.605919659,439885.939979266,2026-04-22 22:37:06,I,03,폐업,2025-01-22 17:14:46,,2023-04-28,,인천광역시 미추홀구 숭의동 **-*** 스카이시티 ***동,PHMG120233510513047000059,3510500,"인천광역시 미추홀구 장천로***번길 **, ***호 (숭의동, 스카이시티 ***동)",22168,03,폐업,,,,145
이마트 에브리데이 동양점,2025-09-23,178521.354851485,451014.233068564,2026-04-22 22:37:07,I,03,폐업,2025-09-24 10:44:06,,2024-08-28,,인천광역시 계양구 동양동 ***-* 이마트에브리데이,PHMG120243550020047000061,3550000,"인천광역시 계양구 당미길 **, 이마트에브리데이 *층 (동양동)",21012,03,폐업,,,,854
한양보청기,,172963.279714047,439804.934370907,2026-04-22 22:38:19,I,13,영업중,2024-05-02 16:40:38,,2024-05-02,,인천광역시 미추홀구 주안동 ****-** ***호,PHMG120243510513047000036,3510500,"인천광역시 미추홀구 경인로 ***, ***호 (주안동)",22145,01,영업/정상,,,,35
㈜덴탈가족,2007-05-07,,,2026-04-22 22:31:58,I,03,폐업,2009-04-22 11:32:54,,1998-05-27,407-050,인천광역시 계양구 계산동 ***번지 **호,PHMG119983550020047000001,3550000,,,03,폐업,,,032-554-2828,
JSD(제이에스디),,171863.838330554,437916.269620032,2026-04-22 22:37:36,I,13,영업중,2023-08-31 13:29:25,,2023-09-10,,인천광역시 미추홀구 주안동 ****-** 기아그린빌라,PHMG120233510513047000091,3510500,"인천광역시 미추홀구 승학길**번길 **-**, 기아그린빌라 B동 ***층 (주안동, 기아그린빌라)",22231,01,영업/정상,,,,49.29
비전의료기,2009-02-04,,,2026-04-22 22:32:20,I,03,폐업,2009-02-04 14:17:22,,2007-07-06,403-020,인천광역시 부평구 산곡동 *번지* 지하*층,PHMG120073540021047000014,3540000,,,03,폐업,,,,
천사네일(부평네일센타),,175499.320242462,442998.412448155,2026-04-22 22:32:47,I,15,전출,2016-11-25 13:10:02,,2014-08-21,403-828,인천광역시 부평구 부평동 ***번지 **호 *층,PHMG120143540021047000038,3540000,"인천광역시 부평구 동수북로 *** (부평동, *층)",21407,05,제외/삭제/전출,,,,97
독일명품보청기,,168044.426976266,439229.166497636,2026-04-22 22:37:34,I,13,영업중,2023-09-01 15:06:53,,2023-08-30,,인천광역시 미추홀구 용현동 ***-***,PHMG120233510513047000089,3510500,"인천광역시 미추홀구 낙섬중로 **, *층 (용현동)",22186,01,영업/정상,,,,44
에스앤에스,,176694.119479296,449254.861161551,2026-04-22 22:32:34,I,15,전출,2019-03-11 15:24:26,,2013-04-22,407-814,인천광역시 계양구 임학동 **번지 훼밀리코아(*층)****호,PHMG120133550020047000013,3550000,"인천광역시 계양구 임학동로 ** (임학동, 훼밀리코아(*층)****호)",21034,05,제외/삭제/전출,,,032-299-7000,10.5
GS25열우물동암,,174019.899945794,440847.714056207,2026-04-22 22:39:01,I,13,영업중,2025-06-27 14:44:09,,2022-09-02,,인천광역시 부평구 십정동 ***-** *층 일부,PHMG120223540021047000302,3540000,"인천광역시 부평구 경인로***번길 **, *층 일부호 (십정동)",21439,01,영업/정상,,,,
두시삼십삼분,2024-05-03,175754.088026773,443547.360991255,2026-04-22 22:39:03,I,03,폐업,2024-05-03 16:09:48,,2022-10-07,,인천광역시 부평구 부평동 ***-* 다운타운일레븐 ***호 일부(***호),PHMG120223540021047000328,3540000,"인천광역시 부평구 대정로 **, 다운타운일레븐 ***호 일부(***)호 (부평동)",21395,03,폐업,,,,
부평CU한국점,2016-12-29,176232.866151253,442579.315345515,2026-04-22 22:32:50,I,03,폐업,2016-12-30 15:44:25,,2014-11-05,403-810,인천광역시 부평구 부개동 ***번지 *호,PHMG120143540021047000088,3540000,인천광역시 부평구 동수로 *** (부개동),21426,03,폐업,,,,23.29
신콤주식회사,,175612.534423944,447674.079775965,2026-04-22 22:32:46,I,13,영업중,2021-07-20 11:14:46,,2018-02-28,,인천광역시 계양구 작전동 ***번지 **호,PHMG120183550020047000009,3550000,"인천광역시 계양구 봉오대로 ***, 지층 (작전동)",21091,01,영업/정상,,,,55.05
나드샵,,177660.509649209,446359.586808483,2026-04-22 22:38:29,I,13,영업중,2022-04-22 15:54:00,,2022-01-28,,인천광역시 부평구 삼산동 *** 삼산*휴먼시아 ***동 ****호,PHMG120223540021047000011,3540000,"인천광역시 부평구 영성동로**번길 **, ***동 ****호 (삼산동, 삼산*휴먼시아)",21320,01,영업/정상,,,,
