건축물동수,건축물연면적,사업장명,업태구분명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,연세대 가재울 태권도,태권도,2017-04-25,,192480.02944094,452634.55767379,체육도장업,2026-04-22 22:32:08,I,03,폐업,,2017-04-27 13:39:04,,2012-10-11,120-770,,"서울특별시 서대문구 남가좌동 381 가재울센트레빌 상가동 1-9,10호호",,CDFH3301022012000002,3120000,사립,"서울특별시 서대문구 거북골로 120, 상가1동 1-9,10호 (남가좌동)",03690,03,폐업,,,
,,라이온태권도체육관,,2012-07-01,,187601.409308013,444490.834046357,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2012-06-29 16:56:52,,1989-10-07,152-828,,서울특별시 구로구 고척동 141-1 서울가든종합상가 308-10,,CDFH3301021989000001,3160000,사립,"서울특별시 구로구 중앙로5길 62  (고척동,서울가든종합상가 308-10)",,03,폐업,,,
,,백산태권도,,2008-09-30,,189538.896351452,443498.310451773,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2008-11-03 11:00:10,,1990-02-05,152-854,,서울특별시 구로구 구로동 415-5 3층,,CDFH3301021990000001,3160000,사립,"서울특별시 구로구 구로동로35길 16  (구로동,3층)",,03,폐업,,,
,,비호체육관,,2004-08-31,,189976.391336867,442235.279198244,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2004-10-11 11:33:15,,1990-02-05,152-800,,서울특별시 구로구 가리봉동 124-2,,CDFH3301021990000004,3160000,사립,,,03,폐업,,,
,,충효체육관,,2005-01-31,,,,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2005-01-31 09:53:41,,1991-04-19,152-832,,서울특별시 구로구 고척동 216-2,,CDFH3301021991000002,3160000,사립,,,03,폐업,,,
0,,용인대최강태권도,,2017-03-07,,185823.31444452,443116.722277712,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2017-03-08 17:27:52,,1991-10-07,152-897,,서울특별시 구로구 오류동 170,,CDFH3301021991000003,3160000,사립,서울특별시 구로구 오류로 62 (오류동),08343,03,폐업,,,
,,용인대 대한 태권도,,2011-10-20,,189490.006599226,442604.233325082,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2011-10-20 14:01:38,,1992-11-25,152-800,,서울특별시 구로구 가리봉동 2-227,,CDFH3301021992000001,3160000,사립,서울특별시 구로구 남부순환로105길 248  (가리봉동),,03,폐업,,,
0,0,개명체육관,,2000-03-07,,186830.963712893,442234.689901316,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1993-12-09,152-815,0,서울특별시 구로구 개봉동 313-6,,CDFH3301021993000002,3160000,사립,서울특별시 구로구 개봉로1다길 13-2  (개봉동),,03,폐업,,,
0,0,매봉체육관,태권도,2023-03-21,,186276.849215133,444536.678945457,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2023-03-21 10:25:27,,1994-08-30,152-804,,서울특별시 구로구 개봉동 97-3,,CDFH3301021994000001,3160000,사립,서울특별시 구로구 고척로21길 31 (개봉동),08251,03,폐업,,,
0,0,솔잎체육관,,2000-07-24,,188999.735767494,443303.671762993,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1994-09-09,152-868,0,서울특별시 구로구 구로동 685-448 449,,CDFH3301021994000006,3160000,사립,"서울특별시 구로구 구일로4길 30  (구로동,449)",,03,폐업,,,
0,141,경희드림태권도,,2016-10-21,,184405.015953711,443449.320529781,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2016-10-21 16:55:25,,1995-08-04,152-905,0,서울특별시 구로구 온수동 9-9,,CDFH3301021995000002,3160000,사립,서울특별시 구로구 부일로 875 (온수동),08260,03,폐업,,,
0,0,나래체육관,,2001-09-15,,,,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1995-06-09,152-847,0,서울특별시 구로구 구로동 152-17,,CDFH3301021995000003,3160000,사립,,,03,폐업,,,
0,0,다윗체육관,,2000-07-28,,186239.085462806,444927.428725797,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1996-11-26,152-804,0,서울특별시 구로구 개봉동 108-16,,CDFH3301021996000001,3160000,사립,서울특별시 구로구 고척로27길 107  (개봉동),,03,폐업,,,
0,0,충무체육관,,2007-07-30,,185629.796983199,443533.085268721,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2010-03-18 14:45:32,,1996-06-01,152-894,,서울특별시 구로구 오류동 81-38,,CDFH3301021996000003,3160000,사립,서울특별시 구로구 경인로11길 8-1  (오류동),,03,폐업,,,
,,안상수유도관,,2008-03-04,,189699.813071138,442925.735642163,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2008-03-04 13:26:01,,1996-04-16,152-871,,서울특별시 구로구 구로동 722-6,,CDFH3301021996000004,3160000,사립,서울특별시 구로구 구로동로 109  (구로동),,03,폐업,,,
0,0,국일체육관,,2001-10-18,,189645.299207672,443955.653611661,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1997-05-26,152-858,0,서울특별시 구로구 구로동 486-17,,CDFH3301021997000001,3160000,사립,서울특별시 구로구 구로동로 214-21  (구로동),,03,폐업,,,
0,0,새경희태권도체육관,,2000-07-29,,186348.034380199,444678.025465329,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1997-09-18,152-804,0,서울특별시 구로구 개봉동 118-26,,CDFH3301021997000003,3160000,사립,서울특별시 구로구 고척로27길 51  (개봉동),,03,폐업,,,
0,0,고려대 타이거즈 체육관,,2019-08-21,,186091.088702499,444313.567503156,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2019-08-21 19:35:34,,1997-10-23,152-803,0,서울특별시 구로구 개봉동 60-101,,CDFH3301021997000004,3160000,사립,서울특별시 구로구 고척로 85  (개봉동),08252,03,폐업,,,
0,0,황호태권도장,,2012-08-24,,184155.455019347,443152.902216277,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2012-08-24 10:32:26,,1997-05-20,152-906,0,서울특별시 구로구 온수동 45-34,,CDFH3301021997000005,3160000,사립,서울특별시 구로구 경인로3길 97  (온수동),,03,폐업,,,
0,0,문인성유도관,,1999-12-13,,185244.889803627,443488.101815567,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1997-08-28,152-883,0,서울특별시 구로구 궁동 202-4,,CDFH3301021997000007,3160000,사립,서울특별시 구로구 부일로15가길 3  (궁동),,03,폐업,,,
0,,정무태권도,,2020-02-27,,187222.986034634,444454.395649079,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2020-02-27 14:03:46,,1998-07-04,152-836,,서울특별시 구로구 고척동 303 2층,,CDFH3301021998000001,3160000,사립,서울특별시 구로구 고척로52길 63 (고척동),08232,03,폐업,,,
0,0,창룡체육관,,2001-07-20,,187240.261233108,443558.100529908,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1998-02-09,152-816,0,서울특별시 구로구 개봉동 403-217 지하,,CDFH3301021998000002,3160000,사립,"서울특별시 구로구 남부순환로95길 34  (개봉동,지하)",,03,폐업,,,26140861
,,비룡체육관,,2007-02-09,,189960.083022875,442751.473644442,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2007-02-09 11:18:29,,1998-11-04,152-873,,서울특별시 구로구 구로동 762-8 202호,,CDFH3301021998000003,3160000,사립,"서울특별시 구로구 도림로3길 40  (구로동,202호)",,03,폐업,,,
,,한미태권도체육관,,2004-08-03,,186089.414886064,443962.554466916,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2004-08-05 10:25:09,,1998-01-26,152-892,,서울특별시 구로구 오류동 27-45,,CDFH3301021998000004,3160000,사립,서울특별시 구로구 고척로16길 72  (오류동),,03,폐업,,,26114786
0,0,두산체육관,,2000-12-14,,,,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1998-03-09,152-873,0,서울특별시 구로구 구로동 752-27,,CDFH3301021998000005,3160000,사립,,,03,폐업,,,
0,0,극동체육관,,2011-03-21,,190262.619145821,444705.766442917,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2011-03-21 16:54:25,,1998-07-08,152-838,0,서울특별시 구로구 구로동 31-6,,CDFH3301021998000006,3160000,사립,서울특별시 구로구 새말로16길 24  (구로동),,03,폐업,,,
,,용인대 맹호 태권도체육관,,2008-08-27,,187391.935682571,443872.379577543,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2008-08-28 17:02:20,,1998-12-26,152-806,,서울특별시 구로구 개봉동 170-41,,CDFH3301021998000007,3160000,사립,서울특별시 구로구 경인로 342  (개봉동),,03,폐업,,,
0,0,일맥검도관,,2001-12-13,,186251.243660625,444526.078707314,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1998-02-18,152-802,0,서울특별시 구로구 개봉동 33-12,,CDFH3301021998000008,3160000,사립,서울특별시 구로구 고척로21나길 7  (개봉동),,03,폐업,,,
0,0,비무종합호신무예관,,1999-09-30,,185837.924401264,443876.811701903,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2003-04-18 15:20:21,,1999-03-06,152-890,0,서울특별시 구로구 오류동 13-194,,CDFH3301021999000001,3160000,사립,서울특별시 구로구 고척로6길 29  (오류동),,03,폐업,,,
,,키즈 인성체육관,,2007-05-22,,185168.026969823,443623.563702842,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2007-05-22 14:35:52,,1999-03-22,152-883,,서울특별시 구로구 궁동 189-74,,CDFH3301021999000002,3160000,사립,서울특별시 구로구 부일로15길 40  (궁동),,03,폐업,,,
,,신고척태권도,,2013-11-20,,187890.227092532,444378.705296067,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2013-11-20 17:59:53,,1999-07-01,152-837,,서울특별시 구로구 고척동 326-0 청구(아)상가3-304,,CDFH3301021999000003,3160000,사립,"서울특별시 구로구 중앙로6길 5-15  (고척동,청구(아)상가3-304)",,03,폐업,,,26139409
,,경원체육관,,2004-12-23,,189956.427079211,444386.887279758,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2004-12-23 11:58:15,,1999-01-20,152-860,,서울특별시 구로구 구로동 547-31,,CDFH3301021999000005,3160000,사립,서울특별시 구로구 공원로7길 36  (구로동),,03,폐업,,,
,,신비룡태권도,,2008-01-14,,186945.91243482,444157.371333005,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2008-01-14 10:59:59,,1999-03-22,152-820,,서울특별시 구로구 개봉동 465-11,,CDFH3301021999000007,3160000,사립,서울특별시 구로구 경인로35길 64  (개봉동),,03,폐업,,,
0,0,늘푸른체육관,,2012-07-17,,186700.342736365,442231.066495685,체육도장업,2026-04-22 22:30:16,I,03,폐업,,2012-07-17 14:08:49,,1999-03-26,152-815,0,서울특별시 구로구 개봉동 314-94,,CDFH3301021999000009,3160000,사립,서울특별시 구로구 개봉로1라길 10-4  (개봉동),,03,폐업,,,
,,새중앙체육관,,2002-10-08,,,,체육도장업,2026-04-22 22:30:16,I,03,폐업,0,2003-05-28 10:18:09,,1999-04-24,152-873,,"서울특별시 구로구 구로동 765-0 두산(아)종합상가305,306호",,CDFH3301021999000010,3160000,사립,,,03,폐업,,,
0,0,숭무관(우슈),,1999-02-22,,189700.281557111,443187.957120104,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2003-04-18 15:20:21,,1999-02-05,152-871,0,서울특별시 구로구 구로동 730-60,,CDFH3301021999000012,3160000,사립,서울특별시 구로구 구로동로 138  (구로동),,03,폐업,,,
,174,상무 복싱 다이어트클럽,,2015-12-08,,186738.106973635,444549.21791479,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2015-12-08 20:43:24,,2000-01-14,152-834,,서울특별시 구로구 고척동 259-4,,CDFH3301022000000001,3160000,사립,서울특별시 구로구 고척로 154 (고척동),08234,03,폐업,,,
0,0,승리태권도,,2010-06-24,,190267.113511222,442407.832099447,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2010-06-24 15:33:40,,2000-02-18,152-800,0,서울특별시 구로구 가리봉동 115-113 2층,,CDFH3301022000000006,3160000,사립,"서울특별시 구로구 디지털로27길 57  (가리봉동,2층)",,03,폐업,,,
0,,개명체육관,태권도,2021-11-08,,186963.501508064,442443.753867126,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2021-11-08 17:32:59,,2000-03-17,152-815,,"서울특별시 구로구 개봉동 368-10 2층, 3층",,CDFH3301022000000008,3160000,사립,"서울특별시 구로구 개봉로3가길 52 (개봉동,2층, 3층)",08353,03,폐업,,,
,,한국체대중앙도장,,2008-03-25,,189749.177401475,444501.190559217,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-03-26 13:35:39,,2000-03-23,152-862,,서울특별시 구로구 구로동 570-9,,CDFH3301022000000009,3160000,사립,서울특별시 구로구 새말로 36  (구로동),,03,폐업,,,
,,레이싱태권도,,2005-06-07,,190330.497805074,442029.838784371,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2005-06-07 13:52:49,,2000-06-13,152-801,,서울특별시 구로구 가리봉동 134-114,,CDFH3301022000000010,3160000,사립,,,03,폐업,,,
,,현대태권도장,,2005-01-19,,,,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2005-01-19 09:48:11,,2000-09-08,152-810,,서울특별시 구로구 개봉동 254-3 현대(아) 2단지 상가 2층,,CDFH3301022000000013,3160000,사립,,,03,폐업,,,
,,천하체육관,,2021-01-28,,186111.570407351,443352.213616601,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2021-01-28 20:07:34,,2001-04-24,152-896,,서울특별시 구로구 오류동 148-3 2층,,CDFH3301022001000002,3160000,사립,"서울특별시 구로구 오류로8길 60  (오류동,2층)",08344,03,폐업,,,26195157
0,0,용인대 참 체육관,,2010-02-23,,186837.723827959,444494.523558194,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2010-02-23 14:10:54,,2001-09-05,152-830,0,서울특별시 구로구 고척동 164-108,,CDFH3301022001000004,3160000,사립,서울특별시 구로구 경인로35길 138  (고척동),,03,폐업,,,
,,나래체육관,,2004-03-30,,190522.288017582,443167.049947173,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2004-04-07 10:59:21,,2001-09-18,152-847,,서울특별시 구로구 구로동 147-6 나래빌딩2층,,CDFH3301022001000009,3160000,사립,"서울특별시 구로구 도림로 94  (구로동,나래빌딩2층)",,03,폐업,,,
,,한미태권도장,,2003-05-28,,186102.189290454,443925.56142274,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2003-05-28 10:21:25,,2001-04-06,152-892,,서울특별시 구로구 오류동 30-4,,CDFH3301022001000011,3160000,사립,서울특별시 구로구 경인로25길 28  (오류동),,03,폐업,,,26114786
,,세기태권도도장,,2003-05-28,,187391.917798398,443171.621110945,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2003-05-28 10:22:34,,2001-07-12,152-810,,서울특별시 구로구 개봉동 259-15,,CDFH3301022001000012,3160000,사립,서울특별시 구로구 개봉로16가길 10-41  (개봉동),,03,폐업,,,26143496
,,용인대 태비원도태권도장,태권도,2025-01-24,,189372.1910653,444854.451693268,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2025-01-24 16:40:58,,2001-12-18,,,"서울특별시 구로구 신도림동 642 신도림대림1,2차아파트",,CDFH3301022001000015,3160000,사립,"서울특별시 구로구 신도림로 16, 주상가동 302,303호 (신도림동, 신도림대림1,2차아파트)",08211,03,폐업,,,
0,0,백암태권도체육관,,2019-11-04,,190079.755229599,444239.256426844,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2019-11-04 17:35:38,,2002-09-24,152-844,0,서울특별시 구로구 구로동 111-41,,CDFH3301022002000001,3160000,사립,서울특별시 구로구 구로중앙로28길 59  (구로동),08294,03,폐업,,,
,,포키태권도,,2003-06-07,,186274.371938259,444942.306774479,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2003-07-09 16:54:01,,2002-09-24,152-804,,서울특별시 구로구 개봉동 108-13 3층 2호,,CDFH3301022002000003,3160000,사립,"서울특별시 구로구 고척로27바길 6  (개봉동,3층 2호)",,03,폐업,,,26163660
,,명성체육관,,2005-02-18,,188850.322284116,443942.074745249,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2005-02-19 09:16:10,,2002-07-11,152-868,,서울특별시 구로구 구로동 642-46 우방상가 1동,,CDFH3301022002000006,3160000,사립,"서울특별시 구로구 구일로 154-17  (구로동,우방상가 1동)",,03,폐업,,,
,,숭실태권도장,,2007-05-23,,185993.519856833,443253.835983991,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2007-05-25 12:14:20,,2002-08-16,152-896,,서울특별시 구로구 오류동 155-1,,CDFH3301022002000007,3160000,사립,서울특별시 구로구 오류로8길 30  (오류동),,03,폐업,,,
0,0,정무체육관,,2017-03-29,,187798.86926511,444629.704821749,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2017-03-30 15:10:17,,2002-10-11,152-823,,서울특별시 구로구 고척동 50-48 고척쇼핑 2층,,CDFH3301022002000008,3160000,사립,,,03,폐업,,,
,,백호태권도아카데미,,2017-02-13,,189713.290387994,445458.335742134,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2017-02-14 10:44:03,,2002-10-21,152-887,,서울특별시 구로구 신도림동 309-6 성광빌딩 7층,,CDFH3301022002000009,3160000,사립,"서울특별시 구로구 신도림로19길 7 (신도림동,성광빌딩 7층)",08202,03,폐업,,,
,,월드체육관,,2006-06-02,,190310.002863719,443444.164587042,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2006-06-02 11:14:01,,2002-10-23,152-845,,서울특별시 구로구 구로동 131-16,,CDFH3301022002000010,3160000,사립,서울특별시 구로구 구로중앙로14길 7  (구로동),,03,폐업,,,
,,한양대 신화체육관,,2011-06-29,,187250.979057046,444084.404724335,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2011-06-29 18:45:26,,2002-12-31,152-828,,서울특별시 구로구 고척동 97-33,,CDFH3301022002000011,3160000,사립,서울특별시 구로구 경서로 15  (고척동),,03,폐업,,,
,,원진태권도체육관,,2010-07-07,,187165.240024524,444861.540913438,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2010-07-07 17:52:56,,2003-05-14,152-830,,서울특별시 구로구 고척동 168-1,,CDFH3301022003000003,3160000,사립,서울특별시 구로구 고척로55길 21  (고척동),,03,폐업,,,26847444
,,허재근태권도,,2008-12-31,,189579.358512887,443636.776028756,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-12-31 17:17:05,,2003-03-22,152-855,,서울특별시 구로구 구로동 420-4,,CDFH3301022003000004,3160000,사립,서울특별시 구로구 구로동로 184  (구로동),,03,폐업,,,
,,용인대체육관,,2008-09-29,,186968.288544829,442651.907780511,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-09-30 10:41:58,,2003-03-28,152-815,,서울특별시 구로구 개봉동 361-1 개봉프라자 202,,CDFH3301022003000005,3160000,사립,"서울특별시 구로구 개봉로3길 51  (개봉동,개봉프라자 202)",,03,폐업,,,26862524
,,양지두산체육관,,2008-02-27,,190136.483727803,443021.744198807,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-02-27 10:59:14,,2003-04-03,152-050,,서울특별시 구로구 구로동 1265 두산(아) 상가,,CDFH3301022003000006,3160000,사립,"서울특별시 구로구 도림로 59  (구로동,두산(아) 상가)",,03,폐업,,,
,,경희대태권도,,2008-05-27,,190146.813085852,444800.352870029,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-05-27 17:22:39,,2003-09-16,152-838,,서울특별시 구로구 구로동 8-16 방주빌딩 지하102호,,CDFH3301022003000008,3160000,사립,"서울특별시 구로구 새말로 85  (구로동,방주빌딩 지하102호)",,03,폐업,,,
,,철심관,,2007-09-10,,190376.145973597,443313.615213374,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2007-09-10 18:17:39,,2003-10-28,152-846,,서울특별시 구로구 구로동 138-14,,CDFH3301022003000009,3160000,사립,서울특별시 구로구 구로중앙로 18  (구로동),,03,폐업,,,32817379
,,거성 검도관,,2020-04-10,,187847.481289045,445074.813068133,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2020-04-20 11:23:59,,2004-01-06,152-823,,서울특별시 구로구 고척동 39-5,,CDFH3301022004000001,3160000,사립,서울특별시 구로구 목동남로 30 (고척동),08218,03,폐업,,,
,,연세대태권도국제체육관,,2010-07-28,,186418.904255059,444434.999396867,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2010-07-28 15:35:41,,2004-04-09,152-804,,서울특별시 구로구 개봉동 92-9,,CDFH3301022004000003,3160000,사립,서울특별시 구로구 고척로 119  (개봉동),,03,폐업,,,
,,청우 태권도,,2010-01-19,,185244.889803627,443488.101815567,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2010-01-19 14:35:14,,2004-05-04,152-883,,서울특별시 구로구 궁동 202-4,,CDFH3301022004000004,3160000,사립,서울특별시 구로구 부일로15가길 3  (궁동),,03,폐업,,,
,,한결 태권도,,2008-01-11,,185726.291785458,443044.419100344,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-01-14 10:59:03,,2004-12-29,152-897,,서울특별시 구로구 오류동 165-3 지하,,CDFH3301022004000009,3160000,사립,"서울특별시 구로구 서해안로24길 21-4  (오류동,지하)",,03,폐업,,,26180358
,,현대태권도,,2007-12-20,,187692.849983521,443277.609589925,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2007-12-21 07:19:53,,2005-02-22,152-821,,서울특별시 구로구 개봉동 480 현대훼미리2단지상가 202호,,CDFH3301022005000001,3160000,사립,"서울특별시 구로구 개봉로20길 158,  202호 (개봉동,현대훼미리2단지상가)",,03,폐업,,,26256333
,,금메달태권도장,,2015-08-17,,184941.706201411,443572.873488073,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2015-08-17 18:08:49,,2005-02-24,152-792,,"서울특별시 구로구 궁동 213-21 우신상가 302,303호",,CDFH3301022005000002,3160000,사립,"서울특별시 구로구 오리로 1265, 302,303호 (궁동, 우신상가)",,03,폐업,,,
,,용인대석사체육관,,2007-12-14,,186933.271261921,445172.495909775,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-09-10 15:00:28,,2005-02-24,152-837,,서울특별시 구로구 고척동 330 삼익1단지아파트상가 지하 102호,,CDFH3301022005000003,3160000,사립,"서울특별시 구로구 중앙로15길 132-17,  102호 (고척동,삼익1단지아파트상가 지하)",,03,폐업,,,26842514
,,수검도관,,2009-01-20,,189880.100379753,443017.523859898,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2009-12-31 16:15:38,,2005-03-29,152-872,,서울특별시 구로구 구로동 740-37 B1,,CDFH3301022005000005,3160000,사립,"서울특별시 구로구 구로동로22길 36  (구로동,B1)",,03,폐업,,,32819558
,,용인대 금메달 태권도,,2008-08-27,,190369.746285354,442842.969131683,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-08-28 17:03:20,,2005-05-16,152-849,,서울특별시 구로구 구로동 256-1 삼성래미안 단지내 상가 3층 301호,,CDFH3301022005000006,3160000,사립,,,03,폐업,,,02-837-7527
,,국일 태권도,,2007-02-23,,189516.414055596,443966.637953149,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2007-02-28 17:40:08,,2005-12-02,152-858,,서울특별시 구로구 구로동 486-50 3층,,CDFH3301022005000008,3160000,사립,"서울특별시 구로구 구로동로 215-1  (구로동,3층)",,03,폐업,,,
1,709,용인대 원 태권도,,2009-04-13,,190381.458298972,443104.16011184,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2009-04-13 11:36:33,,2006-11-29,152-846,1,서울특별시 구로구 구로동 144-15 4층,,CDFH3301022006000005,3160000,사립,"서울특별시 구로구 도림로 79  (구로동,4층)",,03,폐업,,,
1,747,한국체대국일태권도,,2008-07-17,,189516.414055596,443966.637953149,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-07-18 10:06:40,,2007-02-23,152-858,1,서울특별시 구로구 구로동 486-50 3층,,CDFH3301022007000001,3160000,사립,"서울특별시 구로구 구로동로 215-1  (구로동,3층)",,03,폐업,,,
,682,인성태권도체육관,,2012-10-17,,185168.026969823,443623.563702842,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2012-10-18 08:50:01,,2007-05-25,152-883,1,서울특별시 구로구 궁동 189-74 2층,,CDFH3301022007000003,3160000,사립,"서울특별시 구로구 부일로15길 40  (궁동,2층)",,03,폐업,,,02-2685-0010
1,814,충무태권도,,2016-03-14,,189749.177401475,444501.190559217,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2016-03-15 08:09:26,,2007-07-31,152-862,1,서울특별시 구로구 구로동 570-9 2층,,CDFH3301022007000004,3160000,사립,"서울특별시 구로구 새말로 36  (구로동,2층)",08292,03,폐업,,,
1,492,스타 태권도 체육관,,2008-01-29,,186126.658461955,444474.189187708,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2008-02-12 16:54:28,,2007-08-23,152-802,1,서울특별시 구로구 개봉동 33-78 2층,,CDFH3301022007000006,3160000,사립,"서울특별시 구로구 고척로21나길 33  (개봉동,2층)",,03,폐업,,,02-2618-6474
1,901,철심관,검도,2023-03-06,,190275.046338382,443033.944554783,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2023-03-06 13:40:29,,2007-09-10,152-873,,서울특별시 구로구 구로동 766-2 외 2필지  지하1층,,CDFH3301022007000007,3160000,사립,"서울특별시 구로구 도림로 65 (구로동,외 2필지  지하1층)",08313,03,폐업,,,32817379
1,142,K-용인대 태권도장,,2021-01-14,,186769.886124606,445096.528529175,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2021-01-14 17:26:16,,2007-11-06,152-837,,서울특별시 구로구 고척동 337 한일유앤아이 상가3층,,CDFH3301022007000008,3160000,사립,"서울특별시 구로구 중앙로15길 151 (고척동,한일유앤아이 상가3층)",08239,03,폐업,,,02-2684-2514
1,1296,한진태권도,,2010-12-29,,186879.12855792,442595.885732375,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2010-12-31 11:44:41,,2008-01-11,152-815,1,서울특별시 구로구 개봉동 363-8 2층 1호,,CDFH3301022008000001,3160000,사립,"서울특별시 구로구 개봉로1나길 52  (개봉동,2층 1호)",,03,폐업,,,20608248
1,2295,한결태권도교육관,,2009-10-30,,186017.971604028,443263.566210831,체육도장업,2026-04-22 22:30:17,I,03,폐업,0,2009-10-30 17:51:39,,2008-01-11,152-896,1,서울특별시 구로구 오류동 155-7 3층,,CDFH3301022008000002,3160000,사립,"서울특별시 구로구 오류로8길 34  (오류동,3층)",,03,폐업,,,26897533
,1477,고려백산태권도장,,2020-08-19,,189542.363866336,443590.025897499,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2020-08-19 14:19:18,,2008-10-02,152-857,,서울특별시 구로구 구로동 461-5 3층,,CDFH3301022008000009,3160000,사립,"서울특별시 구로구 구로동로 179 (구로동,3층)",08282,03,폐업,,,02-855-2123
,2295,한결태권도,,2010-04-27,,186017.971604028,443263.566210831,체육도장업,2026-04-22 22:30:17,I,03,폐업,,2010-04-27 15:24:35,,2009-11-11,152-897,1,서울특별시 구로구 오류동 155-7 3층,,CDFH3301022009000002,3160000,사립,"서울특별시 구로구 오류로8길 34  (오류동,3층)",,03,폐업,,,26897533
