축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,주사육업종,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
65,가축사육업,금강농장,2011-07-15,213295.282616458,398404.986354095,2026-04-28 22:00:53,I,0002,폐업,2011-07-15 10:39:08,,2005-01-27,0,456-812,경기도 안성시 원곡면 성주리 ***-*,408000003320050025,4080000,육계,000,경기도 안성시 원곡면 천덕산로 ***,,,03,폐업,,,
1540,가축사육업,자립농장,,226925.68441833,396039.253921779,2026-04-28 22:01:07,I,0000,정상,2016-09-07 14:44:31,,2008-04-07,0,456-871,경기도 안성시 보개면 가율리 ***,408000003320080066,4080000,육우,000,경기도 안성시 보개면 보개원삼로 ***-**,,,01,영업/정상,,,031-676-4338
1060,가축사육업,세연농장,2008-07-20,240730.07276797,401549.264322124,2026-04-28 22:01:02,I,0002,폐업,2008-08-13 15:53:57,,2005-07-22,0,456-912,경기도 안성시 일죽면 화곡리 ***,408000003320051019,4080000,한우,000,경기도 안성시 일죽면 어리실길 **,,,03,폐업,,,
490,가축사육업,사슴목장,,228928.839797256,392189.768367262,2026-04-28 22:00:55,I,0000,정상,2021-04-05 19:37:38,,2005-04-15,0,456-872,경기도 안성시 보개면 상삼리 *** 번지 외 **필지,408000003320050450,4080000,젖소,000,경기도 안성시 보개면 내방상삼로 ***-**,17508,,01,영업/정상,,,
92,가축사육업,진성농장,,242837.510783814,397876.252946425,2026-04-28 22:00:53,I,0000,정상,2022-11-25 13:59:46,,2005-01-28,0,456-911,경기도 안성시 일죽면 가리 ***,408000003320050052,4080000,한우,000,경기도 안성시 일죽면 가리안길 *-**,17528,,01,영업/정상,,,
732,가축사육업,상경농장,,214648.246674513,389936.700222662,2026-04-28 22:00:58,I,0001,휴업,2022-02-17 17:49:47,,2005-05-26,0,456-821,경기도 안성시 공도읍 용두리 ***-*,408000003320050692,4080000,육우,000,경기도 안성시 공도읍 용머리큰길 **-**,,,02,휴업,2022-02-17,2024-02-17,
904,가축사육업,연근농장,,,,2026-04-28 22:01:00,I,0000,정상,2016-03-29 15:58:09,,2005-06-22,0,456-922,경기도 안성시 고삼면 가유리 ***,408000003320050864,4080000,한우,000,,,,01,영업/정상,,,
2372,가축사육업,제2영찬목장,2014-09-26,218620.32800057,392391.430464136,2026-04-28 22:01:12,I,0002,폐업,2014-09-26 14:06:51,,2012-12-10,,456-933,경기도 안성시 양성면 덕봉리 ***-*,408000003320120097,4080000,젖소,000,경기도 안성시 양성면 지남촌길 **-**,,,03,폐업,,,
2449,가축사육업,영민목장,2016-02-04,227258.557990023,397442.870340239,2026-04-28 22:01:12,I,0002,폐업,2016-02-04 09:57:52,,2014-03-03,,456-873,경기도 안성시 보개면 남풍리 ****-*,408000003320140011,4080000,한우,000,경기도 안성시 보개면 보개원삼로 ***,17507,,03,폐업,,,
1576,가축사육업,송산농장,2015-06-04,221360.028403002,382224.973060991,2026-04-28 22:01:08,I,0002,폐업,2016-09-07 13:14:17,,2008-04-11,0,456-851,경기도 안성시 서운면 송산리 ***-*,408000003320080102,4080000,한우,000,경기도 안성시 서운면 안성맞춤대로 ***-**,17608,,03,폐업,,,031-673-8515
886,가축사육업,솔잎농장,2020-03-13,243457.914063458,401141.909743365,2026-04-28 22:00:59,I,0002,폐업,2020-03-13 18:57:03,,2005-06-21,0,456-914,경기도 안성시 일죽면 능국리 ***-*,408000003320050846,4080000,돼지,000,,,,03,폐업,,,
2583,가축사육업,삼흥농장,2019-03-28,232986.233865057,391729.059777052,2026-04-28 22:01:13,I,0002,폐업,2019-03-28 16:51:13,,2016-12-10,,,경기도 안성시 금광면 삼흥리 ***,408000003320160049,4080000,육계,000,경기도 안성시 금광면 조령길 **-**,17534,,03,폐업,,,
2137,가축사육업,오성농장,2022-01-27,222707.949260403,385221.272836124,2026-04-28 22:01:11,I,0002,폐업,2022-01-30 12:59:02,,2011-03-08,0,456-843,경기도 안성시 미양면 구수리 ***-*,408000003320110042,4080000,육우,000,경기도 안성시 미양면 구수안길 **-**,,,03,폐업,,,
2824,가축사육업,수미농장,,218101.983931307,395163.451552242,2026-04-28 22:01:14,I,0000,정상,2023-05-30 11:08:12,,2023-05-30,,,경기도 안성시 양성면 구장리 **-*,408000003320230007,4080000,한우,000,경기도 안성시 양성면 한내로 **-**,17502,,01,영업/정상,,,
2562,가축사육업,양협목장,,218174.59140544,383232.475051354,2026-04-28 22:01:13,I,0000,정상,2016-07-14 11:02:23,,2016-07-14,,,경기도 안성시 미양면 법전리 ***-* 외 *필지,408000003320160029,4080000,한우,000,경기도 안성시 미양면 법전길 ***,17603,,01,영업/정상,,,
2044,가축사육업,태기농장,2025-06-16,241975.180630101,400517.010920703,2026-04-28 22:01:10,I,0002,폐업,2025-06-17 09:30:00,,2010-07-22,0,456-914,경기도 안성시 일죽면 신흥리 ***,408000003320100058,4080000,돼지,000,경기도 안성시 일죽면 죽화로 ***,,,03,폐업,,,
2471,가축사육업,시영농장,,230358.445502117,393310.160692624,2026-04-28 22:01:12,I,0000,정상,2020-02-14 19:36:24,,2014-10-31,,456-881,경기도 안성시 삼죽면 기솔리 ***-*,408000003320140032,4080000,돼지,000,경기도 안성시 삼죽면 국사봉로 ***-**,17515,,01,영업/정상,,,
2003,가축사육업,엑스피농장,,240449.481780433,402365.043466253,2026-04-28 22:01:10,I,0000,정상,2017-12-22 11:46:46,,2010-03-17,0,456-914,경기도 안성시 일죽면 화곡리 ***-*,408000003320100020,4080000,돼지,000,경기도 안성시 일죽면 화곡길 ***-**,,,01,영업/정상,,,
1458,가축사육업,사당골 농장,2015-07-03,220253.318456181,385049.891461601,2026-04-28 22:01:06,I,0002,폐업,2016-09-09 14:21:20,,2007-12-10,0,456-844,경기도 안성시 미양면 마산리 ***-*,408000003320070150,4080000,한우,000,경기도 안성시 미양면 마산길 ***-**,,,03,폐업,,,
1830,가축사육업,신흥농장,2009-06-03,241985.433893996,400455.650814524,2026-04-28 22:01:09,I,0002,폐업,2009-06-03 14:06:31,,2009-03-03,0,456-914,경기도 안성시 일죽면 신흥리 ***-*,408000003320090062,4080000,돼지,000,경기도 안성시 일죽면 죽화로 ***,,,03,폐업,,,
781,가축사육업,대화농장,2018-05-24,240241.541284147,401098.858109866,2026-04-28 22:00:58,I,0002,폐업,2018-05-25 13:08:35,,2005-06-07,0,456-914,경기도 안성시 일죽면 화곡리 ***-*,408000003320050741,4080000,돼지,000,경기도 안성시 일죽면 죽화로 ***-**,,,03,폐업,,,
1485,가축사육업,육구 농장,2018-04-30,229979.399051174,399438.527506909,2026-04-28 22:01:06,I,0002,폐업,2018-04-30 15:36:37,,2008-01-22,0,456-873,경기도 안성시 보개면 북가현리 ***-*,408000003320080011,4080000,육우,000,경기도 안성시 보개면 보삼로 ***-**,,,03,폐업,,,
1022,가축사육업,승현2 목장,2008-05-22,,,2026-04-28 22:01:02,I,0002,폐업,2008-05-28 10:14:37,,2005-07-14,0,456-350,경기도 안성시 사곡동 ***,408000003320050981,4080000,육우,000,,,,03,폐업,,,
1591,가축사육업,제이앤비목장,,225594.835652366,394328.941034178,2026-04-28 22:01:08,I,0001,휴업,2023-05-30 17:21:05,,2008-04-22,0,456-871,경기도 안성시 보개면 적가리 ***-*,408000003320080117,4080000,한우,000,경기도 안성시 보개면 한사울길 ***,,,02,휴업,2023-05-30,2025-05-29,031-676-2369
2613,가축사육업,청라농장,,234530.834524471,397606.375880407,2026-04-28 22:01:13,I,0000,정상,2025-12-24 13:22:40,,2017-08-16,,,경기도 안성시 삼죽면 용월리 ***-*,408000003320170027,4080000,육우,000,경기도 안성시 삼죽면 용내길 ***-**,17512,,01,영업/정상,,,
634,가축사육업,마현농장,,222572.893578383,392429.521113019,2026-04-28 22:00:57,I,0000,정상,2017-12-07 10:57:28,,2005-05-12,0,456-832,경기도 안성시 대덕면 소현리 ***-*,408000003320050594,4080000,육우,000,경기도 안성시 대덕면 소마니길 ***-*,17543,,01,영업/정상,,,
2053,가축사육업,광명농장,,241761.700430228,399761.438203869,2026-04-28 22:01:10,I,0000,정상,2018-10-11 22:21:32,,2010-08-12,0,456-914,경기도 안성시 일죽면 화곡리 ***-*,408000003320100067,4080000,한우,000,경기도 안성시 일죽면 죽화로 ***-**,17526,,01,영업/정상,,,
946,가축사육업,새명순목장,,219939.474676711,393265.75165876,2026-04-28 22:01:00,I,0000,정상,2017-12-13 21:09:04,,2005-06-29,0,456-833,경기도 안성시 대덕면 소내리 ***,408000003320050906,4080000,한우,000,경기도 안성시 대덕면 소사길 **,,,01,영업/정상,,,
958,가축사육업,현광농장,,227256.269822828,388056.236559958,2026-04-28 22:01:01,I,0000,정상,2022-06-20 11:23:28,,2005-07-01,0,456-861,"경기도 안성시 금광면 내우리 ***-* ,***",408000003320050918,4080000,육우,000,경기도 안성시 금광면 내동길 **,17536,,01,영업/정상,,,
690,가축사육업,Y.K목장,2017-06-23,225701.405019147,393258.493630267,2026-04-28 22:00:58,I,0002,폐업,2017-06-23 23:55:53,,2005-05-23,0,456-871,경기도 안성시 보개면 기좌리 ***-*,408000003320050650,4080000,육우,000,경기도 안성시 보개면 보개원삼로 ***,,,03,폐업,,,
1476,가축사육업,동민 농장,2022-02-25,216043.874093928,385686.984876117,2026-04-28 22:01:06,I,0002,폐업,2022-02-28 10:18:43,,2008-01-09,0,456-821,경기도 안성시 공도읍 건천리 **-*,408000003320080002,4080000,한우,000,경기도 안성시 공도읍 웅교*길 **-***,,,03,폐업,,,
2425,가축사육업,민우농장,,241673.119606757,400399.881689304,2026-04-28 22:01:12,I,0000,정상,2014-03-04 11:29:55,,2013-11-11,,456-914,경기도 안성시 일죽면 화곡리 ***-* 외 *필지(***-*),408000003320130050,4080000,한우,000,경기도 안성시 일죽면 죽화로 ***-* (외 *필지(***-*)),,,01,영업/정상,,,
918,가축사육업,초막농장,,237866.839222684,402713.292079536,2026-04-28 22:01:00,I,0000,정상,2022-06-20 13:14:04,,2005-06-23,0,456-912,"경기도 안성시 일죽면 방초리 *** , ***-*",408000003320050878,4080000,한우,000,경기도 안성시 일죽면 초막길 **-**,17525,,01,영업/정상,,,
2317,가축사육업,한미농장,2020-11-03,219690.266092687,384644.192075759,2026-04-28 22:01:12,I,0002,폐업,2020-11-03 16:10:32,,2012-03-22,,456-842,경기도 안성시 미양면 강덕리 **,408000003320120043,4080000,종계/산란계,000,경기도 안성시 미양면 서미로 ***-**,,,03,폐업,,,
2248,가축사육업,초원농장,2012-02-13,227446.161873857,390773.497505065,2026-04-28 22:01:11,I,0002,폐업,2012-02-13 09:19:09,,2011-11-15,,456-872,"경기도 안성시 보개면 내방리 ***-* 외*필지(***-*,***-*)",408000003320110147,4080000,오리,000,,,,03,폐업,,,
1872,가축사육업,실비아농장,2022-02-17,228113.754926079,391037.305265501,2026-04-28 22:01:09,I,0002,폐업,2022-02-18 10:46:42,,2009-04-18,0,456-872,경기도 안성시 보개면 내방리 ***,408000003320090104,4080000,한우,000,경기도 안성시 보개면 내방길 **-*,,,03,폐업,,,
1112,가축사육업,종국농장,,226366.794763007,394077.733423599,2026-04-28 22:01:03,I,0000,정상,2022-10-12 17:09:52,,2005-08-05,0,456-871,경기도 안성시 보개면 적가리 ***,408000003320051071,4080000,한우,000,,,,01,영업/정상,,,
856,가축사육업,가율목장,,226691.900900807,396561.115559516,2026-04-28 22:00:59,I,0000,정상,2016-09-04 11:52:04,,2005-06-16,0,456-871,경기도 안성시 보개면 가율리 **-*,408000003320050816,4080000,젖소,000,경기도 안성시 보개면 분토길 **-**,,,01,영업/정상,,,
220,가축사육업,진태농장,2008-12-24,245310.998786332,397131.252788346,2026-04-28 22:00:54,I,0002,폐업,2008-12-26 09:40:30,,2005-03-16,0,456-913,경기도 안성시 일죽면 금산리 **-*,408000003320050180,4080000,육계,000,,,,03,폐업,,,
1015,가축사육업,상호농장,,218190.621027681,397543.728008953,2026-04-28 22:01:02,I,0000,정상,2016-09-07 13:27:36,,2005-07-14,0,456-931,경기도 안성시 양성면 산정리 ***-*,408000003320050974,4080000,한우,000,경기도 안성시 양성면 양성로 ***-**,,,01,영업/정상,,,
1119,가축사육업,수민농장,2021-02-19,228731.530670778,392168.017615397,2026-04-28 22:01:03,I,0002,폐업,2021-02-19 14:44:50,,2005-08-05,0,456-872,경기도 안성시 보개면 상삼리 ***-*,408000003320051078,4080000,돼지,000,경기도 안성시 보개면 내방상삼로 ***,,,03,폐업,,,
863,가축사육업,상중농장,,227400.852409388,396611.46491353,2026-04-28 22:00:59,I,0000,정상,2022-11-15 10:19:21,,2005-06-16,0,456-873,"경기도 안성시 보개면 남풍리 ***-* , ***, ***-*",408000003320050823,4080000,육우,000,경기도 안성시 보개면 가재울길 **-*,17507,,01,영업/정상,,,
196,가축사육업,종민농장,,238448.31323069,401741.766187144,2026-04-28 22:00:53,I,0000,정상,2016-08-01 11:35:01,,2005-03-16,0,456-912,경기도 안성시 일죽면 방초리 ***-*,408000003320050156,4080000,한우,000,,,,01,영업/정상,,,
1929,가축사육업,담이농장,,228134.048770693,383796.161064497,2026-04-28 22:01:09,I,0000,정상,2022-04-13 11:15:32,,2009-08-17,0,456-861,경기도 안성시 금광면 석하리 **,408000003320090161,4080000,한우,000,경기도 안성시 금광면 석하양지편길 **-**,17538,,01,영업/정상,,,
1597,가축사육업,삼암농장,2025-08-13,217827.98300282,391879.968648221,2026-04-28 22:01:08,I,0002,폐업,2025-08-14 13:08:55,,2008-04-29,0,456-933,경기도 안성시 양성면 삼암리 ***,408000003320080123,4080000,한우,000,경기도 안성시 양성면 정자말길 **-**,,,03,폐업,,,031-673-5053
894,가축사육업,최선목장,,225512.57896243,401372.33268758,2026-04-28 22:00:59,I,0000,정상,2021-02-18 10:12:27,,2005-06-22,0,456-921,경기도 안성시 고삼면 쌍지리 ***,408000003320050854,4080000,젖소,000,경기도 안성시 고삼면 풀무골길 **-**,,,01,영업/정상,,,
792,가축사육업,화곡축산,,241474.393503673,401490.994547357,2026-04-28 22:00:59,I,0000,정상,2023-11-13 09:18:56,,2005-06-07,0,456-914,경기도 안성시 일죽면 화곡리 ***,408000003320050752,4080000,한우,000,경기도 안성시 일죽면 화곡길 **-**,,,01,영업/정상,,,
1971,가축사육업,고목목장,,239097.556339594,402964.060927656,2026-04-28 22:01:09,I,0000,정상,2019-07-11 20:52:53,,2009-12-16,0,456-912,경기도 안성시 일죽면 고은리 ****-*,408000003320090203,4080000,젖소,000,경기도 안성시 일죽면 고목길 **-**,17525,,01,영업/정상,,,
571,가축사육업,재남농장,2013-08-08,225683.032549223,386422.065016426,2026-04-28 22:00:57,I,0002,폐업,2013-08-14 09:17:11,,2005-04-28,0,456-290,경기도 안성시 중리동 **,408000003320050531,4080000,한우,000,경기도 안성시 발화대길 *** (중리동),,,03,폐업,,,
1363,가축사육업,용우농장,,225109.23301126,400018.912974462,2026-04-28 22:01:05,I,0000,정상,2019-03-27 14:47:42,,2007-05-04,0,456-921,경기도 안성시 고삼면 쌍지리 ****,408000003320070055,4080000,한우,000,경기도 안성시 고삼면 쌍지길 **-**,17504,,01,영업/정상,,,
1372,가축사육업,대춘목장,,225198.89088257,401430.053828594,2026-04-28 22:01:05,I,0000,정상,2020-08-21 14:01:24,,2007-05-18,0,456-921,경기도 안성시 고삼면 쌍지리 ***-* (외*필지),408000003320070064,4080000,젖소,000,"경기도 안성시 고삼면 쌍지길 ***-*, (외*필지)",17504,,01,영업/정상,,,
551,가축사육업,남산목장,,238218.572054713,396559.931181067,2026-04-28 22:00:56,I,0000,정상,2018-10-18 11:30:20,,2005-04-25,0,456-893,경기도 안성시 죽산면 장원리 ****,408000003320050511,4080000,젖소,000,경기도 안성시 죽산면 장원남산*길 **,,,01,영업/정상,,,
60,가축사육업,영철목장,2016-04-05,218144.153442655,395126.282246689,2026-04-28 22:00:53,I,0002,폐업,2016-04-05 13:19:17,,2005-01-20,0,456-931,경기도 안성시 양성면 구장리 **,408000003320050020,4080000,한우,000,경기도 안성시 양성면 한내로 **-**,,,03,폐업,,,
784,가축사육업,행복만들기목장,,242446.126153427,397754.008549316,2026-04-28 22:00:58,I,0000,정상,2016-09-05 19:02:31,,2005-06-07,0,456-911,경기도 안성시 일죽면 가리 ***,408000003320050744,4080000,육우,000,경기도 안성시 일죽면 일생로 **-**,,,01,영업/정상,,,
2006,가축사육업,곤아목장,2019-07-23,241121.839468159,396642.942642431,2026-04-28 22:01:10,I,0002,폐업,2019-07-26 13:39:33,,2010-04-01,0,456-913,경기도 안성시 일죽면 장암리 ***,408000003320100023,4080000,한우,000,경기도 안성시 일죽면 장암로 ***-**,,,03,폐업,,,
1182,가축사육업,팰릭스목장,2025-09-18,218189.846474287,390931.783486023,2026-04-28 22:01:03,I,0002,폐업,2025-09-19 09:21:08,,2005-09-05,0,456-822,경기도 안성시 공도읍 마정리 ***,408000003320051133,4080000,젖소,000,경기도 안성시 공도읍 하마정길 **-*,,,03,폐업,,,
2673,가축사육업,구칠농장,,219687.023580208,383750.825811652,2026-04-28 22:01:13,I,0000,정상,2022-07-28 08:51:09,,2018-09-12,,,경기도 안성시 미양면 고지리 **-* (위쪽축사),408000003320180034,4080000,종계/산란계,000,"경기도 안성시 미양면 고지*길 ***-**, (위쪽축사)",17604,,01,영업/정상,,,
2550,가축사육업,천금농장,,236998.20723468,402131.601302921,2026-04-28 22:01:13,I,0000,정상,2016-05-12 09:25:55,,2016-05-12,,456-912,경기도 안성시 일죽면 방초리 ***,408000003320160017,4080000,염소,000,,,,01,영업/정상,,,
1443,가축사육업,용식농장,,227515.462794815,383562.175955584,2026-04-28 22:01:06,I,0001,휴업,2022-09-22 08:36:51,,2007-11-08,0,456-861,경기도 안성시 금광면 상중리 ***-*,408000003320070135,4080000,한우,000,경기도 안성시 금광면 중촌길 **-**,,,02,휴업,2022-09-21,2024-09-20,
1392,가축사육업,석교농장,2019-03-05,221736.322407449,394426.745622811,2026-04-28 22:01:05,I,0002,폐업,2019-03-05 14:15:19,,2007-07-06,0,456-833,경기도 안성시 대덕면 보동리 ***,408000003320070084,4080000,한우,000,경기도 안성시 대덕면 김중만장군길 ***-**,,,03,폐업,,,
257,가축사육업,자유농장,,218601.186124379,387959.99526816,2026-04-28 22:00:54,I,0000,정상,2025-10-22 16:31:16,,2005-03-22,0,456-831,"경기도 안성시 대덕면 죽리 *** 외 *필지(***-*, ***-*)",408000003320050217,4080000,한우,000,경기도 안성시 대덕면 한천길 ***,17547,,01,영업/정상,,,
1501,가축사육업,바우농장,,242704.449777876,402222.353419541,2026-04-28 22:01:07,I,0000,정상,2021-02-10 10:56:44,,2008-02-21,0,456-914,경기도 안성시 일죽면 신흥리 ***-* 외 *필지,408000003320080027,4080000,돼지,000,경기도 안성시 일죽면 노성로 ***-**,17526,,01,영업/정상,,,
1598,가축사육업,강닥농장,,220511.37201242,396459.549617932,2026-04-28 22:01:08,I,0004,말소,2023-04-28 15:27:59,,2008-04-29,0,456-931,경기도 안성시 양성면 방축리 ***-*,408000003320080124,4080000,한우,000,경기도 안성시 양성면 소로리안길 **-**,,,04,취소/말소/만료/정지/중지,,,031-673-3695
332,가축사육업,양성농산,,219303.521937881,394643.300640166,2026-04-28 22:00:54,I,0000,정상,2019-12-12 21:25:37,,2005-03-27,0,456-934,경기도 안성시 양성면 필산리 **-*,408000003320050292,4080000,육우,000,경기도 안성시 양성면 한내로 ***-**,17502,,01,영업/정상,,,
1452,가축사육업,KS목장,2013-04-15,240167.331310009,401005.716359284,2026-04-28 22:01:06,I,0002,폐업,2013-04-16 11:13:51,,2007-11-23,0,456-914,경기도 안성시 일죽면 화곡리 ***-**,408000003320070144,4080000,한우,000,경기도 안성시 일죽면 죽화로 ***-**,,,03,폐업,,,
998,가축사육업,진흥목장,2017-06-23,,,2026-04-28 22:01:01,I,0002,폐업,2017-06-23 23:58:07,,2005-07-07,0,456-842,경기도 안성시 미양면 고지리 산 ***-*,408000003320050957,4080000,젖소,000,경기도 안성시 미양면 강덕*길 **,,,03,폐업,,,
2604,가축사육업,우랜드목장,2019-06-28,238484.461371016,403184.187538136,2026-04-28 22:01:13,I,0002,폐업,2019-07-01 20:21:55,,2017-05-27,,,경기도 안성시 일죽면 방초리 ***-* 외 *필지,408000003320170018,4080000,젖소,000,경기도 안성시 일죽면 사실로 ***-**,17525,,03,폐업,,,
2418,가축사육업,(주)농업회사법인 가율,,227475.023255621,396819.317816033,2026-04-28 22:01:12,I,0000,정상,2021-08-03 10:11:37,,2013-08-02,,456-873,"경기도 안성시 보개면 남풍리 *** 외 *필지(***,***-*,***,***-*,***,***-*,***-*)",408000003320130043,4080000,돼지,L00,"경기도 안성시 보개면 보개원삼로 ***-** (외 *필지(***,***-*,***,***-*,***,***-*,***-*))",,,01,영업/정상,,,
519,가축사육업,이레농장,2017-09-05,238236.121220565,403303.328886084,2026-04-28 22:00:56,I,0002,폐업,2017-09-05 21:47:06,,2005-04-20,0,456-912,"경기도 안성시 일죽면 방초리 *** ,***번지",408000003320050479,4080000,돼지,000,"경기도 안성시 일죽면 사실로 ***-** (,***번지)",,,03,폐업,,,
516,가축사육업,일죽양돈농장,2009-02-02,241985.433893996,400455.650814524,2026-04-28 22:00:56,I,0002,폐업,2009-02-19 11:25:10,,2005-04-20,0,456-914,경기도 안성시 일죽면 신흥리 ***-*,408000003320050476,4080000,돼지,000,경기도 안성시 일죽면 죽화로 ***,,,03,폐업,,,
2010,가축사육업,동성농장,2020-12-28,228011.590126444,388529.426697846,2026-04-28 22:01:10,I,0002,폐업,2020-12-28 13:52:56,,2010-04-16,0,456-861,경기도 안성시 금광면 내우리 ***-**,408000003320100027,4080000,오리,000,,,,03,폐업,,,
1675,가축사육업,준훈농장,,221380.614057558,392927.028041216,2026-04-28 22:01:08,I,0000,정상,2025-04-17 15:05:14,,2008-07-06,0,456-833,경기도 안성시 대덕면 모산리 ***-*,408000003320080201,4080000,한우,000,경기도 안성시 대덕면 배꽃길 ***,,,01,영업/정상,,,
2371,가축사육업,솔샘농장,,225083.952106838,394698.194239248,2026-04-28 22:01:12,I,0000,정상,2024-11-25 10:05:16,,2012-12-10,,456-871,경기도 안성시 보개면 적가리 ***-* 외 *필지(***-*),408000003320120096,4080000,육우,000,,,,01,영업/정상,,,
1124,가축사육업,태광농장,2011-11-15,228582.794146698,393109.8781308,2026-04-28 22:01:03,I,0002,폐업,2011-11-15 17:27:08,,2005-08-05,0,456-874,경기도 안성시 보개면 북좌리 ***,408000003320051083,4080000,돼지,000,경기도 안성시 보개면 보개산로 ***-**,,,03,폐업,,,
458,가축사육업,주협목장,,212041.441440463,385276.367334976,2026-04-28 22:00:55,I,0000,정상,2016-11-11 13:31:34,,2005-04-13,0,456-821,경기도 안성시 공도읍 중복리 ***-*,408000003320050418,4080000,젖소,000,경기도 안성시 공도읍 진건중길 ***-**,,,01,영업/정상,,,
2225,가축사육업,병현농장,2019-12-04,244559.702843253,400018.92381146,2026-04-28 22:01:11,I,0002,폐업,2019-12-05 12:53:37,,2011-09-06,,456-914,경기도 안성시 일죽면 당촌리 ***,408000003320110129,4080000,육우,000,경기도 안성시 일죽면 일죽당촌길 **-*,,,03,폐업,,,
1006,가축사육업,세광농장,2009-04-23,221377.884238468,383748.573556527,2026-04-28 22:01:01,I,0002,폐업,2009-04-23 13:09:41,,2005-07-07,0,456-844,경기도 안성시 미양면 양변리 ***,408000003320050965,4080000,육우,000,경기도 안성시 미양면 양변길 **,,,03,폐업,,,
831,가축사육업,해근농장,2014-12-10,226948.094158821,390975.830952418,2026-04-28 22:00:59,I,0002,폐업,2014-12-12 18:59:55,,2005-06-13,0,456-872,경기도 안성시 보개면 구사리 ***-*,408000003320050791,4080000,젖소,000,경기도 안성시 보개면 은행나무길 ***,,,03,폐업,,,
1574,가축사육업,마현농장,2022-12-02,228050.921690393,398600.338760859,2026-04-28 22:01:08,I,0002,폐업,2022-12-06 12:43:35,,2008-04-11,0,456-873,경기도 안성시 보개면 동평리 ***,408000003320080100,4080000,육우,000,경기도 안성시 보개면 동평길 **-*,,,03,폐업,,,
81,가축사육업,한진 농장,2022-08-08,,,2026-04-28 22:00:53,I,0002,폐업,2022-08-09 17:34:30,,2005-01-27,0,456-844,경기도 안성시 미양면 강덕리 ***-*,408000003320050041,4080000,육우,000,,,,03,폐업,,,
638,가축사육업,열심농장,2020-06-09,218158.516482622,387168.889562422,2026-04-28 22:00:57,I,0002,폐업,2020-06-09 20:53:51,,2005-05-12,0,456-831,경기도 안성시 대덕면 죽리 ***-*,408000003320050598,4080000,오리,000,경기도 안성시 대덕면 신두만곡로 ***-**,17547,,03,폐업,,,
2355,가축사육업,향정농장,,212576.7038656,385559.368375799,2026-04-28 22:01:12,I,0000,정상,2025-06-28 18:11:00,,2012-08-30,,456-821,"경기도 안성시 공도읍 중복리 **-* , **-*",408000003320120080,4080000,한우,000,경기도 안성시 공도읍 향정길 **,17565,,01,영업/정상,,,
2297,가축사육업,가라시니농장,2012-04-20,,,2026-04-28 22:01:11,I,0002,폐업,2012-04-20 10:23:02,,2012-02-27,,456-872,"경기도 안성시 보개면 양복리 ***-* 외(***,***-*,***-*,***,***-*)",408000003320120025,4080000,오리,000,,,,03,폐업,,,
2338,가축사육업,우일농장,2019-07-16,241162.432517505,400304.870239617,2026-04-28 22:01:12,I,0002,폐업,2019-07-17 10:23:34,,2012-05-23,,456-914,경기도 안성시 일죽면 화곡리 ***,408000003320120063,4080000,한우,000,경기도 안성시 일죽면 평촌길 ***,,,03,폐업,,,
1813,가축사육업,한선농장,2018-07-31,222415.087942541,401687.798064436,2026-04-28 22:01:09,I,0002,폐업,2018-07-31 14:41:09,,2009-02-13,0,456-932,경기도 안성시 양성면 미산리 ***,408000003320090045,4080000,육우,000,경기도 안성시 양성면 미리내성지로 ***-*,,,03,폐업,,,
1003,가축사육업,재성농장,2019-01-17,,,2026-04-28 22:01:01,I,0002,폐업,2019-01-17 19:47:28,,2005-07-07,0,456-842,경기도 안성시 미양면 고지리 산 **-*,408000003320050962,4080000,육계,000,,,,03,폐업,,,
201,가축사육업,감애농장,,240033.249022426,400889.948165695,2026-04-28 22:00:53,I,0000,정상,2018-06-29 09:15:56,,2005-03-16,0,456-914,경기도 안성시 일죽면 화곡리 산 **-*,408000003320050161,4080000,육우,000,,,,01,영업/정상,,,
576,가축사육업,영진농장,,217717.764427835,395682.315695295,2026-04-28 22:00:57,I,0000,정상,2024-09-12 09:30:18,,2005-05-03,0,456-934,경기도 안성시 양성면 석화리 *** (외*필지),408000003320050536,4080000,한우,000,"경기도 안성시 양성면 한내로 **-**, (외*필지)",17502,,01,영업/정상,,,
202,가축사육업,한웅농장,2016-11-24,240871.294554902,397335.584662701,2026-04-28 22:00:53,I,0002,폐업,2016-11-24 13:22:20,,2005-03-16,0,456-913,경기도 안성시 일죽면 장암리 ***,408000003320050162,4080000,한우,000,경기도 안성시 일죽면 장암초교길 ***-**,,,03,폐업,,,
2597,가축사육업,미소한우,,217395.861918169,386086.721353048,2026-04-28 22:01:13,I,0000,정상,2017-12-12 10:20:29,,2017-03-13,,,경기도 안성시 미양면 정동리 ***-*,408000003320170012,4080000,한우,L00,경기도 안성시 미양면 중앙배수*길 ***-**,17601,,01,영업/정상,,,
