사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상시설위치,시설명건물명,시설구분명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,해제일자,도로명주소,도로명우편번호,영업상태구분코드,영업상태명
레이크호텔,,208851.639893799,444965.4232772,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 석촌동 158번지,레이크호텔,공공용시설,2026-01-16 18:03:12,,2018-10-19,60,서울특별시 송파구 석촌동 158번지,3230000-E201800004,3230000,,"서울특별시 송파구 석촌호수로 216 (석촌동, 호텔레이크)",05610,01,영업/정상
글샘공원,,210699.195894233,441870.117961715,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 문정동 625번지,글샘공원,정부지원시설,2026-01-18 13:55:20,,2018-12-04,130,서울특별시 송파구 문정동 625번지,3230000-E201800008,3230000,,,,01,영업/정상
송파 헬리오시티 1호정(108동 지하 1층),,209412.197809542,443928.783342251,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 913 헬리오시티 1호공,송파 헬리오시티 1호정(108동 지하 1층),지자체시설,2026-01-18 14:11:45,,2019-02-11,250,서울특별시 송파구 가락동 913 헬리오시티 1호공,3230000-E201900001,3230000,,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",05698,01,영업/정상
송파 헬리오시티 2호정(112동 남측),,209412.197809542,443928.783342251,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 913 헬리오시티 2호정,송파 헬리오시티 2호정(112동 남측),지자체시설,2026-01-18 13:41:07,,2019-02-11,160,서울특별시 송파구 가락동 913 헬리오시티 2호정,3230000-E201900002,3230000,,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",05698,01,영업/정상
송파 헬리오시티 3호정(가락1동 주민센터 뒤),,209412.197809542,443928.783342251,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 913 헬리오시티 3호정,송파 헬리오시티 3호정(가락1동 주민센터 뒤),지자체시설,2026-01-18 14:07:15,,2019-02-11,170,서울특별시 송파구 가락동 913 헬리오시티 3호정,3230000-E201900003,3230000,,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",05698,01,영업/정상
송파 헬리오시티 4호정(책박물관 좌측 대각선),,209412.197809542,443928.783342251,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 913 헬리오시티 4호정,송파 헬리오시티 4호정(책박물관 좌측 대각선),지자체시설,2026-01-18 13:44:48,,2019-02-11,170,서울특별시 송파구 가락동 913 헬리오시티 4호정,3230000-E201900004,3230000,,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",05698,01,영업/정상
송파 헬리오시티 5호정(책박물관 우측 대각선),,209412.197809542,443928.783342251,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 913 헬리오시티 5호정,송파 헬리오시티 5호정(책박물관 우측 대각선),지자체시설,2026-01-18 13:47:04,,2019-02-11,250,서울특별시 송파구 가락동 913 헬리오시티 5호정,3230000-E201900005,3230000,,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",05698,01,영업/정상
송파 헬리오시티 6호정(102동 아래),,209412.197809542,443928.783342251,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 913 헬리오시티 6호정,송파 헬리오시티 6호정(102동 아래),지자체시설,2026-01-18 14:07:42,,2019-02-11,216,서울특별시 송파구 가락동 913 헬리오시티 6호정,3230000-E201900006,3230000,,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",05698,01,영업/정상
탄천하천부지(광평교 화장실),,209557.5423979,442943.928621865,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 616-1,탄천하천부지(광평교 화장실),공공용시설,2026-01-18 12:16:37,,2023-05-02,70,서울특별시 송파구 가락동 616-1,3230000-E202300001,3230000,,,,01,영업/정상
잠실유수지 화장실(탄천1교),,206968.417002934,444414.82179055,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 잠실동 351,잠실유수지 화장실(탄천1교),공공용시설,2026-01-16 15:34:24,,2025-12-01,42,서울특별시 송파구 잠실동 351,3230000-E202500001,3230000,,,,01,영업/정상
탄천유수지 화장실(탄천교),,208595.713646119,443810.085282548,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 513-1,탄천유수지 화장실(탄천교),공공용시설,2026-01-16 15:36:10,,2025-12-01,42,서울특별시 송파구 가락동 513-1,3230000-E202500002,3230000,,,,01,영업/정상
유성빌딩,,207014.321859086,445254.66421973,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 잠실동 194-1 유성빌딩,유성빌딩,공공용시설,2026-01-16 15:37:47,,2025-12-15,60,서울특별시 송파구 잠실동 194-1 유성빌딩,3230000-E202500003,3230000,,"서울특별시 송파구 백제고분로9길 9, 유성빌딩 (잠실동)",05561,01,영업/정상
벽제갈비,,211072.790796319,445338.363509595,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 방이동 205,벽제갈비,공공용시설,2026-01-16 15:39:11,,2025-12-16,45,서울특별시 송파구 방이동 205,3230000-E202500009,3230000,,서울특별시 송파구 양재대로71길 1-4 (방이동),05639,01,영업/정상
서일빌딩,,206968.768877487,445058.408143449,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 잠실동 222 (주)서일빌딩,서일빌딩,공공용시설,2026-01-16 15:40:46,,2025-12-17,45,서울특별시 송파구 잠실동 222 (주)서일빌딩,3230000-E202500010,3230000,,"서울특별시 송파구 백제고분로 101, (주)서일빌딩 (잠실동)",05570,01,영업/정상
현대빌라 5동,,213801.619024367,449396.497182536,2026-04-28 22:33:51,I,18,사용중,서울특별시 강동구 상일동 172번지,현대빌라 5동,공공용시설,2026-01-18 13:31:18,,1986-01-01,43,서울특별시 강동구 상일동 172번지,3240000-E198600001,3240000,,서울특별시 강동구 상암로 309 (상일동),,01,영업/정상
서경빌딩,,211847.651488479,447002.6061519,2026-04-28 22:33:52,I,18,사용중,서울특별시 강동구 성내동 439번지 13호,서경빌딩,공공용시설,2026-01-18 11:57:34,,2018-01-24,86,서울특별시 강동구 성내동 439번지 13호,3240000-E198700002,3240000,,서울특별시 강동구 양재대로 1329 (성내동),05405,01,영업/정상
삼성빌라 11동 앞,,213913.807978563,449385.615249391,2026-04-28 22:33:51,I,18,사용중,서울특별시 강동구 상일동 173번지,삼성빌라 11동 앞,공공용시설,2026-01-18 13:35:25,,1988-01-01,95,서울특별시 강동구 상일동 173번지,3240000-E198800001,3240000,,"서울특별시 강동구 상암로 325 (상일동, 삼성빌라)",05280,01,영업/정상
시각장애체육센터,,214866.322882804,449869.026666,2026-04-28 22:33:51,I,18,사용중,서울특별시 강동구 상일동 126번지,시각장애체육센터,공공용시설,2026-01-19 08:39:44,,1990-01-01,50,서울특별시 강동구 상일동 126번지,3240000-E199000002,3240000,,"서울특별시 강동구 구천면로 645 (상일동, 한국시각장애인복지관)",05275,01,영업/정상
삼성초등학교,,194717.198870119,440656.889284782,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 신림동 233번지 1호,삼성초등학교,지자체시설,2025-04-21 14:28:21,,1992-12-24,50,서울특별시 관악구 신림동 233번지 1호,3200000-E199200002,3200000,,"서울특별시 관악구 대학7길 52 (신림동, 서울삼성초등학교)",08816,01,영업/정상
조인세(가정용),,196002.975180235,441535.048327384,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 봉천동 1617번지 22호,조인세(가정용),공공용시설,2025-03-31 10:47:47,,1994-01-01,75,서울특별시 관악구 봉천동 1617번지 22호,3200000-E199400003,3200000,,서울특별시 관악구 관악로14가길 55-5 (봉천동),,01,영업/정상
영원목욕탕,,193817.548963749,442660.57353456,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 신림동 1419번지 16호,영원목욕탕,공공용시설,2023-11-20 09:32:21,,1995-01-01,63,서울특별시 관악구 신림동 1419번지 16호,3200000-E199500002,3200000,,서울특별시 관악구 남부순환로181길 34 (신림동),,01,영업/정상
주원빌딩(현구원),,194869.130624882,442200.103731229,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 봉천동 927번지 21호,주원빌딩(현구원),공공용시설,2025-02-25 18:12:41,,1995-01-01,90,서울특별시 관악구 봉천동 927번지 21호,3200000-E199500003,3200000,,서울특별시 관악구 남부순환로 1734 (봉천동),,01,영업/정상
신림현대종합상가(현대그린사우나),,193957.944323928,441437.774867372,2026-04-28 22:32:04,I,18,사용중,서울특별시 관악구 신림동 1694번지,신림현대종합상가(현대그린사우나),공공용시설,2019-02-16 15:24:18,,1995-01-01,56,서울특별시 관악구 신림동 1694번지,3200000-E199500004,3200000,,서울특별시 관악구 신림로29길 3-20 (신림동),,01,영업/정상
태영빌딩(고태종),,194395.571087735,441502.196997219,2026-04-28 22:32:04,I,18,사용중,서울특별시 관악구 신림동 96번지 3호,태영빌딩(고태종),공공용시설,2019-02-16 15:07:35,,1995-01-01,70,서울특별시 관악구 신림동 96번지 3호,3200000-E199500005,3200000,,서울특별시 관악구 신림로 206 (신림동),,01,영업/정상
낙성대 숲속공원,,196408.243607033,440998.752320624,2026-04-28 22:32:04,I,18,사용중,서울특별시 관악구 봉천동 산 228-2 낙성대동,낙성대 숲속공원,공공용시설,2024-01-09 13:30:06,,1995-06-20,85,서울특별시 관악구 봉천동 산 228-2 낙성대동,3200000-E199500006,3200000,,서울특별시 관악구 낙성대로 77 (봉천동),08799,01,영업/정상
신림현대아파트,,193957.944323928,441437.774867372,2026-04-28 22:32:03,I,18,사용중,서울특별시 관악구 신림동 1694번지,신림현대아파트,공공용시설,2025-03-31 11:07:49,,1997-11-25,90,서울특별시 관악구 신림동 1694번지,3200000-E199700003,3200000,,"서울특별시 관악구 신림로29길 8 (신림동, 신림현대아파트)",08845,01,영업/정상
동아사우나,,196501.159765837,441640.881044209,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 봉천동 1629번지 2호,동아사우나,공공용시설,2023-02-22 15:29:18,,1997-01-01,85,서울특별시 관악구 봉천동 1629번지 2호,3200000-E199700006,3200000,,서울특별시 관악구 봉천로 576 (봉천동),,01,영업/정상
신봉천주유소,,196245.625629954,441842.0875655,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 봉천동 1663번지 11호,신봉천주유소,공공용시설,2023-02-22 15:29:50,,1997-01-01,70,서울특별시 관악구 봉천동 1663번지 11호,3200000-E199700007,3200000,,서울특별시 관악구 남부순환로 1880 (봉천동),,01,영업/정상
서울순복음교회,,196380.664022353,441331.774432456,2026-04-28 22:32:04,I,18,사용중,서울특별시 관악구 봉천동 291번지 1호,서울순복음교회,공공용시설,2023-02-22 15:30:58,,1997-05-07,50,서울특별시 관악구 봉천동 291번지 1호,3200000-E199700008,3200000,,서울특별시 관악구 낙성대로3길 26 (봉천동),,01,영업/정상
청룡산입구 민방위비상급수시설,,195437.415044672,441337.247000715,2026-04-28 22:32:02,I,18,사용중,서울특별시 관악구 봉천동 산 175-36,청룡산입구 민방위비상급수시설,정부지원시설,2025-04-09 14:50:17,,1999-12-01,95,서울특별시 관악구 봉천동 산 175-36,3200000-E199900001,3200000,,서울특별시 관악구 관악로5길 91-39 (봉천동),08833,01,영업/정상
미성중학교 입구 민방위 비상급수시설,,194447.99801079,441124.360404131,2026-04-28 22:32:02,I,18,사용중,서울특별시 관악구 신림동 121번지 1호,미성중학교 입구 민방위 비상급수시설,정부지원시설,2025-04-09 14:20:10,,1999-12-01,150,서울특별시 관악구 신림동 121번지 1호,3200000-E199900002,3200000,,서울특별시 관악구 문성로16다길 30 (신림동),,01,영업/정상
SHOW모텔,,193868.491804878,442592.476350714,2026-04-28 22:32:03,I,18,사용중,서울특별시 관악구 신림동 1421번지 18호,SHOW모텔,공공용시설,2023-11-20 09:33:54,,2001-05-16,80,서울특별시 관악구 신림동 1421번지 18호,3200000-E200100001,3200000,,서울특별시 관악구 신림로66길 30 (신림동),,01,영업/정상
상록보육원,,197854.313569708,441291.685593809,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 남현동 1083번지 29호,상록보육원,공공용시설,2026-01-06 10:49:46,,2001-07-31,60,서울특별시 관악구 남현동 1083번지 29호,3200000-E200100003,3200000,,서울특별시 관악구 남현길 63 (남현동),,01,영업/정상
제2구민운동장,,194071.47273246,439595.014087964,2026-04-28 22:32:02,I,18,사용중,서울특별시 관악구 신림동 72번지 5호,제2구민운동장,공공용시설,2026-01-06 10:52:42,,2002-01-01,88,서울특별시 관악구 신림동 72번지 5호,3200000-E200200002,3200000,,서울특별시 관악구 약수암길 43-3 (신림동),,01,영업/정상
신본 경로문화센터,,194288.247639259,442275.642824498,2026-04-28 22:32:02,I,18,사용중,서울특별시 관악구 신림동 1510번지 5호,신본 경로문화센터,공공용시설,2025-03-31 11:32:15,,2002-01-01,100,서울특별시 관악구 신림동 1510번지 5호,3200000-E200200004,3200000,,서울특별시 관악구 남부순환로200다길 13 (신림동),08780,01,영업/정상
강남기업,,195417.846920211,442909.25577249,2026-04-28 22:32:03,I,18,사용중,서울특별시 관악구 봉천동 468번지 8호,강남기업,공공용시설,2021-10-27 13:10:52,,2002-01-01,65,서울특별시 관악구 봉천동 468번지 8호,3200000-E200200008,3200000,,서울특별시 관악구 은천로23길 42 (봉천동),,01,영업/정상
둔촌지하수,,213314.065608801,447477.826678048,2026-04-28 22:33:52,I,18,사용중,서울특별시 강동구 둔촌동 산 11번지 6호,둔촌지하수,공공용시설,2026-01-16 15:51:11,,1990-01-01,95,서울특별시 강동구 둔촌동 산 11번지 6호,3240000-E199000015,3240000,,,,01,영업/정상
명일동 신동아아파트,,213371.152528482,450173.900732264,2026-04-28 22:33:51,I,18,사용중,서울특별시 강동구 명일동 44번지,명일동 신동아아파트,공공용시설,2026-01-19 10:16:49,,1990-01-01,60,서울특별시 강동구 명일동 44번지,3240000-E199000018,3240000,,서울특별시 강동구 고덕로 240 (명일동),,01,영업/정상
한국시각장애인복지관,,214866.322882804,449869.026666,2026-04-28 22:33:51,I,18,사용중,서울특별시 강동구 상일동 126번지,한국시각장애인복지관,공공용시설,2026-01-19 08:37:05,,1991-01-01,50,서울특별시 강동구 상일동 126번지,3240000-E199100002,3240000,,"서울특별시 강동구 구천면로 645 (상일동, 한국시각장애인복지관)",05275,01,영업/정상
신생보훈빌라,,214493.200047648,449417.461546072,2026-04-28 22:33:51,I,18,사용중,서울특별시 강동구 상일동 180번지,신생보훈빌라,공공용시설,2026-01-19 08:48:02,,1991-01-01,43,서울특별시 강동구 상일동 180번지,3240000-E199100003,3240000,,서울특별시 강동구 상암로 375-18 (상일동),,01,영업/정상
