"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"5929","통신판매업","08_26_04_P","4520000","2026452038330200012","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","충청남도 아산시 탕정면 용두리 ***","충청남도 아산시 탕정면 이순신대로 ***, *동 ***호","31457","새벽인터내셔널 주식회사","2026-01-03 11:09:38","I","2026-01-05 00:20:02","종합몰","204640.565340069","366179.180158544","0","0","0","인터넷",
"5930","통신판매업","08_26_04_P","4520000","2026452038330200013","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","충청남도 아산시 둔포면 석곡리 ****","충청남도 아산시 둔포면 중앙공원로**번길 **-*, *층 ***호","31409","데일리픽(DAILYPICK)","2026-01-03 11:29:31","I","2026-01-05 00:20:02","종합몰 교육/도서/완구/오락 컴퓨터/사무용품","205260.68","379962.835","0","0","0","인터넷",
"5931","통신판매업","08_26_04_P","4520000","2026452038330200015","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","충청남도 아산시 배방읍 장재리 **** 용연마을휴먼시아*단지아파트","충청남도 아산시 배방읍 용연로 **, ***동 ****호 (용연마을휴먼시아*단지아파트)","31464","미소리빙","2026-01-03 11:59:18","I","2026-01-05 00:20:02","기타","207881.83599835","365843.888494367","0","0","0","인터넷",
"5932","통신판매업","08_26_04_P","3190000","2026319027130200003","2024-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 노량진동 ***-**","서울특별시 동작구 등용로**길 **, *층 (노량진동)","06927","스튜디오 시크릿","2026-01-03 13:55:53","I","2026-01-05 00:20:02","기타","194255.764129732","445616.358072381","0","0","0","인터넷",
"5933","통신판매업","08_26_04_P","3190000","2026319027130200004","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 신대방동 ***-** 롯데타워","서울특별시 동작구 보라매로*길 **, 지하*층 ***-**호 (신대방동, 롯데타워)","07071","더나음","2026-01-03 13:55:04","I","2026-01-05 00:20:02","종합몰","193140.052317678","443178.674686446","0","0","0","인터넷",
"5934","통신판매업","08_26_04_P","3190000","2026319027130200005","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 신대방동 *** 보라매자이 더 포레스트","서울특별시 동작구 여의대방로**길 ***, ***동 ****호 (신대방동, 보라매자이 더 포레스트)","07056","인피니셀 삼","2026-01-03 13:55:26","I","2026-01-05 00:20:02","종합몰","193394.538706062","444040.843567772","0","0","0","인터넷",
"5935","통신판매업","08_26_04_P","3190000","2026319027130200006","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)","06990","콩리스트","2026-01-03 13:55:40","I","2026-01-05 00:20:02","종합몰","197802.436613024","443049.214038897","0","0","0","인터넷",
"5936","통신판매업","08_26_04_P","3190000","2026319027130200007","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)","06990","더픽스나우샵","2026-01-03 13:56:18","I","2026-01-05 00:20:02","종합몰","197802.436613024","443049.214038897","0","0","0","인터넷",
"5937","통신판매업","08_26_04_P","3190000","2026319027130200008","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 신대방동 ***-**","서울특별시 동작구 여의대방로**길 ** (신대방동)","07059","꽃피오","2026-01-03 13:56:32","I","2026-01-05 00:20:02","기타","193253.592566665","443947.798007796","0","0","0","인터넷",
"5938","통신판매업","08_26_04_P","3190000","2026319027130200009","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 노량진동 ***-**","서울특별시 동작구 노량진로**길 ** (노량진동)","06923","지와이소프트웨어","2026-01-03 13:56:49","I","2026-01-05 00:20:02","교육/도서/완구/오락 컴퓨터/사무용품","194973.269695282","445479.202399585","0","0","0","인터넷",
"5939","통신판매업","08_26_04_P","3190000","2026319027130200010","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)","06990","홈앤바움","2026-01-03 13:57:15","I","2026-01-05 00:20:02","종합몰","197802.436613024","443049.214038897","0","0","0","인터넷",
"5940","통신판매업","08_26_04_P","3190000","2026319027130200011","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)","06990","초이셋(Choiset)","2026-01-03 13:57:30","I","2026-01-05 00:20:02","종합몰","197802.436613024","443049.214038897","0","0","0","인터넷",
"5941","통신판매업","08_26_04_P","3190000","2026319027130200012","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)","06990","안나마켓4","2026-01-03 13:57:43","I","2026-01-05 00:20:02","종합몰","197802.436613024","443049.214038897","0","0","0","인터넷",
"5942","통신판매업","08_26_04_P","3190000","2026319027130200013","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)","06990","투비005","2026-01-03 13:57:57","I","2026-01-05 00:20:02","종합몰","197802.436613024","443049.214038897","0","0","0","인터넷",
"5943","통신판매업","08_26_04_P","3190000","2026319027130200014","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 신대방동 ***-** 롯데타워","서울특별시 동작구 보라매로*길 **, 지하*층 ***-***호 (신대방동, 롯데타워)","07071","브이로이","2026-01-03 13:58:12","I","2026-01-05 00:20:02","종합몰","193140.052317678","443178.674686446","0","0","0","인터넷",
"5944","통신판매업","08_26_04_P","3190000","2026319027130200015","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 E***호 (사당동, 극동아파트)","06990","푸키하우스투투","2026-01-03 13:58:30","I","2026-01-05 00:20:02","의류/패션/잡화/뷰티","197802.436613024","443049.214038897","0","0","0","인터넷",
"5945","통신판매업","08_26_04_P","3190000","2026319027130200016","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 동작구 사당동 *** 극동아파트","서울특별시 동작구 동작대로**길 ***, 제***상가동 *층 ***호 B***호 (사당동, 극동아파트)","06990","콩스몰","2026-01-03 13:58:56","I","2026-01-05 00:20:02","종합몰","197802.436613024","443049.214038897","0","0","0","인터넷",
"5946","통신판매업","08_26_04_P","4050000","2026564001830200045","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 상현동 ****","경기도 용인시 수지구 광교마을로 **, 위너스타워 *층 B**호 (상현동)","16942","리강j","2026-01-03 13:40:04","I","2026-01-05 00:20:02","종합몰 가구/수납용품","206483.769695781","421765.128601503","0","0","0","인터넷",
"5947","통신판매업","08_26_04_P","4050000","2026564001830200046","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","그로썸","2026-01-03 13:45:56","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5948","통신판매업","08_26_04_P","4050000","2026564001830200047","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 죽전스카이프라자","경기도 용인시 수지구 현암로 ***, ***호 ******호 (죽전동, 죽전스카이프라자)","16880","라이너샵","2026-01-03 13:55:33","I","2026-01-05 00:20:02","종합몰","211077.285366824","425506.248650417","0","0","0","인터넷",
"5949","통신판매업","08_26_04_P","4050000","2026564001830200048","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 단국프라자","경기도 용인시 수지구 죽전로 ***, 단국프라자 *층 ***호 P**호 (죽전동)","16889","에이알씨글로벌","2026-01-03 14:15:26","I","2026-01-05 00:20:02","종합몰","211010.645990444","424901.537212703","0","0","0","인터넷",
"5950","통신판매업","08_26_04_P","4050000","2026564001830200049","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 건영타운","경기도 용인시 수지구 현암로 ***, 건영타운 *층 ***호 (죽전동)","16876","부리직구","2026-01-03 14:19:48","I","2026-01-05 00:20:02","종합몰","211121.410692837","425555.502838459","0","0","0","인터넷, 카다로그, 신문잡지, 기타",
"5951","통신판매업","08_26_04_P","4050000","2026564001830200050","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 제*층 제***호-B**호 (죽전동, 죽전퍼스트하임)","16872","루베샵","2026-01-03 14:24:14","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5952","통신판매업","08_26_04_P","4050000","2026564001830200051","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 풍덕천동 ***-* 한성아파트","경기도 용인시 수지구 문정로 **, ***동 ****호 (풍덕천동, 한성아파트)","16838","엘란(ELAN)","2026-01-03 14:28:24","I","2026-01-05 00:20:02","기타","208148.676208745","424758.7518365","0","0","0","기타",
"5953","통신판매업","08_26_04_P","4050000","2026564001830200052","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 상현동 ****","경기도 용인시 수지구 포은대로**번길 **, 지하*층 B***호 (상현동)","16864","에코어","2026-01-03 14:43:15","I","2026-01-05 00:20:02","종합몰","205623.536935743","422192.90406718","0","0","0","인터넷",
"5954","통신판매업","08_26_04_P","4050000","2026564001830200053","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","도깨비샵","2026-01-03 15:09:38","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5955","통신판매업","08_26_04_P","4050000","2026564001830200055","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 제*층 제***호 B***호 (죽전동, 죽전퍼스트하임)","16872","하리스토어 5","2026-01-03 15:19:41","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5956","통신판매업","08_26_04_P","4050000","2026564001830200056","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 상현동 *** 상현마을 금호베스트빌 *단지","경기도 용인시 수지구 상현로 **-**, ***동 ****호 (상현동, 상현마을 금호베스트빌 *단지)","16937","주식회사 조이앤맘","2026-01-03 15:24:42","I","2026-01-05 00:20:02","의류/패션/잡화/뷰티","207074.172325291","422615.896108972","0","0","0","인터넷",
"5957","통신판매업","08_26_04_P","4050000","2026564001830200057","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, *층 ***-C***호 (죽전동, 죽전퍼스트하임)","16872","이지플래너","2026-01-03 15:28:49","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5958","통신판매업","08_26_04_P","4050000","2026564001830200058","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","유리스리","2026-01-03 15:41:14","I","2026-01-05 00:20:02","종합몰 의류/패션/잡화/뷰티","210066.479871566","425304.139869458","0","0","0","인터넷",
"5959","통신판매업","08_26_04_P","4050000","2026564001830200059","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 풍덕천동 **** 샤르망오피스텔","경기도 용인시 수지구 포은대로 ***, 샤르망오피스텔 ***호 (풍덕천동)","16842","마다사","2026-01-03 15:45:05","I","2026-01-05 00:20:02","종합몰 교육/도서/완구/오락 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티","208459.561440001","424199.754520344","0","0","0","인터넷, 기타",
"5960","통신판매업","08_26_04_P","4050000","2026564001830200060","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 *호-C***호 (죽전동, 죽전퍼스트하임)","16872","바람결마켓","2026-01-03 15:52:55","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5961","통신판매업","08_26_04_P","4050000","2026564001830200061","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","노쿠","2026-01-03 15:57:55","I","2026-01-05 00:20:02","의류/패션/잡화/뷰티","210066.479871566","425304.139869458","0","0","0","인터넷",
"5962","통신판매업","08_26_04_P","4050000","2026564001830200062","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 세종프라자","경기도 용인시 수지구 현암로 ***, 세종프라자 *층 ***-J**호 (죽전동)","16880","모던뉴브","2026-01-03 16:06:58","I","2026-01-05 00:20:02","종합몰","210956.34433362","425506.249422966","0","0","0","인터넷",
"5963","통신판매업","08_26_04_P","4050000","2026564001830200064","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 건영타운","경기도 용인시 수지구 현암로 ***, 건영타운 *층 ***-C***호 (죽전동)","16876","오늘의픽","2026-01-03 16:29:37","I","2026-01-05 00:20:02","종합몰","211121.410692837","425555.502838459","0","0","0","인터넷",
"5964","통신판매업","08_26_04_P","4050000","2026564001830200065","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 세종프라자","경기도 용인시 수지구 현암로 ***, 세종프라자 *층 ***호 J**호 (죽전동)","16880","쥐알(GR)트레이딩","2026-01-03 16:51:30","I","2026-01-05 00:20:02","종합몰","210956.34433362","425506.249422966","0","0","0","인터넷",
"5965","통신판매업","08_26_04_P","4050000","2026564001830200066","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ****-* 건영타운","경기도 용인시 수지구 현암로 ***, 건영타운 *층 ***호 C***호 (죽전동)","16876","앵두빛코콤","2026-01-03 16:57:04","I","2026-01-05 00:20:02","종합몰","211121.410692837","425555.502838459","0","0","0","인터넷",
"5966","통신판매업","08_26_04_P","4050000","2026564001830200067","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 ***-*","경기도 용인시 수지구 대지로 **, *층 ***호 (죽전동)","16873","원픽마켓","2026-01-03 17:01:26","I","2026-01-05 00:20:02","가구/수납용품","210009.059030465","425096.423013189","0","0","0","인터넷",
"5967","통신판매업","08_26_04_P","4050000","2026564001830200068","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","오주","2026-01-03 17:14:49","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5968","통신판매업","08_26_04_P","4050000","2026564001830200069","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","위드패밀리","2026-01-03 17:19:19","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5969","통신판매업","08_26_04_P","4050000","2026564001830200070","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","에이노스피아04","2026-01-03 17:24:53","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5970","통신판매업","08_26_04_P","4050000","2026564001830200071","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, *층 ***호 B***호 (죽전동, 죽전퍼스트하임)","16872","매니판다","2026-01-03 17:29:11","I","2026-01-05 00:20:02","가구/수납용품","210066.479871566","425304.139869458","0","0","0","인터넷",
"5971","통신판매업","08_26_04_P","4050000","2026564001830200072","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임","경기도 용인시 수지구 대지로 **, 상가동 *층 ***호 C***호 (죽전동, 죽전퍼스트하임)","16872","에프런퓨처","2026-01-03 17:36:46","I","2026-01-05 00:20:02","종합몰","210066.479871566","425304.139869458","0","0","0","인터넷",
"5972","통신판매업","08_26_04_P","3930000","2026393048230200013","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 안산시 단원구 원곡동 ***-* ***호","경기도 안산시 단원구 원일*길 **, ***호 (원곡동)","15391","해바라기","2026-01-03 23:19:27","I","2026-01-05 00:20:02","종합몰","181715.582702505","425094.605614381","0","0","0","인터넷",
"5973","통신판매업","08_26_04_P","3930000","2026393048230200014","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 안산시 단원구 선부동 ****-* 갤러리아포레 ***호","경기도 안산시 단원구 석수로*길 **, ***호 (선부동, 갤러리아포레)","15221","샤샤리빙백화점(Sa&Sa Living)","2026-01-03 23:40:43","I","2026-01-05 00:20:02","종합몰","182629.405177721","426839.0146487","0","0","0","인터넷",
"5974","통신판매업","08_26_04_P","3620000","2026362026130200005","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","광주광역시 북구 대촌동 ***-**","광주광역시 북구 첨단벤처로**번길 **, *층 (대촌동)","61009","주식회사 청이음","2026-01-03 15:58:12","I","2026-01-05 00:20:02","종합몰","187163.561158329","191560.649899593","0","0","0","인터넷",
"5975","통신판매업","08_26_04_P","3620000","2026362026130200006","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","광주광역시 북구 연제동 **** 힐스테이트 연제","광주광역시 북구 양일*로 **, ***동 ****호 (연제동, 힐스테이트 연제)","61092","아온몰","2026-01-03 15:58:25","I","2026-01-05 00:20:02","종합몰","188116.814427781","188344.221620363","0","0","0","인터넷",
"5976","통신판매업","08_26_04_P","3620000","2026362026130200007","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","광주광역시 북구 동림동 **-** 유일가든아파트","광주광역시 북구 북문대로***번길 **, ***동 ***호 (동림동, 유일가든아파트)","61265","양생스토어","2026-01-03 15:58:38","I","2026-01-05 00:20:02","건강/식품","187448.445593067","187391.613036265","0","0","0","인터넷",
"5977","통신판매업","08_26_04_P","3620000","2026362026130200008","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","광주광역시 북구 용봉동 **** 중흥아파트","광주광역시 북구 비엔날레로 ***, ***동 ***호 (용봉동, 중흥아파트)","61108","울리","2026-01-03 15:58:50","I","2026-01-05 00:20:02","교육/도서/완구/오락","189820.523058758","186908.135315726","0","0","0","인터넷",
"5978","통신판매업","08_26_04_P","3520000","2026352023330200056","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","인천광역시 연수구 동춘동 *** 현대아파트","인천광역시 연수구 원인재로 **, ***동 ***호 (동춘동, 현대아파트)","21976","제페토스토어","2026-01-03 16:18:57","I","2026-01-05 00:20:02","종합몰","171265.157225627","433510.506110427","0","0","0","인터넷",
"5979","통신판매업","08_26_04_P","3450000","2026345018930200008","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 북구 칠성동*가 *-* 침산*차푸르지오","대구광역시 북구 침산로**길 **, ***동 **층 ****호 (칠성동*가, 침산*차푸르지오)","41593","메종드퍼즈","2026-01-03 15:09:17","I","2026-01-05 00:20:02","의류/패션/잡화/뷰티","343318.955676373","266167.784875118","0","0","0","인터넷",
"5980","통신판매업","08_26_04_P","3450000","2026345018930200009","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 북구 산격동 ****-* 동양그랜드빌라","대구광역시 북구 산격로**길 **, *층 ***호 (산격동, 동양그랜드빌라)","41534","너담(Neodam)","2026-01-03 15:23:44","I","2026-01-05 00:20:02","기타","344511.185058656","267534.752106396","0","0","0","인터넷",
"5981","통신판매업","08_26_04_P","3450000","2026345018930200010","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 북구 복현동 ***-* 태왕아너스복현","대구광역시 북구 복현로 ***, ***동 ***호 (복현동, 태왕아너스복현)","41525","마켓원쓰","2026-01-03 15:33:43","I","2026-01-05 00:20:02","종합몰","346227.107421286","267769.740385075","0","0","0","인터넷",
"5982","통신판매업","08_26_04_P","3450000","2026345018930200011","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 북구 동천동 *** 칠곡네스빌","대구광역시 북구 동천로 ***, ***동 ***호 (동천동, 칠곡네스빌)","41421","하루스토어","2026-01-03 15:41:53","I","2026-01-05 00:20:02","종합몰","340688.284547525","272811.524446301","0","0","0","인터넷",
"5983","통신판매업","08_26_04_P","3450000","2026345018930200012","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 북구 동천동 ***-*","대구광역시 북구 동천로 ***-* (동천동)","41423","쁘띠누아","2026-01-03 15:51:49","I","2026-01-05 00:20:02","건강/식품","340679.833229179","272555.438492617","0","0","0","인터넷",
"5984","통신판매업","08_26_04_P","3450000","2026345018930200013","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 북구 구암동 *** 그린빌*차","대구광역시 북구 구암서로 **, ***동 ***호 (구암동, 그린빌*차)","41424","윰제컴퍼니","2026-01-03 16:15:19","I","2026-01-05 00:20:02","종합몰","341330.8901934","272473.059667307","0","0","0","기타",
"5985","통신판매업","08_26_04_P","3450000","2026345018930200014","2026-01-03","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 북구 복현동 ** 대구복현 행복주택","대구광역시 북구 복현로**길 *, ***동 ***호 (복현동, 대구복현 행복주택)","41522","아자스","2026-01-03 16:32:04","I","2026-01-05 00:20:02","종합몰 의류/패션/잡화/뷰티 레져/여행/공연","346189.209642556","268341.725892251","0","0","0","인터넷",
"5986","통신판매업","08_26_04_P","4691000","2026469107630200001","2026-01-02","","01","영업/정상","01","정상영업","","","","","063-531-7749","","","전북특별자치도 정읍시 상동 ***-** ***동 ***호","전북특별자치도 정읍시 상사*길 **, ***동 ***호 (상동, 엘지아파트)","56188","이든헬스케어","2026-01-03 14:55:36","I","2026-01-05 00:20:02","종합몰","187802.504001498","229049.866431961","0","0","0","인터넷",
"5987","통신판매업","08_26_04_P","4691000","2026469107630200002","2026-01-02","","01","영업/정상","01","정상영업","","","","","","","","전북특별자치도 정읍시 수성동 *** ***동 ***호","전북특별자치도 정읍시 수성택지*길 **, ***동 ***호 (수성동, 부영*차 아파트)","56178","민나(Mean Na)","2026-01-03 14:56:08","I","2026-01-05 00:20:02","의류/패션/잡화/뷰티","186965.372379156","230839.318095476","0","0","0","인터넷",
"5988","통신판매업","08_26_04_P","3130000","2026313027830200039","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 신수동 *** 밤섬경남아너스빌 ***동 b***-***호","서울특별시 마포구 독막로**길 **, ***동 b***-***호 (신수동, 밤섬경남아너스빌)","04089","살러스","2026-01-03 13:43:35","I","2026-01-05 00:20:02","의류/패션/잡화/뷰티","194301.304865904","449388.053900946","0","0","0","인터넷",
"5989","통신판매업","08_26_04_P","3130000","2026313027830200040","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 성산동 ***-* 마포중앙도서관 B*-*호 모닝글로리","서울특별시 마포구 성산로 ***, 마포중앙도서관 모닝글로리 지*층 *호 (성산동)","03965","모닝글로리 마포중앙도서관점","2026-01-03 13:47:20","I","2026-01-05 00:20:02","종합몰 교육/도서/완구/오락 컴퓨터/사무용품","191843.829548101","451282.5581689","0","0","0","인터넷",
"5990","통신판매업","08_26_04_P","3130000","2026313027830200041","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 서교동 *** 서교동 대우미래사랑 ****호","서울특별시 마포구 월드컵북로*나길 **, ****호 (서교동, 서교동 대우미래사랑)","04002","권피스","2026-01-03 13:50:05","I","2026-01-05 00:20:02","종합몰","192577.990805265","450569.670545853","0","0","0","인터넷",
"5991","통신판매업","08_26_04_P","3130000","2026313027830200042","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 상수동 ***-* BR엘리텔 ***호","서울특별시 마포구 독막로**길 **, BR엘리텔 ***호 (상수동)","04068","티이티이","2026-01-03 13:53:55","I","2026-01-05 00:20:02","종합몰","193286.152946388","449527.466294041","0","0","0","인터넷",
"5992","통신판매업","08_26_04_P","3130000","2026313027830200043","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 성산동 ***-** 정운빌라 ***호","서울특별시 마포구 새터산*길 **, ***호 (성산동, 정운빌라)","03939","사유생활건강","2026-01-03 13:56:37","I","2026-01-05 00:20:02","종합몰","191578.430072566","451455.452512326","0","0","0","인터넷",
"5993","통신판매업","08_26_04_P","3130000","2026313027830200044","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 서교동 ***-** H 스퀘어 ***호","서울특별시 마포구 양화로 **, H 스퀘어 ***호 (서교동)","04034","주식회사 네로","2026-01-03 14:02:58","I","2026-01-05 00:20:02","의류/패션/잡화/뷰티","192565.856894657","449977.778211886","0","0","0","인터넷",
"5994","통신판매업","08_26_04_P","3130000","2026313027830200045","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 상암동 **** *층","서울특별시 마포구 성암로**길 **, *층 (상암동)","03930","온유어프린터","2026-01-03 14:05:56","I","2026-01-05 00:20:02","가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 자동차/자동차용품 기타","190877.746293711","452646.57428749","0","0","0","인터넷, 기타",
"5995","통신판매업","08_26_04_P","3130000","2026313027830200046","2026-01-05","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 마포구 성산동 ***-* 금창타워 ***호","서울특별시 마포구 성암로 **, 금창타워 ***호 (성산동)","03951","사월의살구","2026-01-03 14:10:44","I","2026-01-05 00:20:02","종합몰","192374.014176709","451779.317079694","0","0","0","인터넷",
