"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"3526","일반음식점","07_24_04_P","4050000","5640000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","031 2663331","44.40","448-833","경기도 용인시 수지구 신봉동 39 에덴파크2 109호","경기도 용인시 수지구 신봉2로 5, 에덴파크2 1층 109호 (신봉동)","16815","본죽 앤 비빔밥 (수지 신봉점)","2026-01-05 13:39:52","I","2026-01-07 00:20:36","한식","206787.349192662","424624.161666433","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","44.4","","","",
"3527","일반음식점","07_24_04_P","4791000","4791000-101-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","163.52","","전북특별자치도 부안군 동진면 내기리 316-3 평화가든","전북특별자치도 부안군 동진면 고마제로 81, 평화가든","56303","카페고마제","2026-01-05 10:31:41","I","2026-01-07 00:20:36","기타","178036.560123345","248571.508231294","기타","0","0","","","","0","0","0","0","0","","0","0","N","163.52","","","",
"3528","일반음식점","07_24_04_P","3200000","3200000-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","","8.00","151-871","서울특별시 관악구 신림동 495-52","서울특별시 관악구 신사로14길 33, 1층 (신림동)","08702","선녀와 나무꾼 분식","2026-01-05 14:37:54","I","2026-01-07 00:20:36","분식","192561.307045857","442782.045085669","분식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","8","","","",
"3529","일반음식점","07_24_04_P","3200000","3200000-101-2026-00006","2026-01-05","","01","영업/정상","01","영업","","","","","","112.68","151-015","서울특별시 관악구 신림동 산 56-1 서울대학교","서울특별시 관악구 관악로 1, 서울대학교 대림국제관 지하1층 B105호 (신림동)","08826","몽뜨레셰프 서울대본점","2026-01-05 17:18:01","I","2026-01-07 00:20:36","외국음식전문점(인도,태국등)","196139.864969792","439023.167125842","외국음식전문점(인도,태국등)","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","112.68","","","",
"3530","일반음식점","07_24_04_P","3220000","3220000-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","68.50","135-943","서울특별시 강남구 일원동 624-4 가야빌딩","서울특별시 강남구 개포로 646, 가야빌딩 지상1층 101호 (일원동)","06339","명품 순대국밥","2026-01-05 09:55:28","I","2026-01-07 00:20:36","한식","207315.645508252","443614.323088317","한식","0","0","","","","0","0","0","0","0","","0","0","N","68.5","","","",
"3531","일반음식점","07_24_04_P","3220000","3220000-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","02  34460541","34.20","135-893","서울특별시 강남구 신사동 602","서울특별시 강남구 압구정로30길 45, 1층 일부호 (신사동)","06022","씨네 라운지(CINE LOUNGE)","2026-01-05 10:49:45","I","2026-01-07 00:20:36","기타","202530.184769156","446900.961207356","기타","0","0","","","","0","0","0","0","0","","0","0","N","34.2","","","",
"3532","일반음식점","07_24_04_P","3220000","3220000-101-2026-00006","2026-01-05","","01","영업/정상","01","영업","","","","","","60.00","135-830","서울특별시 강남구 논현동 242-16","서울특별시 강남구 선릉로129길 9-6, 지하1층 (논현동)","06099","쎄쎄쎄푸드빌리지","2026-01-05 12:05:44","I","2026-01-07 00:20:36","한식","203534.021386273","445959.350916264","한식","0","0","","","","0","0","0","0","0","","0","0","N","60","","","",
"3533","일반음식점","07_24_04_P","3220000","3220000-101-2026-00007","2026-01-05","","01","영업/정상","01","영업","","","","","","69.56","135-893","서울특별시 강남구 신사동 589-8","서울특별시 강남구 도산대로33길 16, 1층 (신사동)","06025","핀덴(Finden)압구정","2026-01-05 12:49:19","I","2026-01-07 00:20:36","기타","202584.716699634","446601.086186573","기타","0","0","","","","0","0","0","0","0","","0","0","N","69.56","","","",
"3534","일반음식점","07_24_04_P","3220000","3220000-101-2026-00008","2026-01-05","","01","영업/정상","01","영업","","","","","","136.00","135-822","서울특별시 강남구 논현동 141-6","서울특별시 강남구 학동로2길 17, 1층 (논현동)","06110","논현바다","2026-01-05 13:24:27","I","2026-01-07 00:20:36","기타","201952.221585716","445336.755589608","기타","0","0","","","","0","0","0","0","0","","0","0","N","136","","","",
"3535","일반음식점","07_24_04_P","3220000","3220000-101-2026-00010","2026-01-05","","01","영업/정상","01","영업","","","","","","","135-902","서울특별시 강남구 압구정동 494 갤러리아백화점","서울특별시 강남구 압구정로 343, 갤러리아 명품관WEST 지하1층 농가의 식탁 (압구정동)","06008","농가의 식탁(한시적)","2026-01-05 17:00:02","I","2026-01-07 00:20:36","기타","203470.848439305","447369.579851952","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3536","일반음식점","07_24_04_P","3210000","3210000-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","","165.00","137-888","서울특별시 서초구 양재동 15-22 양재정연빌딩 1,2층","서울특별시 서초구 강남대로30길 12, 양재정연빌딩 1,2층 (양재동)","06744","박고볼래","2026-01-05 12:06:51","I","2026-01-07 00:20:36","한식","203285.251465808","442173.676787577","한식","0","0","","","","0","0","0","0","0","","0","0","N","165","","","",
"3537","일반음식점","07_24_04_P","3210000","3210000-101-2026-00006","2026-01-05","","01","영업/정상","01","영업","","","","","","113.20","137-818","서울특별시 서초구 방배동 448-22 1층","서울특별시 서초구 방배천로2길 39, 1층 (방배동)","06693","단막 사당점","2026-01-05 13:02:48","I","2026-01-07 00:20:36","한식","198602.610818694","441635.368172164","한식","0","0","","","","0","0","0","0","0","","0","0","N","113.2","","","",
"3538","일반음식점","07_24_04_P","3210000","3210000-101-2026-00007","2026-01-05","","01","영업/정상","01","영업","","","","","","","137-908","서울특별시 서초구 잠원동 70-1 킴스클럽 지하1층","서울특별시 서초구 잠원로 69, 킴스클럽 지하1층 (잠원동)","06511","부산대원어묵","2026-01-05 13:09:05","I","2026-01-07 00:20:36","기타","200538.827495706","445335.667245506","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3539","일반음식점","07_24_04_P","3010000","3010000-101-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","3.30","100-070","서울특별시 중구 소공동 1 롯데백화점 본점","서울특별시 중구 남대문로 81, 롯데백화점 본점 지하1층 (소공동)","04533","노리","2026-01-05 08:58:18","I","2026-01-07 00:20:36","기타","198259.65357739","451392.198218657","기타","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"3540","일반음식점","07_24_04_P","5480000","5480000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","58.00","678-804","경상남도 합천군 합천읍 합천리 461-61","경상남도 합천군 합천읍 충효로 98","50232","미정식당","2026-01-05 14:41:53","I","2026-01-07 00:20:36","한식","305227.90563748","230526.77099112","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","58","","","",
"3541","일반음식점","07_24_04_P","3510500","3510500-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","","","인천광역시 미추홀구 관교동 15 인천종합터미널,롯데백화점","인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 지하1층 (관교동)","22242","부산대원어묵","2026-01-05 10:50:42","I","2026-01-07 00:20:36","기타","173499.267314606","437739.32138498","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3542","일반음식점","07_24_04_P","3510500","3510500-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","","37.14","","인천광역시 미추홀구 용현동 628-19","인천광역시 미추홀구 토금북로 12, 1층 좌측호 (용현동)","22186","오성팔복반점(미추홀점)","2026-01-05 14:31:09","I","2026-01-07 00:20:36","중국식","167702.188709185","439272.443143017","중국식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","37.14","","","",
"3543","일반음식점","07_24_04_P","5070000","5070000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","054 8538128","158.40","760-310","경상북도 안동시 옥동 985-1","경상북도 안동시 옥동1길 55-6, 1층 (옥동)","36664","장성 면옥","2026-01-05 13:11:22","I","2026-01-07 00:20:36","한식","352276.374019967","341159.563853316","한식","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","158.4","","","",
"3544","일반음식점","07_24_04_P","5070000","5070000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","054 8420890","168.00","760-804","경상북도 안동시 풍산읍 죽전리 323-2","경상북도 안동시 풍산읍 죽전길 189, 2층","36620","국보가마솥해장국","2026-01-05 14:55:37","I","2026-01-07 00:20:36","한식","343278.165930445","345681.815103582","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","168","","","",
"3545","일반음식점","07_24_04_P","3230000","3230000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","90.00","138-848","서울특별시 송파구 송파동 21 송파빌딩","서울특별시 송파구 백제고분로41길 8, 송파빌딩 1층 102호 (송파동)","05621","역전할머니맥주 서울 송리단길 석촌역점","2026-01-05 10:56:36","I","2026-01-07 00:20:36","호프/통닭","209528.931551692","444981.698723883","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","90","","","",
"3546","일반음식점","07_24_04_P","3230000","3230000-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","160.38","138-834","서울특별시 송파구 방이동 186-16","서울특별시 송파구 위례성대로18길 9, 1층 (방이동)","05638","바당실비","2026-01-05 11:54:33","I","2026-01-07 00:20:36","일식","211083.475","445463.95","일식","0","0","","","","0","0","0","0","0","","0","0","N","160.38","","","",
"3547","일반음식점","07_24_04_P","3300000","3300000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","28.21","607-809","부산광역시 동래구 명장동 132-4","부산광역시 동래구 명안로85번길 5, 1층 일부호 (명장동)","47773","소리벗고 고기질러 부산명장점","2026-01-05 16:56:01","I","2026-01-07 00:20:36","한식","391545.912426276","191449.970235391","한식","0","0","","","","0","0","0","0","0","","0","0","N","28.21","","","",
"3548","일반음식점","07_24_04_P","5020000","5030000-101-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","23.06","790-824","경상북도 포항시 남구 대도동 649 대도상가종합시장 나동 102,1호","경상북도 포항시 남구 상공로18번길 34, 대도상가종합시장 나동 1층 102,103호 (대도동)","37831","돼지국밥","2026-01-05 16:35:52","I","2026-01-07 00:20:36","한식","412658.135438958","281504.196099474","한식","0","0","","","","0","0","0","0","0","","0","0","N","23.06","","","",
"3549","일반음식점","07_24_04_P","3630000","3630000-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","49.55","506-304","광주광역시 광산구 수완동 1082 삼광빌딩","광주광역시 광산구 장신로 133, 삼광빌딩 1층 (수완동)","62247","면식당 광주수완지구점","2026-01-05 10:16:03","I","2026-01-07 00:20:36","한식","183969.090241603","187996.683682434","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","49.55","","","",
"3550","일반음식점","07_24_04_P","3630000","3630000-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","","33.00","506-841","광주광역시 광산구 신창동 1242-1 1층","광주광역시 광산구 신창로106번길 31-17, 1층 (신창동)","62252","린아","2026-01-05 10:27:01","I","2026-01-07 00:20:36","기타","185337.517650508","188451.105932356","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","33","","","",
"3551","일반음식점","07_24_04_P","3630000","3630000-101-2026-00006","2026-01-05","","01","영업/정상","01","영업","","","","","","36.20","506-100","광주광역시 광산구 선암동 652 1층","광주광역시 광산구 선운로20번길 34-1, 1층 (선암동)","62402","뉴요커피자 광주선운점","2026-01-05 10:31:46","I","2026-01-07 00:20:36","경양식","179368.207324353","183110.9292956","경양식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","36.2","","","",
"3552","일반음식점","07_24_04_P","3630000","3630000-101-2026-00007","2026-01-05","","01","영업/정상","01","영업","","","","","","91.35","506-304","광주광역시 광산구 수완동 670-2","광주광역시 광산구 임방울대로 506, 1층 (수완동)","62245","주식회사 해정옥전주콩나물국밥 광주수완점","2026-01-05 10:34:11","I","2026-01-07 00:20:36","한식","183591.250111861","189473.633711417","한식","0","0","","","","0","0","0","0","0","","0","0","N","91.35","","","",
"3553","일반음식점","07_24_04_P","3630000","3630000-101-2026-00008","2026-01-05","","01","영업/정상","01","영업","","","","","","32.22","506-822","광주광역시 광산구 월계동 809-6","광주광역시 광산구 첨단내촌로57번길 23, 1층 (월계동)","62265","은주네반찬","2026-01-05 13:25:33","I","2026-01-07 00:20:36","한식","184993.100676952","190238.884248424","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","32.22","","","",
"3554","일반음식점","07_24_04_P","3630000","3630000-101-2026-00009","2026-01-05","","01","영업/정상","01","영업","","","","","","538.80","506-100","광주광역시 광산구 선암동 418-1 1,2층","광주광역시 광산구 어등대로449번길 80-1, 1,2층 (선암동)","62397","온담","2026-01-05 16:41:28","I","2026-01-07 00:20:36","한식","179101.34933955","183883.120395181","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","538.8","","","",
"3555","일반음식점","07_24_04_P","3020000","3020000-101-2026-00006","2026-01-05","","01","영업/정상","01","영업","","","","","","107.08","140-861","서울특별시 용산구 이태원동 416-1","서울특별시 용산구 녹사평대로 210-7, 1층 (이태원동)","04345","라비노말","2026-01-05 14:31:42","I","2026-01-07 00:20:36","기타","198819.610641887","448251.701176455","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","107.08","","","",
"3556","일반음식점","07_24_04_P","5680000","5680000-101-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","103.89","343-827","충청남도 당진시 송악읍 복운리 1-218","충청남도 당진시 송악읍 구래2길 19-7, 107호","31722","육수당 송악점","2026-01-05 13:30:31","I","2026-01-07 00:20:36","한식","181292.492933643","382133.840967378","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","103.89","","","",
"3557","일반음식점","07_24_04_P","5680000","5680000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","200.12","343-907","충청남도 당진시 합덕읍 운산리 290-11","충청남도 당진시 합덕읍 합덕시장로 214-10, 2층","31812","랄리구라스 레스토랑(Laliguras Restaurant)","2026-01-05 16:32:39","I","2026-01-07 00:20:36","외국음식전문점(인도,태국등)","179935.427049605","367610.383105533","외국음식전문점(인도,태국등)","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","200.12","","","",
"3558","일반음식점","07_24_04_P","5680000","5680000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","66.00","343-925","충청남도 당진시 읍내동 1279","충청남도 당진시 무수동옛길 70-2 (읍내동)","31776","토핑몬스터피자 당진점","2026-01-05 16:16:55","I","2026-01-07 00:20:36","경양식","167450.028127814","376573.875124094","경양식","0","0","","","","0","0","0","0","0","","0","0","N","66","","","",
"3559","일반음식점","07_24_04_P","5700000","5700000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","47.30","469-884","경기도 여주시 가남읍 태평리 268-23","경기도 여주시 가남읍 경충대로 1408, 1동","12662","오브로","2026-01-05 15:31:51","I","2026-01-07 00:20:36","한식","248018.272684493","412526.269758579","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","47.3","","","",
"3560","일반음식점","07_24_04_P","4000000","4000000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","41.40","447-320","경기도 오산시 고현동 12 나동 115호","경기도 오산시 동부대로 332-13, 나동 1층 115호 (고현동)","18151","정든닭발오산점","2026-01-05 16:58:06","I","2026-01-07 00:20:36","한식","206980.535244214","403378.747494224","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","41.4","","","",
"3561","일반음식점","07_24_04_P","4060000","4060000-101-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","031 957 2333","228.48","413-835","경기도 파주시 동패동 645-28","경기도 파주시 교하로 565, 1동 3층 (동패동)","10883","구대삼","2026-01-05 09:40:08","I","2026-01-07 00:20:36","식육(숯불구이)","174923.028133137","467158.039090514","식육(숯불구이)","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","228.48","","","",
"3562","일반음식점","07_24_04_P","3410000","3410000-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","","","700-082","대구광역시 중구 계산동2가 0200 현대백화점 지하1층","대구광역시 중구 달구벌대로 2077, 현대백화점 지하1층 (계산동2가)","41936","농가의식탁","2026-01-05 13:07:52","I","2026-01-07 00:20:36","기타","343588.735554802","264119.010750105","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3563","일반음식점","07_24_04_P","3230000","3230000-101-2026-00006","2026-01-05","","01","영업/정상","01","영업","","","","","","32.76","138-829","서울특별시 송파구 방이동 89-11 올림픽프라자","서울특별시 송파구 양재대로 1222, 올림픽선수기자촌아파트 중심상가 1층 208호 (방이동)","05648","카페 요아정 올림픽공원역점","2026-01-05 13:20:10","I","2026-01-07 00:20:36","기타","211619.368009793","445963.384875409","기타","0","0","","","","0","0","0","0","0","","0","0","N","32.76","","","",
"3564","일반음식점","07_24_04_P","3230000","3230000-101-2026-00007","2026-01-05","","01","영업/정상","01","영업","","","","","","124.14","138-130","서울특별시 송파구 오금동 618-1 퍼스트 스퀘어","서울특별시 송파구 동남로29길 8-10, 퍼스트 스퀘어 1층 105호 일부,106호 일부,107호 (오금동)","05721","고깃집(금산미트)","2026-01-05 15:02:42","I","2026-01-07 00:20:36","식육(숯불구이)","212184.107844384","444850.86782711","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","124.14","","","",
"3565","일반음식점","07_24_04_P","3630000","3630000-101-2026-00010","2026-01-05","","01","영업/정상","01","영업","","","","","","45.36","506-304","광주광역시 광산구 수완동 1418","광주광역시 광산구 임방울대로 325, 4층 (수완동)","62306","한결도시락","2026-01-05 16:58:28","I","2026-01-07 00:20:36","한식","183798.121802731","187785.769926526","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","45.36","","","",
"3566","일반음식점","07_24_04_P","4060000","4060000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","56.57","413-120","경기도 파주시 문발동 562-2 토우","경기도 파주시 숲속노을로 265, 토우 1층 103호 (문발동)","10884","오노(ONO)","2026-01-05 10:18:20","I","2026-01-07 00:20:36","기타","174469.103738502","469112.555311476","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","56.57","","","",
"3567","일반음식점","07_24_04_P","3700000","3700000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","0.00","680-800","울산광역시 남구 달동 128-7","울산광역시 남구 신정로30번길 11, 1층 (달동)","44725","야키토리여운","2026-01-05 13:25:28","I","2026-01-07 00:20:36","일식","410666.302772478","228621.968443687","일식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3568","일반음식점","07_24_04_P","3410000","3410000-101-2026-00006","2026-01-05","","01","영업/정상","01","영업","","","","","","36.81","700-847","대구광역시 중구 동인동4가 0193-0003 1층","대구광역시 중구 국채보상로140길 17, 1층 (동인동4가)","41945","샐러드온 중구점","2026-01-05 15:14:40","I","2026-01-07 00:20:36","기타","345017.779518237","264283.193201456","기타","0","0","","","","0","0","0","0","0","","0","0","N","36.81","","","",
"3569","일반음식점","07_24_04_P","5310000","5310000-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","38.00","660-031","경상남도 진주시 충무공동 293 혁신도시중흥에스-클래스센트럴시티2단지","경상남도 진주시 에나로 190, 1040,1041호 (충무공동, 혁신도시중흥에스-클래스센트럴시티2단지)","52856","남쪽바다수산초장집","2026-01-05 09:28:11","I","2026-01-07 00:20:36","횟집","304080.297781536","186624.552643133","횟집","0","0","","","","0","0","0","0","0","","0","0","N","38","","","",
"3570","일반음식점","07_24_04_P","3650000","3650000-101-2026-00007","2026-01-05","","01","영업/정상","01","영업","","","","","","","301-832","대전광역시 중구 용두동 136-6 1층","대전광역시 중구 동서대로1327번길 89, 1층 (용두동)","34822","청정한식","2026-01-05 16:07:16","I","2026-01-07 00:20:36","한식","236157.58246256","314692.555626913","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3571","일반음식점","07_24_04_P","4080000","4080000-101-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","33.81","456-822","경기도 안성시 공도읍 마정리 100-92 101호","경기도 안성시 공도읍 장미길 31, 101호","17548","국시가게","2026-01-05 10:25:18","I","2026-01-07 00:20:36","한식","218262.081956481","390155.197832518","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","33.81","","","",
"3572","일반음식점","07_24_04_P","4080000","4080000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","83.60","456-070","경기도 안성시 구포동 23-1 2층","경기도 안성시 혜산로 18, 2층 (구포동)","17589","다향","2026-01-05 15:45:12","I","2026-01-07 00:20:36","기타","224170.980435345","389911.57180025","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","83.6","","","",
"3573","일반음식점","07_24_04_P","3530000","3530000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","50.00","405-847","인천광역시 남동구 논현동 109-144","인천광역시 남동구 포구로 61, 1층 일부호 (논현동)","21669","벌교짱뚱어탕전문점","2026-01-05 14:02:05","I","2026-01-07 00:20:36","한식","176618.828971884","433593.138572867","한식","0","0","","","","0","0","0","0","0","","0","0","N","50","","","",
"3574","일반음식점","07_24_04_P","3530000","3530000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","40.00","405-839","인천광역시 남동구 구월동 1266-3","인천광역시 남동구 구월로266번길 49, 1층 일부호 (구월동)","21534","모래내송화손칼국수","2026-01-05 15:46:58","I","2026-01-07 00:20:36","한식","175157.915023307","439071.073220045","한식","0","0","","","","0","0","0","0","0","","0","0","N","40","","","",
"3575","일반음식점","07_24_04_P","3530000","3530000-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","172.00","405-815","인천광역시 남동구 간석동 915-4","인천광역시 남동구 백범로 268, 1층 일부(101호)호 (간석동)","21512","해물꾼 최봉석 간석직영점","2026-01-05 16:05:03","I","2026-01-07 00:20:36","한식","175138.492684651","439964.857639115","한식","0","0","","","","0","0","0","0","0","","0","0","N","172","","","",
"3576","일반음식점","07_24_04_P","3940000","3950000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","50.00","412-826","경기도 고양시 덕양구 화정동 884-4 1층 좌측 일부호","경기도 고양시 덕양구 백양로 154, 1층 일부호 (화정동)","10478","젓가락질 잘해야만 밥을 먹나요 화정점","2026-01-05 11:20:47","I","2026-01-07 00:20:36","한식","185407.732763886","459688.255995981","한식","0","0","","","","0","0","0","0","0","","0","0","N","50","","","",
"3577","일반음식점","07_24_04_P","3940000","3950000-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","231.18","412-827","경기도 고양시 덕양구 화정동 984-1 반석플라자","경기도 고양시 덕양구 화중로 50, 반석플라자 1층 101-1호 (화정동)","10500","토박이","2026-01-05 11:34:50","I","2026-01-07 00:20:36","한식","184983.790262087","458829.949981273","한식","0","0","","","","0","0","0","0","0","","0","0","N","231.18","","","",
"3578","일반음식점","07_24_04_P","3940000","3950000-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","","55.00","412-070","경기도 고양시 덕양구 신원동 641-1","경기도 고양시 덕양구 신원로 9, 1층 일부호 (신원동)","10570","EVEN BURGER(이븐버거)","2026-01-05 16:40:22","I","2026-01-07 00:20:36","경양식","190220.826713315","462138.310212329","경양식","0","0","","","","0","0","0","0","0","","0","0","N","55","","","",
"3579","일반음식점","07_24_04_P","3940000","3960100-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","6.60","410-738","경기도 고양시 일산동구 장항동 784 롯데백화점일산점 지하2층 일부호","경기도 고양시 일산동구 중앙로 1283, 롯데백화점일산점 지하2층 일부호 (장항동)","10401","부산대원어묵(한시적)","2026-01-05 10:54:16","I","2026-01-07 00:20:36","기타","179812.331183859","462059.506265122","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"3580","일반음식점","07_24_04_P","3940000","3960100-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","43.39","410-340","경기도 고양시 일산동구 산황동 325 2층","경기도 고양시 일산동구 대주로 342, 2층 전체호 (산황동)","10453","규쓰규쓰커피(Kyoo's Kyoo's coffee)","2026-01-05 11:27:00","I","2026-01-07 00:20:36","기타","183682.662350516","460845.478774175","기타","0","0","","","","0","0","0","0","0","","0","0","N","43.39","","","",
"3581","일반음식점","07_24_04_P","3940000","3960100-101-2026-00005","2026-01-05","","01","영업/정상","01","영업","","","","","031902 5289","99.17","410-810","경기도 고양시 일산동구 마두동 753-4 도헌프라자","경기도 고양시 일산동구 일산로 243, 1층 일부(102호)호 (마두동)","10416","엄마반찬","2026-01-05 13:59:35","I","2026-01-07 00:20:36","한식","181204.34168255","461719.115158676","한식","0","0","","","","0","0","0","0","0","","0","0","N","99.17","","","",
"3582","일반음식점","07_24_04_P","4610000","4610000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","98.28","340-904","충청남도 예산군 삽교읍 목리 738 삽교농협 내포농수산물 종합유통센터","충청남도 예산군 삽교읍 예목로 171, 삽교농협 내포농수산물 종합유통센터 2층","32416","하나로식당","2026-01-05 15:42:28","I","2026-01-07 00:20:36","한식","171768.460043206","352378.838481424","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","98.28","","","",
"3583","일반음식점","07_24_04_P","3480000","3480000-101-2026-00001","2026-01-05","","01","영업/정상","01","영업","","","","","","0.00","","대구광역시 달성군 유가읍 금리 1147 1층","대구광역시 달성군 유가읍 테크노중앙대로1길 60-4, 1층","43024","길목식당","2026-01-05 14:33:40","I","2026-01-07 00:20:36","한식","331450.952912156","242557.721386537","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3584","일반음식점","07_24_04_P","3480000","3480000-101-2026-00002","2026-01-05","","01","영업/정상","01","영업","","","","","","0.00","","대구광역시 달성군 현풍읍 중리 477-7 1층","대구광역시 달성군 현풍읍 테크노북로 33-49, 1층","43005","나홀로찜닭연구소","2026-01-05 14:46:22","I","2026-01-07 00:20:36","호프/통닭","330960.015237917","244651.42704676","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3585","일반음식점","07_24_04_P","3900000","3900000-101-2026-00003","2026-01-05","","01","영업/정상","01","영업","","","","","","48.20","423-090","경기도 광명시 일직동 512-3","경기도 광명시 양지로 19, 유-플래닛 어반브릭스 B동 제1층 119, 120호 일부호 (일직동)","14345","석촌칼국수보리밥광명점","2026-01-05 13:57:29","I","2026-01-07 00:20:36","한식","189541.850018502","435187.738812827","한식","0","0","","","","0","0","0","0","0","","0","0","N","48.2","","","",
"3586","일반음식점","07_24_04_P","3900000","3900000-101-2026-00004","2026-01-05","","01","영업/정상","01","영업","","","","","","36.31","423-844","경기도 광명시 하안동 38 뉴코아아울렛","경기도 광명시 하안로287번길 8, 뉴코아아울렛 지하 1층 일부호 (하안동)","14305","한옥마을전주비빔밥광명점","2026-01-05 15:16:48","I","2026-01-07 00:20:36","한식","189263.01222247","439900.832910796","한식","0","0","","","","0","0","0","0","0","","0","0","N","36.31","","","",
