사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,약국영업면적,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
용산선인약국,2016-12-23,196839.641743356,447863.232025192,2026-04-26 22:31:05,I,2016-10-27,03,폐업,2016-12-27 14:27:58,,2016-10-27,,서울특별시 용산구 한강로2가 15번지 14호,PHMD120163020033084000010,3020000,21,"서울특별시 용산구 청파로20길 34, 22동 7023호 (한강로2가, 선인상가)",04371,03,폐업,,,
사랑온누리약국,2017-11-06,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2016-12-26,03,폐업,2017-11-06 16:04:59,,2016-12-26,,서울특별시 용산구 이촌동 300번지 27호,PHMD120163020033084000013,3020000,43,"서울특별시 용산구 이촌로 224, 207. 208 219호 (이촌동, 리버뷰맨션)",04427,03,폐업,,,02-796-9508
진약국,2017-02-17,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2017-01-18,03,폐업,2017-02-17 11:50:10,,2017-01-18,,,PHMD120173020033084000001,3020000,29,"서울특별시 용산구 이촌로 224, 2층 215호 (이촌동, 리버뷰맨션)",04427,03,폐업,,,
진약국,2017-07-03,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2017-02-17,03,폐업,2017-07-04 09:27:46,,2017-02-17,,,PHMD120173020033084000002,3020000,29,"서울특별시 용산구 이촌로 224, 2층 215호 (이촌동, 리버뷰맨션)",04427,03,폐업,,,02-3785-1047
미라클약국,2021-02-01,197505.954465858,448829.575800282,2026-04-26 22:31:05,I,2017-03-09,03,폐업,2021-02-01 09:33:02,,2017-03-09,,서울특별시 용산구 갈월동 101번지 41호,PHMD120173020033084000003,3020000,33,"서울특별시 용산구 한강대로 259, 109호 (갈월동, 고려에이트리움)",04322,03,폐업,,,070-7723-6050
스마일온누리약국,2017-11-24,196334.724063159,446872.660810651,2026-04-26 22:31:05,I,2017-05-04,03,폐업,2017-11-24 10:31:17,,2017-05-04,,서울특별시 용산구 한강로3가 40번지 93호,PHMD120173020033084000005,3020000,50,"서울특별시 용산구 이촌로 101, 201호 (한강로3가, 한진빌딩)",04380,03,폐업,,,02-792-9383
힐링온누리약국,2018-03-19,198825.353525608,449002.087665382,2026-04-26 22:31:05,I,2017-06-19,03,폐업,2018-03-19 10:14:47,,2017-06-19,,서울특별시 용산구 용산동2가 27번지 4호,PHMD120173020033084000006,3020000,51,"서울특별시 용산구 신흥로 53, 1층 (용산동2가, 기업은행)",04338,03,폐업,,,02-797-1175
드림약국,2019-02-28,196610.663839509,447742.348636253,2026-04-26 22:31:05,I,2017-09-26,03,폐업,2019-02-28 13:56:34,,2017-09-26,,,PHMD120173020033084000007,3020000,33,"서울특별시 용산구 청파로20길 95, 202호 (한강로2가)",04371,03,폐업,,,02-2138-5377
사랑온누리약국,2020-11-11,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2017-11-06,03,폐업,2020-11-11 10:18:36,,2017-11-06,,,PHMD120173020033084000008,3020000,43,"서울특별시 용산구 이촌로 224, 2층 207,208,219호 (이촌동, 리버뷰맨션)",04427,03,폐업,,,02-796-9508
신용산수약국,2019-11-11,197117.41843467,447527.338271365,2026-04-26 22:31:05,I,2018-01-02,03,폐업,2019-11-11 10:59:22,,2018-01-02,,,PHMD120183020033084000001,3020000,14,"서울특별시 용산구 한강대로 109, 용성비즈텔 지하2층 233,227호 (한강로2가)",04376,03,폐업,,,02-2077-1122
래미안스타약국,2021-05-31,197011.737528847,447430.100250997,2026-04-26 22:31:05,I,2018-01-19,03,폐업,2021-05-31 09:37:39,,2018-01-19,,,PHMD120183020033084000002,3020000,33,"서울특별시 용산구 한강대로 95, 지하2층 RB208호 (한강로2가, 래미안용산)",04378,03,폐업,,,02-2088-3335
공감365온누리약국,2021-10-28,197158.923647874,447399.964398158,2026-04-26 22:31:05,I,2018-01-30,03,폐업,2021-10-28 10:08:38,,2018-01-30,,서울특별시 용산구 한강로2가 424번지 아모레퍼시픽,PHMD120183020033084000003,3020000,49,"서울특별시 용산구 한강대로 100, 아모레퍼시픽 지하1층 B106-2호 (한강로2가)",04386,03,폐업,,,
민약국,2020-07-20,196762.077394917,447480.039577359,2026-04-26 22:31:05,I,2018-04-04,03,폐업,2020-07-20 14:28:47,,2018-04-04,,서울특별시 용산구 한강로3가 40번지 999호 용산역,PHMD120183020033084000006,3020000,11,"서울특별시 용산구 한강대로23길 55, 용산민자역사내 3층 (한강로3가)",04377,03,폐업,,,
카카오약국 cacao pharmacy,2020-12-14,198983.520675068,448023.694558043,2026-04-26 22:31:05,I,2018-04-11,03,폐업,2020-12-14 14:22:30,,2018-04-11,,,PHMD120183020033084000007,3020000,23,"서울특별시 용산구 녹사평대로40길 63, 1층 (이태원동)",04351,03,폐업,,,02-790-7527
그림약국,2018-07-12,197011.737528847,447430.100250997,2026-04-26 22:31:05,I,2018-07-06,03,폐업,2018-07-12 14:39:15,,2018-07-06,,,PHMD120183020033084000009,3020000,6,"서울특별시 용산구 한강대로 95, 2층 206호 (한강로2가, 래미안용산)",04378,03,폐업,,,
새한약국,2013-05-08,,,2026-04-26 22:31:04,I,1960-09-19,03,폐업,2013-05-08 11:16:33,,1960-09-19,,서울특별시 용산구 이태원2동 577,PHMD119603020033084000001,3020000,23,,,03,폐업,,,02-793-7556
부부약국,2015-03-31,,,2026-04-26 22:31:04,I,1964-02-20,03,폐업,2015-04-01 09:07:10,,1964-02-20,,서울특별시 용산구 후암동 166-15,PHMD119643020033084000001,3020000,39,,,03,폐업,,,
새김약국,2010-06-30,,,2026-04-26 22:31:04,I,1965-12-23,03,폐업,2010-07-01 11:47:44,,1965-12-23,,서울특별시 용산구 동빙고동 75,PHMD119653020033084000001,3020000,18,,,03,폐업,,,
문화약국,2021-02-18,200129.716767118,447158.039766923,2026-04-26 22:31:04,I,1967-05-22,03,폐업,2021-02-18 13:45:27,,1967-05-22,140-822,서울특별시 용산구 보광동 64번지 1호,PHMD119673020033084000001,3020000,37,서울특별시 용산구  장문로  114-1 (보광동),04416,03,폐업,,,02-795-8430
보림사약국,2023-07-04,197707.228223815,448013.157100546,2026-04-26 22:31:04,I,1967-05-29,03,폐업,2023-07-04 13:39:42,,1967-05-29,,서울특별시 용산구 용산동3가 1-1,PHMD119673020033084000002,3020000,21,서울특별시 용산구 한강대로62나길 20 (용산동3가),04382,03,폐업,,,02-793-2700
경미약국,2011-09-27,,,2026-04-26 22:31:04,I,1969-03-08,03,폐업,2011-09-27 16:07:07,,1969-03-08,,서울특별시 용산구 한강로3가 65-450,PHMD119693020033084000001,3020000,19,,,03,폐업,,,
혜전약국,2016-08-19,197750.29782569,447888.672064306,2026-04-26 22:31:04,I,1970-04-03,03,폐업,2016-08-22 07:25:45,,1970-04-03,,서울특별시 용산구 한강로1가 166-6,PHMD119703020033084000001,3020000,42,서울특별시 용산구 이태원로4길 30 (한강로1가),04382,03,폐업,,,
신성신약국,2011-10-06,,,2026-04-26 22:31:04,I,1970-04-14,03,폐업,2011-10-06 17:43:55,,1970-04-14,,서울특별시 용산구 서계동 260-1,PHMD119703020033084000002,3020000,15,,,03,폐업,,,
가정약국,2024-09-24,197247.634245402,449673.193356009,2026-04-26 22:31:04,I,1971-01-09,03,폐업,2024-09-25 10:54:03,,1971-01-09,,서울특별시 용산구 청파동1가 135 홍신빌딩,PHMD119713020033084000001,3020000,21,"서울특별시 용산구 청파로 333, 홍신빌딩 (청파동1가)",04304,03,폐업,,,02-713-6200
동인당약국,2018-11-07,197642.670601717,449983.351913454,2026-04-26 22:31:04,I,1971-05-21,03,폐업,2018-11-07 15:15:57,,1971-05-21,,서울특별시 용산구 동자동 35-144,PHMD119713020033084000002,3020000,15,서울특별시 용산구 후암로57길 31 (동자동),04324,03,폐업,,,
신보영약국,2022-04-21,197415.69907315,447820.956945022,2026-04-26 22:31:04,I,1972-02-01,03,폐업,2022-04-21 11:57:35,,1972-02-01,,서울특별시 용산구 한강로2가 43-2,PHMD119723020033084000002,3020000,96,서울특별시 용산구 한강대로 154 (한강로2가),04382,03,폐업,,,02-793-9627
신약국,2019-07-01,199999.529227695,447091.510463832,2026-04-26 22:31:04,I,1972-04-10,03,폐업,2019-07-01 13:57:46,,1972-04-10,,서울특별시 용산구 보광동 216,PHMD119723020033084000003,3020000,22,서울특별시 용산구 장문로 100 (보광동),04396,03,폐업,,,
장안약국,2010-10-29,,,2026-04-26 22:31:04,I,1972-04-10,03,폐업,2016-02-11 17:25:30,,1972-04-10,,서울특별시 용산구 한강로2가 230-2,PHMD119723020033084000004,3020000,21,서울특별시 용산구 한강대로 80 (한강로2가),04387,03,폐업,,,
신용산약국,2024-07-18,196606.215519141,447009.361612995,2026-04-26 22:31:04,I,1972-04-10,03,폐업,2024-07-18 11:14:31,,1972-04-10,140-880,서울특별시 용산구 한강로3가 40번지 8호 1층,PHMD119723020033084000005,3020000,40,서울특별시 용산구 한강대로15길 9-18 (한강로3가),04379,03,폐업,,,02-795-3774
신정제약국,2021-11-26,196799.110040952,447008.382099627,2026-04-26 22:31:04,I,1972-04-10,03,폐업,2021-11-26 16:50:42,,1972-04-10,,서울특별시 용산구 한강로3가 61-2,PHMD119723020033084000006,3020000,75,"서울특별시 용산구 한강대로 50 (한강로3가, 신정재약국)",04388,03,폐업,,,02-794-9833
남부약국,2019-01-20,197107.758351589,448715.895827854,2026-04-26 22:31:04,I,1972-04-28,03,폐업,2019-01-31 16:06:04,,1972-04-28,,,PHMD119723020033084000007,3020000,21,서울특별시 용산구 원효로89길 19 (원효로1가),04316,03,폐업,,,
알파약국,2024-04-22,199860.819809374,447348.10086997,2026-04-26 22:31:04,I,1973-04-17,03,폐업,2024-04-22 16:49:14,,1973-04-17,,,PHMD119733020033084000001,3020000,20,서울특별시 용산구 보광로 46 (보광동),04414,03,폐업,,,02-795-6092
서안약국,2015-12-31,196572.237865086,448693.225017024,2026-04-26 22:31:04,I,1973-05-30,03,폐업,2015-12-31 09:11:04,,1973-05-30,,,PHMD119733020033084000003,3020000,39,서울특별시 용산구 효창원로 142 (효창동),04317,03,폐업,,,
신진약국,2014-08-13,,,2026-04-26 22:31:04,I,1973-06-18,03,폐업,2014-08-14 10:07:30,,1973-06-18,,서울특별시 용산구 보광동 238-9,PHMD119733020033084000004,3020000,30,,,03,폐업,,,
삼희약국,2018-04-16,,,2026-04-26 22:31:04,I,1973-06-20,03,폐업,2018-04-16 11:50:28,,1973-06-20,,,PHMD119733020033084000005,3020000,44,서울특별시 용산구 한강대로 68 (한강로2가),04387,03,폐업,,,
풍전약국,2025-11-24,195733.868987977,447844.706054369,2026-04-26 22:31:04,I,1973-07-20,03,폐업,2025-11-24 18:12:52,,1973-07-20,,,PHMD119733020033084000006,3020000,24,서울특별시 용산구 원효로25길 31 (원효로4가),04362,03,폐업,,,02-719-6833
불로초약국,2017-07-31,196043.634484984,447017.879587962,2026-04-26 22:31:04,I,1973-07-26,03,폐업,2017-07-31 10:57:30,,1973-07-26,,,PHMD119733020033084000007,3020000,25,서울특별시 용산구 이촌로22길 11 (이촌동),04374,03,폐업,,,
종점약국,2017-10-19,198854.250295369,449026.565241571,2026-04-26 22:31:04,I,1974-04-15,03,폐업,2017-10-20 12:55:59,,1974-04-15,,,PHMD119743020033084000003,3020000,46,서울특별시 용산구 신흥로12길 1 (용산동2가),04339,03,폐업,,,
버들약국,2011-12-16,,,2026-04-26 22:31:04,I,1974-05-21,03,폐업,2011-12-16 12:49:00,,1974-05-21,,서울특별시 용산구 한남2동 738-25,PHMD119743020033084000004,3020000,0,,,03,폐업,,,
선우약국,2015-11-13,197241.83081055,447570.134512326,2026-04-26 22:31:04,I,1974-07-16,03,폐업,2015-11-13 15:00:25,,1974-07-16,,,PHMD119743020033084000005,3020000,16,서울특별시 용산구 한강대로40길 5 (한강로2가),04382,03,폐업,,,02-795-5423
삼산약국,2013-11-06,,,2026-04-26 22:31:04,I,1974-07-20,03,폐업,2013-11-06 14:35:17,,1974-07-20,,서울특별시 용산구 신계동 5-17,PHMD119743020033084000006,3020000,19,,,03,폐업,,,
서시약국,2015-07-01,200415.970306611,447883.360212005,2026-04-26 22:31:04,I,1975-01-09,03,폐업,2015-07-10 13:22:04,,1975-01-09,,,PHMD119753020033084000001,3020000,61,서울특별시 용산구 대사관로 66-1 (한남동),,03,폐업,,,
동명약국,2020-04-03,196493.226777435,448069.362976274,2026-04-26 22:31:04,I,1975-09-08,03,폐업,2020-04-03 13:13:35,,1975-09-08,,,PHMD119753020033084000007,3020000,66,서울특별시 용산구 원효로 164 (원효로2가),04366,03,폐업,,,02-712-1852
가나약국,2013-04-30,,,2026-04-26 22:31:04,I,1977-03-25,03,폐업,2013-04-30 17:50:01,,1977-03-25,,서울특별시 용산구 이촌1동 302-82,PHMD119773020033084000001,3020000,15,,,03,폐업,,,
후암약국,2009-12-28,198262.399622082,449424.968818037,2026-04-26 22:31:04,I,1977-06-09,03,폐업,2016-02-11 15:00:13,,1977-06-09,,서울특별시 용산구 후암동 265-16,PHMD119773020033084000002,3020000,19,서울특별시 용산구 두텁바위로35길 2-1 (후암동),04336,03,폐업,,,
신명약국,2021-02-01,198101.445232724,449672.909204653,2026-04-26 22:31:04,I,1978-07-20,03,폐업,2021-02-01 10:27:50,,1978-07-20,,서울특별시 용산구 후암동 244번지 79호 남산리치빌,PHMD119783020033084000001,3020000,28,"서울특별시 용산구 후암로28길 38, 남산리치빌 (후암동)",04331,03,폐업,,,
한라약국,2015-04-27,199426.149287344,447955.380979937,2026-04-26 22:31:04,I,1978-10-14,03,폐업,2015-05-11 14:09:29,,1978-10-14,140-858,서울특별시 용산구 이태원동 131번지 3호,PHMD119783020033084000002,3020000,22,서울특별시 용산구 보광로 124 (이태원동),,03,폐업,,,
세일약국,2020-01-10,196680.660754332,446995.532369586,2026-04-26 22:31:04,I,1979-12-13,03,폐업,2020-01-13 09:14:17,,1979-12-13,,,PHMD119793020033084000001,3020000,20,서울특별시 용산구 한강대로15길 9-17 (한강로3가),04379,03,폐업,,,02-795-7375
메디팜한진약국,2025-10-13,195996.987059253,447116.532297206,2026-04-26 22:31:04,I,1980-01-09,03,폐업,2025-10-13 15:09:05,,1980-01-09,140-909,서울특별시 용산구 이촌동 203번지 17호,PHMD119803020033084000001,3020000,25,서울특별시 용산구  이촌로18길  5 (이촌동),04374,03,폐업,,,
청파약국,2010-08-25,,,2026-04-26 22:31:04,I,1980-07-05,03,폐업,2010-08-25 15:37:25,,1980-07-05,,서울특별시 용산구 원효로1가 38-6,PHMD119803020033084000002,3020000,26,,,03,폐업,,,
구명약국,2010-06-28,,,2026-04-26 22:31:04,I,1982-10-19,03,폐업,2010-06-28 13:09:01,,1982-10-19,,서울특별시 용산구 한남1동 631-5,PHMD119823020033084000002,3020000,28,,,03,폐업,,,
청은약국,2016-07-07,196993.838133124,449201.432096601,2026-04-26 22:31:04,I,1983-03-25,03,폐업,2016-07-08 08:50:09,,1983-03-25,,,PHMD119833020033084000002,3020000,24,서울특별시 용산구 청파로47길 66 (청파동2가),04310,03,폐업,,,02-717-6415
영광약국,2008-11-07,,,2026-04-26 22:31:04,I,1984-03-10,03,폐업,2008-11-17 16:24:57,,1984-03-10,,서울특별시 용산구 한강로2가 351,PHMD119843020033084000001,3020000,23,,,03,폐업,,,
전약국,2020-03-24,199397.088702538,447956.466832685,2026-04-26 22:31:04,I,1985-03-16,03,폐업,2020-03-24 17:48:51,,1985-03-16,,,PHMD119853020033084000001,3020000,20,서울특별시 용산구 보광로 125 (이태원동),04391,03,폐업,,,02-797-9834
문약국,2009-02-02,,,2026-04-26 22:31:04,I,1985-06-21,03,폐업,2009-02-02 16:24:31,,1985-06-21,,서울특별시 용산구 한남1동 75-1,PHMD119853020033084000002,3020000,25,,,03,폐업,,,
부영사약국,2016-03-28,199661.747077339,447700.193338684,2026-04-26 22:31:04,I,1985-10-23,03,폐업,2016-03-28 15:33:57,,1985-10-23,,,PHMD119853020033084000003,3020000,24,서울특별시 용산구 우사단로4길 5 (보광동),04407,03,폐업,,,
해란약국,2012-02-01,,,2026-04-26 22:31:04,I,1986-02-12,03,폐업,2012-02-01 10:40:09,,1986-02-12,,서울특별시 용산구 청파동3가 111-61,PHMD119863020033084000001,3020000,22,,,03,폐업,,,
성수약국,2009-01-29,,,2026-04-26 22:31:04,I,1986-05-22,03,폐업,2009-01-29 16:07:48,,1986-05-22,,서울특별시 용산구 원효로4가 117-8,PHMD119863020033084000002,3020000,12,,,03,폐업,,,
남선약국,2025-05-07,196534.284541859,448086.811978621,2026-04-26 22:31:04,I,1987-02-28,03,폐업,2025-05-07 10:05:33,,1987-02-28,,,PHMD119873020033084000001,3020000,43,"서울특별시 용산구 원효로 166, 103호 (원효로2가, 원효아파트)",04366,03,폐업,,,
대한당약국,2024-05-02,199741.853489197,447841.880473634,2026-04-26 22:31:04,I,1987-06-02,03,폐업,2024-05-02 13:55:15,,1987-06-02,,,PHMD119873020033084000002,3020000,21,서울특별시 용산구 우사단로10길 42 (한남동),04407,03,폐업,,,02-794-8056
미화약국,2019-10-25,197823.407639755,449598.787943071,2026-04-26 22:31:04,I,1992-01-10,03,폐업,2019-10-25 15:50:10,,1992-01-10,,,PHMD119923020033084000001,3020000,31,서울특별시 용산구 두텁바위로1길 108 (후암동),04332,03,폐업,,,
용산약국,2016-07-01,197099.381481836,447328.548832245,2026-04-26 22:31:04,I,1994-01-11,03,폐업,2016-07-04 10:21:06,,1994-01-11,,,PHMD119943020033084000001,3020000,53,서울특별시 용산구 한강대로 92 (한강로2가),04386,03,폐업,,,
동오약국,2024-06-12,200013.719391789,447128.300366966,2026-04-26 22:31:04,I,1994-02-04,03,폐업,2024-06-12 14:01:38,,1994-02-04,,,PHMD119943020033084000002,3020000,44,서울특별시 용산구 보광로 18 (보광동),04415,03,폐업,,,02-749-1293
정도약국,2011-09-05,,,2026-04-26 22:31:04,I,1994-05-30,03,폐업,2011-09-05 13:32:15,,1994-05-30,,서울특별시 용산구 원효로2가 81-8,PHMD119943020033084000003,3020000,68,,,03,폐업,,,
실로암약국,2024-07-17,196600.080247176,447900.639294985,2026-04-26 22:31:04,I,1994-11-16,03,폐업,2024-07-17 17:48:27,,1994-11-16,,,PHMD119943020033084000004,3020000,15,"서울특별시 용산구 청파로 101, 10동 특1호 (한강로3가)",04366,03,폐업,,,02-716-8145
보람약국,2015-11-30,196370.746398773,447841.698787531,2026-04-26 22:31:04,I,1994-11-26,03,폐업,2015-11-30 11:11:22,,1994-11-26,,,PHMD119943020033084000005,3020000,27,"서울특별시 용산구 청파로 74, 1층 1호 (한강로3가)",04372,03,폐업,,,
명진당약국,2021-03-19,197169.575620093,450214.931124581,2026-04-26 22:31:04,I,1996-07-18,03,폐업,2021-03-19 10:26:43,,1996-07-18,,,PHMD119963020033084000001,3020000,25,서울특별시 용산구 청파로 387 (서계동),04300,03,폐업,,,02-717-5603
코끼리약국,2023-12-29,199955.429742269,447219.161582186,2026-04-26 22:31:04,I,2000-08-14,03,폐업,2023-12-29 10:15:13,,2000-08-14,,서울특별시 용산구 보광동 260-8,PHMD120003020033084000003,3020000,11,"서울특별시 용산구 보광로 30, 2층 (보광동)",04415,03,폐업,,,02-796-0484
기영약국,2015-12-31,200415.883125551,447943.864490642,2026-04-26 22:31:04,I,2000-08-28,03,폐업,2015-12-31 09:36:00,,2000-08-28,140-887,서울특별시 용산구 한남동 657번지 102호,PHMD120003020033084000004,3020000,173,서울특별시 용산구 대사관로31길 7-5 (한남동),04401,03,폐업,,,
온누리금보약국,2012-12-31,,,2026-04-26 22:31:04,I,2000-11-17,03,폐업,2013-01-02 13:31:56,,2000-11-17,,"서울특별시 용산구 산천동 6번지 삼성테마트 110,111",PHMD120003020033084000005,3020000,66,,,03,폐업,,,
센트럴파란문약국,2019-04-08,197011.737528847,447430.100250997,2026-04-26 22:31:05,I,2018-07-23,03,폐업,2019-04-08 15:22:51,,2018-07-23,,,PHMD120183020033084000011,3020000,66,"서울특별시 용산구 한강대로 95, 208-1호 (한강로2가, 래미안용산)",04378,03,폐업,,,
해밀톤약국,2018-10-15,199387.896366941,448055.04886957,2026-04-26 22:31:05,I,2018-08-09,03,폐업,2018-10-15 15:01:22,,2018-08-09,,,PHMD120183020033084000012,3020000,15,"서울특별시 용산구 이태원로 179, 해밀톤호텔 (본관),해밀톤쇼핑센터 1층 4호 (이태원동)",04350,03,폐업,,,
대학약국,2020-02-03,200335.901369821,447885.892491197,2026-04-26 22:31:05,I,2018-10-05,03,폐업,2020-02-03 09:43:21,,2018-10-05,,,PHMD120183020033084000015,3020000,64,"서울특별시 용산구 대사관로 58, 1층 (한남동)",04402,03,폐업,,,02-795-4549
희망약국,2020-01-06,196549.89584221,448153.524398611,2026-04-26 22:31:05,I,2018-10-31,03,폐업,2020-01-06 10:15:02,,2018-10-31,,,PHMD120183020033084000016,3020000,6,"서울특별시 용산구 원효로 171, 신영빌딩 1층 (원효로2가)",04364,03,폐업,,,02-703-0120
새평화약국,2025-11-26,197642.28869319,449949.107249319,2026-04-26 22:31:05,I,2019-02-11,03,폐업,2025-11-26 15:45:57,,2019-02-11,,,PHMD120193020033084000001,3020000,22,"서울특별시 용산구 후암로57길 37, 1층 (동자동)",04324,03,폐업,,,02-3789-4904
센트럴파란문약국,2021-04-01,197011.737528847,447430.100250997,2026-04-26 22:31:05,I,2019-04-10,03,폐업,2021-04-01 09:42:06,,2019-04-10,,,PHMD120193020033084000002,3020000,66,"서울특별시 용산구 한강대로 95, 2층 RB208-1호 (한강로2가, 래미안용산 더 센트럴)",04378,03,폐업,,,02-3785-3365
분홍약국,2022-05-17,199117.051682138,447830.318352912,2026-04-26 22:31:05,I,2019-06-21,03,폐업,2022-05-17 17:04:24,,2019-06-21,,,PHMD120193020033084000003,3020000,17,"서울특별시 용산구 녹사평대로32길 47, 1층 (이태원동)",04390,03,폐업,,,070-4234-8203
3층 파란문 약국,2023-05-22,196861.350875235,447226.720509901,2026-04-26 22:31:05,I,2019-08-16,03,폐업,2023-05-22 09:28:26,,2019-08-16,,,PHMD120193020033084000004,3020000,29,"서울특별시 용산구 한강대로 69, 3층 305-1호 (한강로2가, 용산푸르지오써밋)",04378,03,폐업,,,
다혜원 한약국,2022-10-17,197011.737528847,447430.100250997,2026-04-26 22:31:05,I,2019-09-04,03,폐업,2022-10-17 13:40:33,,2019-09-04,,,PHMD120193020033084000006,3020000,70,"서울특별시 용산구 한강대로 95, B동 217호 (한강로2가, 래미안용산 더 센트럴)",04378,03,폐업,,,02-6409-3005
한남더힐한약국,2020-09-18,200148.029733314,449044.513022054,2026-04-26 22:31:05,I,2019-09-09,03,폐업,2020-09-18 11:33:50,,2019-09-09,,,PHMD120193020033084000007,3020000,20,"서울특별시 용산구 한남대로46길 26, 1층 1호 (한남동)",04417,03,폐업,,,02-797-0120
이태원수약국,2023-06-27,199397.088702538,447956.466832685,2026-04-26 22:31:05,I,2020-06-03,03,폐업,2023-06-27 12:17:18,,2020-06-03,,서울특별시 용산구 이태원동 130번지 1호,PHMD120203020033084000004,3020000,23,"서울특별시 용산구 보광로 125, 2층 (이태원동)",04391,03,폐업,,,02-797-9834
봄의 언덕 약국,2023-01-11,198022.925692735,449887.20204289,2026-04-26 22:31:05,I,2020-08-06,03,폐업,2023-01-11 18:08:33,,2020-08-06,,서울특별시 용산구 후암동 30-43,PHMD120203020033084000006,3020000,30,"서울특별시 용산구 후암로34길 22, 1층 (후암동)",04327,03,폐업,,,
다올약국,2022-01-27,197311.684172988,448850.59982315,2026-04-26 22:31:05,I,2020-09-25,03,폐업,2022-01-27 14:41:19,,2020-09-25,,,PHMD120203020033084000007,3020000,51,"서울특별시 용산구 청파로 251, 지하 B02호 (청파동3가)",04313,03,폐업,,,02-702-7083
애플약국,2024-02-29,197315.866592275,448835.167043143,2026-04-26 22:31:05,I,2021-05-26,03,폐업,2024-02-29 09:21:17,,2021-05-26,,서울특별시 용산구 청파동3가 80-7 애전빌딩,PHMD120213020033084000003,3020000,118,"서울특별시 용산구 청파로 247, 애전빌딩 지하1층 (청파동3가)",04313,03,폐업,,,02-469-1020
래미안스타약국,2024-08-30,197011.737528847,447430.100250997,2026-04-26 22:31:05,I,2021-05-31,03,폐업,2024-09-02 17:40:27,,2021-05-31,,서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴,PHMD120213020033084000004,3020000,33,"서울특별시 용산구 한강대로 95, 지하2층 208호 (한강로2가, 래미안용산 더 센트럴)",04378,03,폐업,,,02-2088-3335
이화약국,2023-01-30,200347.417101715,447889.426011757,2026-04-26 22:31:05,I,2021-08-30,03,폐업,2023-01-30 14:52:15,,2021-08-30,,서울특별시 용산구 한남동 638-4,PHMD120213020033084000005,3020000,21,"서울특별시 용산구 대사관로 60, 1층 (한남동)",04402,03,폐업,,,070-8860-7760
용산사랑약국,2022-07-22,195322.602262906,448009.59736107,2026-04-26 22:31:05,I,2022-03-15,03,폐업,2022-07-22 13:18:42,,2022-03-15,,서울특별시 용산구 원효로4가 178-9,PHMD120223020033084000002,3020000,138,"서울특별시 용산구 원효로 28, 1층 (원효로4가)",04365,03,폐업,,,02-711-2731
휴베이스 새봄약국,2024-02-27,195547.140326252,447976.775939762,2026-04-26 22:31:05,I,2023-05-08,03,폐업,2024-02-27 11:08:24,,2023-05-08,,서울특별시 용산구 산천동 202 삼성테마트,PHMD120233020033084000003,3020000,56,"서울특별시 용산구 원효로 51, 250,251,252,253호 (산천동, 삼성테마트)",04359,03,폐업,,,02-715-1514
매일약국,2024-09-24,196704.745506143,448591.786383215,2026-04-26 22:31:05,I,2023-06-28,03,폐업,2024-09-24 16:28:33,,2023-06-28,,서울특별시 용산구 효창동 287 용산 롯데캐슬 센터포레,PHMD120233020033084000005,3020000,50,"서울특별시 용산구 백범로 313, 208동 지하3층 111호 (효창동, 용산 롯데캐슬 센터포레)",04317,03,폐업,,,
용산파크약국,,197056.728931087,447077.126289262,2026-04-26 22:31:05,I,2020-11-16,13,영업중,2020-11-16 17:59:07,,2020-11-16,,서울특별시 용산구 한강로3가 63-70,PHMD120203020033084000010,3020000,25,"서울특별시 용산구 서빙고로 17, 용산 센트럴파크 해링턴스퀘어 D동 2층 50호 (한강로3가)",04387,01,영업/정상,,,02-797-5055
미라클약국,,197495.818710273,448806.677034283,2026-04-26 22:31:05,I,2021-02-01,13,영업중,2022-08-16 13:21:11,,2021-02-01,,서울특별시 용산구 갈월동 101-49 고려에이트리움,PHMD120213020033084000001,3020000,33,"서울특별시 용산구 한강대로 259, 고려에이트리움 1층 109호 (갈월동)",04322,01,영업/정상,,,02-795-6050
나라약국,,197282.805167662,449161.041937749,2026-04-26 22:31:05,I,2021-04-27,13,영업중,2021-04-27 16:32:09,,2021-04-27,,,PHMD120213020033084000002,3020000,45,"서울특별시 용산구 청파로47길 7, 102호 (청파동3가)",04313,01,영업/정상,,,02-6949-3332
하늘약국,,197011.737528847,447430.100250997,2026-04-26 22:31:05,I,2021-08-31,13,영업중,2021-08-31 16:18:31,,2021-08-31,,서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴 상가동 228호,PHMD120213020033084000006,3020000,44,"서울특별시 용산구 한강대로 95, 상가동 2층 228호 (한강로2가, 래미안용산 더 센트럴)",04378,01,영업/정상,,,02-3785-2202
