축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,식육포장처리업,주식회사 바이칸씨푸드,,170387.147230885,444964.588365732,2026-04-05 23:03:55,I,0000,정상,2025-12-05 15:21:49,,2025-12-05,0,,인천광역시 서구 석남동 222-52,식육포장처리업,356000010420250019,3560000,L00,"인천광역시 서구 길주로 36, 1층 일부호 (석남동)",22793,,01,영업/정상,,,
,식육포장처리업,주식회사 바다로,,170387.147230885,444964.588365732,2026-04-05 23:03:55,I,0000,정상,2025-12-05 15:22:59,,2025-12-05,0,,인천광역시 서구 석남동 222-52,식육포장처리업,356000010420250020,3560000,L00,"인천광역시 서구 길주로 36, 3층 (석남동)",22793,,01,영업/정상,,,
,식육포장처리업,주식회사 유명식품,,169920.830678302,444493.847726821,2026-04-05 23:03:55,I,0000,정상,2025-12-09 18:02:36,,2025-12-09,0,,인천광역시 서구 석남동 223-936 1동,식육포장처리업,356000010420250021,3560000,L00,"인천광역시 서구 봉수대로 295-4, 1동 (석남동)",22774,,01,영업/정상,,,
,식육포장처리업,(주)동부엠티,,167649.460338849,456536.085248018,2026-04-05 23:03:55,I,0000,정상,2026-01-12 14:15:45,,2025-12-29,0,,인천광역시 서구 금곡동 745-17 2동 201호,식육포장처리업,356000010420250022,3560000,L00,"인천광역시 서구 소담2로 36, 2동 2층 201호 (금곡동)",22648,,01,영업/정상,,,
,식육포장처리업,나미에프앤비 주식회사,,167624.84303348,456553.433451075,2026-04-05 23:03:55,I,0000,정상,2025-12-29 11:55:41,,2025-12-29,0,,인천광역시 서구 금곡동 745-16,식육포장처리업,356000010420250023,3560000,L00,"인천광역시 서구 소담2로 40, 1층 (금곡동)",22648,,01,영업/정상,,,02-1544-5993
,식육포장처리업,제이엠컴퍼니,,165916.984438499,454908.677529318,2026-04-05 23:03:55,I,0000,정상,2026-02-14 10:27:19,,2025-12-29,0,,인천광역시 서구 오류동 1656-1 블루텍 공존동 435호,식육포장처리업,356000010420250024,3560000,000,"인천광역시 서구 보듬로 158, 블루텍 공존동 4층 435호 (오류동)",22664,,01,영업/정상,,,
,식육포장처리업,정육감,,166948.284031504,454445.30821977,2026-04-05 23:03:55,I,0000,정상,2026-02-06 15:22:19,,2026-02-06,0,,인천광역시 서구 오류동 417-11,식육포장처리업,356000010420260001,3560000,000,인천광역시 서구 원당대로205번길 2-53 (오류동),22662,,01,영업/정상,,,
,식육포장처리업,(주)건우에프앤비,,169668.700735453,446579.668729463,2026-04-05 23:03:55,I,0000,정상,2026-03-06 10:41:39,,2026-03-06,0,,인천광역시 서구 원창동 21-29 태광특수배선,식육포장처리업,356000010420260002,3560000,L00,"인천광역시 서구 봉수대로501번길 40, 태광특수배선 3층 (원창동)",22770,,01,영업/정상,,,032-577-1208
,식육포장처리업,(주)이바돔(에덴축산지점),2016-06-08,172445.392215734,441705.224536301,2026-04-05 23:03:33,I,0002,폐업,2016-06-08 10:07:52,,2010-07-07,0,,인천광역시 부평구 십정동 235,식육포장처리업,354000010420100002,3540000,L00,인천광역시 부평구 가좌로84번길 59 (십정동),21448,,03,폐업,,,
,식육포장처리업,우리돈축산,2015-07-03,172346.094131554,442045.986727213,2026-04-05 23:03:47,I,0002,폐업,2015-07-03 17:28:02,,2008-07-02,0,,"인천광역시 서구 가좌동 477 4,5 호 H동",식육포장처리업,356000000420080003,3560000,000,,,,03,폐업,,,
,식육포장처리업,주식회사 씨와이미트,2021-03-19,167326.069550648,456520.750120401,2026-04-05 23:03:53,I,0002,폐업,2021-03-19 15:55:35,,2016-07-14,0,,인천광역시 서구 금곡동 0,식육포장처리업,356000010420160015,3560000,L00,인천광역시 서구 소담로 19 (금곡동),22648,,03,폐업,,,
,식육포장처리업,(주)월드통상,2020-09-28,167624.84303348,456553.433451075,2026-04-05 23:03:54,I,0002,폐업,2020-09-28 09:54:53,,2020-09-02,0,,인천광역시 서구 금곡동 0,식육포장처리업,356000010420200035,3560000,L00,인천광역시 서구 소담2로 40 (금곡동),22648,,03,폐업,,,
,식육포장처리업,비비에프엔비,2026-01-15,172903.280128879,446789.568528301,2026-04-05 23:03:51,I,0002,폐업,2026-01-15 16:45:34,,2025-01-02,0,,인천광역시 부평구 청천동 373-11 2층,식육포장처리업,354000010420250001,3540000,L00,"인천광역시 부평구 부평북로 11, 2층 (청천동)",21301,,03,폐업,,,
,식육포장처리업,윤슬,2025-12-30,165916.984438499,454908.677529318,2026-04-05 23:03:54,I,0002,폐업,2025-12-30 18:00:51,,2024-04-24,0,,인천광역시 서구 오류동 1656-1 블루텍,식육포장처리업,356000010420240009,3560000,000,"인천광역시 서구 보듬로 158, 블루텍 지하2층 228호 (오류동)",22664,,03,폐업,,,
,식육포장처리업,바르다유통,2026-01-23,172016.451068214,441650.600278654,2026-04-05 23:03:54,I,0002,폐업,2026-01-23 18:01:26,,2023-11-08,0,,인천광역시 서구 가좌동 524-8,식육포장처리업,356000010420240023,3560000,000,"인천광역시 서구 가재울로 109, 5층 503호 (가좌동)",22830,,03,폐업,,,
,식육포장처리업,더원미트,2026-01-02,167649.460338849,456536.085248018,2026-04-05 23:03:54,I,0002,폐업,2026-01-02 17:33:35,,2020-03-10,0,,인천광역시 서구 금곡동 745-17 2동 102호,식육포장처리업,356000010420200011,3560000,000,"인천광역시 서구 소담2로 36, 2동 102호 (금곡동)",22648,,03,폐업,,,
