건축물동수,건축물연면적,사업장명,업태구분명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,파워복싱,,2008-06-30,,,,체육도장업,2026-04-05 23:10:06,I,03,폐업,0,2008-07-15 15:42:45,,2000-10-11,131-809,,서울특별시 중랑구 망우동 466-6 402호,,CDFH3301022000000009,3060000,사립,,,03,폐업,,,
,,용인대 태성태권도,,2014-04-04,,206767.218229511,455177.476767372,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2014-04-04 11:29:41,,2000-12-20,131-883,,서울특별시 중랑구 중화동 314-2 2층호,,CDFH3301022000000010,3060000,사립,서울특별시 중랑구 중랑역로 57 (중화동),,03,폐업,,,
,,해동용체육관,,2020-04-20,,206612.198807103,455630.425418005,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2020-04-20 14:54:55,,2001-02-13,131-882,,서울특별시 중랑구 중화동 331-1,,CDFH3301022001000001,3060000,사립,서울특별시 중랑구 동일로139길 59 (중화동),02016,03,폐업,,,
,,한체대석사 봉화태권도,태권도,2023-04-06,,208330.35418254,456814.922480529,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2023-04-07 14:14:19,,2001-03-10,131-872,,서울특별시 중랑구 신내동 656-0 화성두산상가 205호,,CDFH3301022001000002,3060000,사립,서울특별시 중랑구 신내로 155 (신내동),02025,03,폐업,,,34218685
,102,여명영재체육관,,2015-07-01,,207036.564595185,456548.746473116,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2015-07-31 15:32:40,,2001-04-16,131-849,,서울특별시 중랑구 묵동 121-136,,CDFH3301022001000003,3060000,사립,서울특별시 중랑구 동일로160길 49 (묵동),,03,폐업,,,
,,상무용인대,,2017-05-30,,208049.732803958,453992.254395867,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2017-05-30 11:11:30,,2001-05-08,131-815,,서울특별시 중랑구 면목동 70-67,,CDFH3301022001000004,3060000,사립,서울특별시 중랑구 겸재로54길 21 (면목동),02202,03,폐업,,,
,,경희태권도체육관,,2003-05-16,,208294.31154469,455843.287574845,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 14:59:39,,2001-05-10,131-870,,서울특별시 중랑구 신내동 783-0 성원@ 상가 3층 301호,,CDFH3301022001000006,3060000,사립,서울특별시 중랑구 신내로 51 (신내동),,03,폐업,,,
,,연세태권도,,2008-12-03,,207022.817840624,455151.806966129,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 17:09:46,,2001-05-23,131-877,,서울특별시 중랑구 중화동 295-24,,CDFH3301022001000007,3060000,사립,서울특별시 중랑구 동일로 764 (중화동),,03,폐업,,,
,93,특전 태권도,,2011-03-28,,208402.895147712,455691.139753427,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 17:08:44,,2001-06-22,131-866,,서울특별시 중랑구 신내동 544-19,,CDFH3301022001000008,3060000,사립,서울특별시 중랑구 신내로 50 (신내동),,03,폐업,,,22076646
,,고려태권도체육관,,2008-06-11,,207497.029121343,452634.999897011,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 17:06:39,,2001-07-26,131-826,,서울특별시 중랑구 면목동 368-5 (2층),,CDFH3301022001000010,3060000,사립,서울특별시 중랑구 면목로 259 (면목동),,03,폐업,,,
,,경원대거성체육관,,2005-04-04,,206711.773147364,454350.54109971,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 16:35:04,,2001-10-09,131-823,,서울특별시 중랑구 면목동 185-116,,CDFH3301022001000011,3060000,사립,서울특별시 중랑구 동일로109길 62 (면목동),,03,폐업,,,22091744
,,국가대표 석사태권도장,,2017-07-31,,207008.706418931,453625.625539941,체육도장업,2026-04-05 23:10:07,I,03,폐업,,2017-07-31 15:14:06,,2001-11-27,131-821,,서울특별시 중랑구 면목동 151-9,,CDFH3301022001000013,3060000,사립,서울특별시 중랑구 동일로 612 (면목동),02215,03,폐업,,,
,,대한태권도장,,2009-07-02,,206468.896114146,454094.579215805,체육도장업,2026-04-05 23:10:07,I,03,폐업,,2011-11-18 16:43:16,,2002-01-30,131-824,,서울특별시 중랑구 면목동 192-68,,CDFH3301022002000001,3060000,사립,서울특별시 중랑구 봉우재로 4 (면목동),,03,폐업,,,
,,스포츠마루,,2003-11-03,,208368.252033443,456040.864473831,체육도장업,2026-04-05 23:10:08,I,03,폐업,,2011-11-18 16:41:32,,2002-02-08,131-865,,서울특별시 중랑구 신내동 667,,CDFH3301022002000002,3060000,사립,서울특별시 중랑구 신내로 82 (신내동),,03,폐업,,,34233301
,,명문체육관,,2003-03-05,,208600.161918627,455262.816056235,체육도장업,2026-04-05 23:10:08,I,03,폐업,,2011-11-18 16:21:00,,2002-02-18,131-810,,서울특별시 중랑구 망우동 488-3,,CDFH3301022002000003,3060000,사립,서울특별시 중랑구 망우로 413 (망우동),,03,폐업,,,
,,백산체육관,,2015-04-08,,209006.848797065,455300.541065532,체육도장업,2026-04-05 23:10:08,I,03,폐업,,2015-07-31 15:50:22,,2002-03-07,131-802,,서울특별시 중랑구 망우동 202-19,,CDFH3301022002000004,3060000,사립,서울특별시 중랑구 망우로 454 (망우동),,03,폐업,,,
,,필승체육관,,2004-04-12,,208531.742968345,455116.769369046,체육도장업,2026-04-05 23:10:09,I,03,폐업,,2011-11-18 16:07:16,,2002-03-28,131-810,,서울특별시 중랑구 망우동 491-64,,CDFH3301022002000007,3060000,사립,서울특별시 중랑구 망우로62길 16 (망우동),,03,폐업,,,
,,용마체육관,,2019-07-02,,,,체육도장업,2026-04-05 23:10:09,I,03,폐업,,2019-07-02 09:22:41,,2002-05-16,131-838,,서울특별시 중랑구 면목동 1460-0,,CDFH3301022002000009,3060000,사립,서울특별시 중랑구 용마산로 206 (면목동),,03,폐업,,,
,,신묵태권도장,,2008-01-21,,206602.463728956,455998.653200161,체육도장업,2026-04-05 23:10:09,I,03,폐업,,2011-11-18 16:02:43,,2002-05-21,131-853,,서울특별시 중랑구 묵동 249-58,,CDFH3301022002000010,3060000,사립,서울특별시 중랑구 동일로149길 49 (묵동),,03,폐업,,,
,,장안체육관,,2009-07-10,,207267.66384475,452262.95754881,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-14 12:45:47,,2002-05-29,131-830,,서울특별시 중랑구 면목동 389-40,,CDFH3301022002000011,3060000,사립,서울특별시 중랑구 면목로21길 16 (면목동),,03,폐업,,,
,114,올림픽 체육관,,2011-12-13,,206969.674869398,457150.626367535,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2015-06-25 10:30:14,,2002-06-19,131-847,,서울특별시 중랑구 묵동 158-20 4층,,CDFH3301022002000012,3060000,사립,서울특별시 중랑구 공릉로 70 (묵동),,03,폐업,,,
,,새서울태권도,,2015-06-25,,208194.388296725,453527.660110249,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2015-06-25 14:09:27,,2002-08-12,131-814,,서울특별시 중랑구 면목동 61-8,,CDFH3301022002000013,3060000,사립,서울특별시 중랑구 용마산로 359 (면목동),,03,폐업,,,
,,고려대 희망체육관,,2006-08-04,,208050.642039729,454069.231098993,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:57:36,,2002-09-13,131-815,,서울특별시 중랑구 면목동 72-58,,CDFH3301022002000014,3060000,사립,서울특별시 중랑구 겸재로54길 9 (면목동),,03,폐업,,,
,,한체대,,2011-12-07,,207019.02694842,454123.935249833,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2015-06-25 10:34:20,,2003-01-03,131-820,,서울특별시 중랑구 면목동 145-17,,CDFH3301022003000001,3060000,사립,서울특별시 중랑구 동일로 660 (면목동),,03,폐업,,,
,,경호대태권도아카데미,,2005-03-30,,206710.874768576,454049.685331809,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:53:11,,2003-02-14,131-820,,서울특별시 중랑구 면목동 178-15,,CDFH3301022003000003,3060000,사립,서울특별시 중랑구 동일로101길 57 (면목동),,03,폐업,,,22082100
,,명문태권도장,,2008-04-07,,208600.161918627,455262.816056235,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:51:57,,2003-03-06,131-810,,서울특별시 중랑구 망우동 488-3,,CDFH3301022003000004,3060000,사립,서울특별시 중랑구 망우로 413 (망우동),,03,폐업,,,
,,최강 체육관,,2019-11-04,,208678.205520678,455835.659124015,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2019-11-05 09:14:28,,2003-03-27,131-868,,서울특별시 중랑구 신내동 447-6,,CDFH3301022003000005,3060000,사립,서울특별시 중랑구 용마산로129나길 61 (신내동),02070,03,폐업,,,
,,용인대 상봉체육관,,2011-10-31,,207622.612919428,455524.197759044,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-12-13 19:25:13,,2003-04-10,131-862,,서울특별시 중랑구 상봉동 218-1,,CDFH3301022003000006,3060000,사립,서울특별시 중랑구 상봉중앙로 55 (상봉동),,03,폐업,,,22084390
1,542,청록체육관,태권도,2023-04-07,,206568.820863427,456836.186453944,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2023-04-07 14:14:27,,2003-05-14,,,서울특별시 중랑구 묵동 235-19 청록태권도,,CDFH3301022003000007,3060000,사립,"서울특별시 중랑구 중랑역로 227, 3층 (묵동)",02003,03,폐업,,,
,,승리태권도,,2004-02-13,,208294.31154469,455843.287574845,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:43:49,,2003-08-21,131-783,,서울특별시 중랑구 신내동 783 성원아파트상가301호,,CDFH3301022003000009,3060000,사립,서울특별시 중랑구 신내로 51 (신내동),,03,폐업,,,
,152,용인대 경우 태권도,,2010-09-29,,206952.068893577,456893.937417357,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:40:03,,2003-09-16,131-848,,서울특별시 중랑구 묵동 294-54,,CDFH3301022003000010,3060000,사립,서울특별시 중랑구 숙선옹주로 26 (묵동),,03,폐업,,,
,83,용인대라이온즈태권도체육관,,2009-07-17,,207919.620121335,455314.563387747,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:06:42,,2003-09-22,131-856,,서울특별시 중랑구 상봉동 178-3,,CDFH3301022003000011,3060000,사립,서울특별시 중랑구 상봉중앙로8가길 52 (상봉동),,03,폐업,,,
,158,중랑검도관,,2010-08-31,,208520.416198733,455769.647200541,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:32:46,,2004-01-29,131-868,,서울특별시 중랑구 신내동 467-1,,CDFH3301022004000002,3060000,사립,서울특별시 중랑구 봉화산로56길 106 (신내동),,03,폐업,,,
,125,동신태권도장,,2018-01-18,,207137.085980071,455256.482334449,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2018-01-19 15:01:51,,2004-03-15,131-877,,서울특별시 중랑구 중화동 292-1,,CDFH3301022004000004,3060000,사립,서울특별시 중랑구 동일로130길 28 (중화동),02094,03,폐업,,,031-558-6754
,165,필승체육관,,2009-05-26,,208759.516431628,454934.397387478,체육도장업,2026-04-05 23:10:10,I,03,폐업,,2011-11-18 15:21:12,,2004-04-13,131-809,,서울특별시 중랑구 망우동 465-6,,CDFH3301022004000007,3060000,사립,서울특별시 중랑구 망우로66길 63-2 (망우동),,03,폐업,,,
,,세종복싱 다이어트 체육관,,2020-03-19,,207317.831492289,452235.487764763,체육도장업,2026-04-05 23:10:11,I,03,폐업,,2020-03-19 17:52:19,,2005-01-15,131-829,,서울특별시 중랑구 면목동 398-7 (2층),,CDFH3301022005000001,3060000,사립,서울특별시 중랑구 면목로 215 (면목동),02246,03,폐업,,,
