사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
(주)코리아세븐 인천임학역점,2019-10-17,176808.039396009,449253.75886372,2026-05-03 22:32:09,I,03,폐업,2019-10-17 19:44:55,,2016-10-13,,인천광역시 계양구 임학동 **번지 *호,PHMG120163550020047000074,3550000,"인천광역시 계양구 장제로***번길 *, ***호 (임학동, 진빌딩)",21034,03,폐업,,,,42.9
씨유(CU) 영종스위첸점,,160255.694536475,443455.818605008,2026-05-03 22:32:04,I,13,영업중,2022-07-21 19:39:21,,2022-07-19,,인천광역시 중구 중산동 ****-* 영종하늘도시 KCC스위첸,PHMG120223490019047000119,3490000,"인천광역시 중구 은하수로 ***, *층 ***,***호 (중산동, 영종하늘도시 KCC스위첸)",22389,01,영업/정상,,,,
웰빙라이프,2017-01-12,202937.247114112,460489.078427863,2026-05-03 22:34:47,I,03,폐업,2017-01-12 14:18:35,,2015-04-30,,서울특별시 도봉구 창동 ***번지 **호 *층,PHMG120153090033047000074,3090000,"서울특별시 도봉구 도봉로 ***, *층 (창동)",01455,03,폐업,,,02-904-3431,
미건의료기 성북지점,2016-08-24,200681.673171784,453992.65648586,2026-05-03 22:34:40,I,24,직권폐업,2016-08-24 15:55:54,,2014-02-17,136-032,서울특별시 성북구 동소문동*가 ***번지,PHMG120143070034047000008,3070000,서울특별시 성북구 동소문로*길 ** (동소문동*가),02860,04,취소/말소/만료/정지/중지,,,,
원대로,2013-08-02,175010.718476744,448746.129391607,2026-05-03 22:31:59,I,03,폐업,2013-09-10 10:41:25,,2008-01-28,407-051,인천광역시 계양구 계산*동 ***번지,PHMG120083550020047000003,3550000,인천광역시 계양구 계산로 **-** (계산동),,03,폐업,,,032-543-7401,
이안메드,,177529.774708102,450550.563127122,2026-05-03 22:32:19,I,13,영업중,2024-05-24 15:26:05,,2024-05-23,,인천광역시 계양구 박촌동 *** 박촌 풍림아이원,PHMG120243550020047000042,3550000,"인천광역시 계양구 동양로 **, 상가동 B***-***호 (박촌동, 박촌 풍림아이원)",21022,01,영업/정상,,,,
만듦팩토리,,202917.884537978,461515.316767495,2026-05-03 22:35:02,I,13,영업중,2018-12-05 08:55:48,,2018-11-30,,"서울특별시 도봉구 쌍문동 ***번지 한양*차아파트, *층 상가동 ***호",PHMG120183090033047000035,3090000,"서울특별시 도봉구 해등로**길 **, 상가동 *층 ***호 (쌍문동, 한양*차아파트)",01433,01,영업/정상,,,,
롯데하이마트(주) 종암점,2024-09-25,202946.580139457,455348.550973382,2026-05-03 22:33:55,I,03,폐업,2024-09-26 10:15:45,,2008-12-12,136-858,서울특별시 성북구 종암동 *번지 ***호,PHMG120083070034047000051,3070000,서울특별시 성북구 종암로 *** (종암동),02797,03,폐업,,,,
액티브마마,2012-05-25,201573.224460566,454679.268639364,2026-05-03 22:34:02,I,03,폐업,2012-06-01 11:33:31,,2009-09-14,136-054,서울특별시 성북구 동선동*가 ***번지 *층,PHMG120093070034047000046,3070000,"서울특별시 성북구 동소문로 ***-* (동선동*가,*층)",,03,폐업,,,32914565,
3h지압침대,,175896.515646613,448923.098907057,2026-05-03 22:32:18,I,13,영업중,2023-01-02 11:35:27,,2022-12-30,,인천광역시 계양구 계산동 ***-*,PHMG120223550020047000232,3550000,"인천광역시 계양구 주부토로 ***, *층 (계산동)",21050,01,영업/정상,,,,
핑크에이지,2009-12-04,201946.618120758,453015.549614643,2026-05-03 22:34:02,I,03,폐업,2009-12-04 17:34:03,,2009-09-08,136-087,서울특별시 성북구 보문동*가 ***번지 *호 ***호,PHMG120093070034047000045,3070000,"서울특별시 성북구 보문로 ** (보문동*가,***호)",,03,폐업,,,1599-7247,
하주메디칼,,202972.369406343,455718.523532686,2026-05-03 22:35:16,I,13,영업중,2021-12-14 14:35:42,,2017-01-17,,서울특별시 성북구 하월곡동 **번지 ****호 지하,PHMG120173070034047000003,3070000,"서울특별시 성북구 오패산로*길 **-* (하월곡동, 지하)",02740,01,영업/정상,,,02-917-2009,
빛과돌 코리아레이져메디칼,2009-06-12,202029.981799661,455605.716911266,2026-05-03 22:33:54,I,03,폐업,2020-12-02 16:26:22,,2008-10-20,,서울특별시 성북구 길음동 **** 삼부아파트,PHMG120083070034047000041,3070000,"서울특별시 성북구 동소문로 ***, ***동 지하 **~**호 (길음동, 삼부아파트)",02735,03,폐업,,,02-983-7553,
지에스25 S6 돌곶이역점,,204976.294641203,456476.352611698,2026-05-03 22:36:34,I,13,영업중,2024-07-05 17:25:25,,2024-07-05,,서울특별시 성북구 석관동 ***-* 돌곶이역 ***호,PHMG120243070034047000045,3070000,"서울특별시 성북구 화랑로 지하***, 돌곶이역 B*층 ***호 (석관동)",02772,01,영업/정상,,,,
동의의료기,2013-02-06,177007.6217513,449574.019485024,2026-05-03 22:31:57,I,24,직권폐업,2013-02-15 10:41:16,,2005-03-23,407-320,인천광역시 계양구 병방동 ***번지,PHMG120053550020047000005,3550000,인천광역시 계양구 계양산로***번길 * (병방동),,04,취소/말소/만료/정지/중지,,,032-544-2589,
국민메디칼,,202729.389012378,455618.757742639,2026-05-03 22:35:12,I,15,전출,2019-10-04 17:06:18,,2016-11-10,,서울특별시 성북구 종암동 *번지 ***호 *층,PHMG120163070034047000061,3070000,"서울특별시 성북구 종암로**길 **, 지하층 (종암동)",02802,05,제외/삭제/전출,,,02-942-3028,
지에스25,2022-10-13,177033.221626528,447486.541499484,2026-05-03 22:32:17,I,03,폐업,2022-10-13 20:01:05,,2022-08-30,,인천광역시 계양구 작전동 ***-* 까치마을태화.한진아파트,PHMG120223550020047000188,3550000,"인천광역시 계양구 효서로 ***, 상가동 ***,***호 (작전동, 까치마을태화.한진아파트)",21125,03,폐업,,,,
CU계산태평점,2016-12-13,177161.664901197,448150.522708556,2026-05-03 22:32:04,I,03,폐업,2016-12-13 16:11:39,,2014-11-04,,인천광역시 계양구 계산동 ****번지 *호,PHMG120143550020047000058,3550000,"인천광역시 계양구 용종로 ** (계산동, 은행마을태평아파트)",21071,03,폐업,,,,66
GS25쌍문본점,2017-07-17,202507.51187822,460549.885949166,2026-05-03 22:34:43,I,03,폐업,2017-07-17 18:00:01,,2015-04-14,132-952,서울특별시 도봉구 쌍문동 ***번지,PHMG120153090033047000023,3090000,"서울특별시 도봉구 도봉로***길 **, *층 (쌍문동, 브라운스톤상가동)",01446,03,폐업,,,,
플라나리아,2006-03-15,,,2026-05-03 22:31:57,I,03,폐업,2009-01-12 11:52:10,,2006-03-15,407-040,인천광역시 계양구 효성동 ***-**,PHMG120063550020047000010,3550000,,,03,폐업,,,032-261-6811,
세븐일레븐 도봉도당점,,202998.730735591,462656.950569475,2026-05-03 22:35:57,I,13,영업중,2024-02-22 17:38:19,,2023-04-27,,서울특별시 도봉구 방학동 ***-* *층,PHMG120233090033047000027,3090000,"서울특별시 도봉구 도당로**길 **, *층 (방학동)",01355,01,영업/정상,,,,
승현상사,,175931.092823585,447686.492506421,2026-05-03 22:32:18,I,13,영업중,2023-02-09 11:32:57,,2023-02-09,,인천광역시 계양구 작전동 ***-*,PHMG120233550020047000015,3550000,인천광역시 계양구 봉오대로***번길 *(작전동),21085,01,영업/정상,,,,
온택트웨이,2024-12-19,200596.765887185,456695.816501983,2026-05-03 22:36:23,I,03,폐업,2024-12-19 16:58:37,,2023-06-05,,서울특별시 성북구 정릉동 ***-*,PHMG120233070034047000054,3070000,"서울특별시 성북구 보국문로 **, *층 ***호 (정릉동)",02709,03,폐업,,,,
세기스템셀,,204746.21261151,456616.565104138,2026-05-03 22:35:59,I,15,전출,2021-10-12 09:31:51,,2021-06-30,,서울특별시 성북구 장위동 **-* 청마빌딩,PHMG120213070034047000087,3070000,"서울특별시 성북구 화랑로**길 **, 청마빌딩 *층 **호 (장위동)",02771,05,제외/삭제/전출,,,,
(주)알파라인랩비즈니스,,176500.34428749,449047.418509603,2026-05-03 22:32:12,I,13,영업중,2022-06-16 17:51:34,,2020-12-02,,인천광역시 계양구 임학동 **,PHMG120203550020047000055,3550000,"인천광역시 계양구 경명대로 ****, *층 일부호 (임학동)",21031,01,영업/정상,,,1661-8595,154.18
(주)코리아세븐 뉴월곡타운점,,203399.52653232,455759.810484592,2026-05-03 22:35:54,I,13,영업중,2024-04-09 13:25:09,,2024-01-30,,서울특별시 성북구 하월곡동 **-***,PHMG120213070034047000034,3070000,"서울특별시 성북구 화랑로*길 **, *층 (하월곡동)",02751,01,영업/정상,,,,
포빌리언,2024-04-18,176607.326609066,448516.12033842,2026-05-03 22:32:12,I,03,폐업,2024-04-18 11:17:30,,2021-01-21,,인천광역시 계양구 계산동 **** 하이베라스,PHMG120213550020047000007,3550000,"인천광역시 계양구 계산새로 **, 하이베라스 D동 ****호 (계산동)",21060,03,폐업,,,070-4686-2728,40
주식회사 티아이엠코리안,2023-07-13,202251.559110068,453197.354906509,2026-05-03 22:36:11,I,03,폐업,2023-07-13 11:03:25,,2022-03-14,,서울특별시 성북구 안암동*가 ***-**,PHMG120223070034047000095,3070000,서울특별시 성북구 안암로*가길 **(안암동*가),02857,03,폐업,,,,
이마트24 센트럴플라츠점,2023-10-11,178335.996864333,448014.226497816,2026-05-03 22:32:14,I,03,폐업,2023-10-11 16:50:59,,2022-02-17,,인천광역시 계양구 서운동 ***-* 서운센트럴플라츠,PHMG120223550020047000070,3550000,"인천광역시 계양구 서운산단로 **, 서운센트럴플라츠 ***호 (서운동)",21072,03,폐업,,,,
피에스유통,,204006.859775923,462364.588628395,2026-05-03 22:34:37,I,15,전출,2017-08-02 15:22:57,,2014-07-03,,,PHMG120143090033047000027,3090000,서울특별시 도봉구 마들로 *** (방학동),01335,05,제외/삭제/전출,,,,
에스바이에스,,186317.207037672,451462.350090067,2026-05-03 22:32:10,I,15,전출,2020-08-09 20:43:00,,2019-04-02,,서울특별시 강서구 가양동 **-* 더리브골드타워,PHMG120193550020047000012,3550000,"서울특별시 강서구 양천로 ***-**, 더리브골드타워 ***호 (가양동)",07573,05,제외/삭제/전출,,,,50
프라임존,,177560.334743714,451923.524930012,2026-05-03 22:32:06,I,15,전출,2024-04-11 10:50:16,,2015-10-15,,인천광역시 계양구 귤현동 ***번지 A동 ***호,PHMG120153550020047000060,3550000,"인천광역시 계양구 장군봉길 **, A동 ***호 (귤현동, 중앙E클래스*차)",21016,05,제외/삭제/전출,,,,42.59
루자드춘천옥,2017-06-07,203848.772422951,464092.187505065,2026-05-03 22:34:51,I,03,폐업,2017-06-07 15:34:29,,2016-05-09,,서울특별시 도봉구 도봉동 ***번지 럭키상가 ***호,PHMG120163090033047000018,3090000,"서울특별시 도봉구 도봉로 ***, ***호 (도봉동, 럭키상가)",01306,03,폐업,,,02-3391-9888,
해피도봉 총판,2014-12-12,203491.522248351,459613.739499841,2026-05-03 22:34:33,I,03,폐업,2014-12-15 14:00:51,,2013-10-04,132-042,서울특별시 도봉구 창*동 ***번지 *호,PHMG120133090033047000038,3090000,서울특별시 도봉구 덕릉로**길 ** (창동),,03,폐업,,,,25
㈜코리아세븐 S월곡역점,2016-08-16,203587.685485867,455492.6002013,2026-05-03 22:34:45,I,03,폐업,2016-08-16 16:53:03,,2014-10-31,136-130,서울특별시 성북구 하월곡동 **번지 *호 B*X*-*,PHMG120143070034047000057,3070000,"서울특별시 성북구 월곡로 지하 *** (하월곡동,  B*X*-*(지하철역사))",02799,03,폐업,,,,
세븐일레븐 도봉쌍문점,2024-10-04,202943.747074384,460414.868535121,2026-05-03 22:35:53,I,03,폐업,2024-10-04 17:44:36,,2022-11-07,,서울특별시 도봉구 창동 ***-* *층,PHMG120223090033047000177,3090000,"서울특별시 도봉구 도봉로***길 **, *층 (창동)",01459,03,폐업,,,,
제이에스컴퍼니,,176737.188860293,448498.786895427,2026-05-03 22:32:13,I,15,전출,2022-06-10 17:13:51,,2021-10-21,,인천광역시 계양구 용종동 ***-* 레드몰*차,PHMG120213550020047000088,3550000,"인천광역시 계양구 계산새로**번길 *, 레드몰*차 A동 *층 B*호 (용종동)",21065,05,제외/삭제/전출,,,,
성우메디칼,,204136.58447783,463573.102150294,2026-05-03 22:34:55,I,13,영업중,2017-01-05 17:03:30,,2017-01-05,,서울특별시 도봉구 도봉동 ***번지 ***호,PHMG120173090033047000002,3090000,"서울특별시 도봉구 마들로 ***, ***호 (도봉동, 도봉한양수자인)",01325,01,영업/정상,,,,
(주)이에스메디텍,,202998.896551621,461818.506049631,2026-05-03 22:34:45,I,13,영업중,2015-11-12 16:32:56,,2015-08-28,,,PHMG120153090033047000052,3090000,"서울특별시 도봉구 도당로 *, ***호 (쌍문동)",01385,01,영업/정상,,,02-951-3615,
미니스톱방학2점,2022-10-05,202653.503557362,462213.262909095,2026-05-03 22:35:46,I,03,폐업,2022-10-05 16:03:38,,2022-03-03,,서울특별시 도봉구 방학동 ***-*,PHMG120223090033047000081,3090000,"서울특별시 도봉구 방학로 ***, *층 (방학동)",01359,03,폐업,,,,
수연나 글로벌코리아,,176631.834972797,449229.15334347,2026-05-03 22:32:03,I,13,영업중,2022-10-18 09:47:20,,2014-09-26,,인천광역시 계양구 임학동 **-*,PHMG120143550020047000032,3550000,"인천광역시 계양구 임학동로 **, *층 일부호 (임학동)",21033,01,영업/정상,,,032-562-7128,90.72
보다나음,,205317.200417025,456037.76401807,2026-05-03 22:36:30,I,13,영업중,2023-12-04 10:34:34,,2023-11-29,,서울특별시 성북구 석관동 ***-*** 씨티홈,PHMG120233070034047000109,3070000,"서울특별시 성북구 돌곶이로 **, *층층 ***호 (석관동, 씨티홈)",02788,01,영업/정상,,,,
필링하우스,,176794.468759421,448601.767083185,2026-05-03 22:32:04,I,13,영업중,2014-11-10 16:48:33,,2014-11-07,407-310,인천광역시 계양구 용종동 ***번지 *호 계양신명스카이홈 ***호,PHMG120143550020047000082,3550000,"인천광역시 계양구 계산새로**번길 **, *층 ***호 (용종동, 계양신명스카이홈)",21065,01,영업/정상,,,070-7785-5402,32.3
새롬트레이딩,,203877.316994433,462960.615197443,2026-05-03 22:34:52,I,13,영업중,2016-08-09 14:05:18,,2016-08-05,,서울특별시 도봉구 방학동 ***번지 *호 ****호,PHMG120163090033047000037,3090000,"서울특별시 도봉구 도봉로***길 **, **층 ****호 (방학동, 북한산현대렉시온오피스텔)",01332,01,영업/정상,,,070-7720-5778,
CU효성해인점,2016-12-28,173539.978583409,447067.516084328,2026-05-03 22:32:05,I,03,폐업,2016-12-30 17:19:44,,2015-03-19,407-042,인천광역시 계양구 효성동 ***번지 *호,PHMG120153550020047000017,3550000,인천광역시 계양구 아나지로 ** (효성동),21104,03,폐업,,,032-552-9695,56.1
MSD코리아,2011-10-10,166148.148439168,441407.954917953,2026-05-03 22:31:56,I,03,폐업,2011-10-11 14:09:27,,2010-05-07,400-210,인천광역시 중구 선린동 **번지 *호 *층,PHMG120103490019047000003,3490000,"인천광역시 중구 제물량로 *** (선린동,*층)",,03,폐업,,,032-281-2070,17.85
(주)메디트,2022-08-08,202491.173116406,453672.482873097,2026-05-03 22:35:17,I,03,폐업,2022-08-09 10:38:54,,2017-02-06,,서울특별시 성북구 안암동*가 ***번지 **호 세림빌딩,PHMG120173070034047000013,3070000,"서울특별시 성북구 고려대로**길 **, 세림빌딩 (안암동*가)",02855,03,폐업,,,02-2193-9600,
주식회사저스트피플,,202917.884537978,461515.316767495,2026-05-03 22:35:16,I,13,영업중,2021-12-31 14:05:55,,2019-11-19,,서울특별시 도봉구 쌍문동 *** 한양*차아파트,PHMG120193090033047000046,3090000,"서울특별시 도봉구 해등로**길 **, 상가동 ***호 (쌍문동, 한양*차아파트)",01433,01,영업/정상,,,02-971-3094,
해피계양총판,,175635.829657608,448883.841107651,2026-05-03 22:32:05,I,13,영업중,2015-03-05 11:35:08,,2015-03-05,407-052,인천광역시 계양구 계산동 ***번지 **호,PHMG120153550020047000012,3550000,인천광역시 계양구 어사대로 ** (계산동),21050,01,영업/정상,,,,122.24
M&J,2012-06-22,203583.54886256,455602.025691467,2026-05-03 22:34:14,I,03,폐업,2012-06-25 08:58:17,,2010-11-02,136-865,서울특별시 성북구 월곡*동 **번지 ***호 *층,PHMG120103070034047000040,3070000,"서울특별시 성북구 화랑로**길 * (하월곡동,*층)",,03,폐업,,,02-6083-3005,
핸님몰,,203694.360372726,463694.609274896,2026-05-03 22:36:07,I,13,영업중,2025-02-19 13:39:36,,2025-02-19,,서울특별시 도봉구 도봉동 ***-**,PHMG120253090033047000010,3090000,서울특별시 도봉구 시루봉로**다길 **-* (도봉동),01308,01,영업/정상,,,,37.72
시성,,201654.075871688,453593.837775363,2026-05-03 22:34:23,I,15,전출,2025-04-29 17:55:33,,2011-04-14,,서울특별시 성북구 보문동*가 ***번지,PHMG120113070034047000022,3070000,"서울특별시 성북구 보문로 ***, *층 (보문동*가)",02872,05,제외/삭제/전출,,,,
퓨쳐메디칼트레이딩,2009-12-31,200820.261137542,454256.676715286,2026-05-03 22:33:49,I,03,폐업,2020-12-08 13:14:34,,2007-10-17,,서울특별시 성북구 동소문동*가 ** 흥화브라운 동소문빌딩,PHMG120073070034047000016,3070000,"서울특별시 성북구 동소문로 **, 흥화브라운 동소문빌딩 *층 ***호 (동소문동*가)",02832,03,폐업,,,,
동의메디칼상사,2013-01-18,175449.915234411,447704.980176455,2026-05-03 22:31:55,I,24,직권폐업,2013-01-25 14:12:26,,2000-12-14,407-824,인천광역시 계양구 작전*동 ***번지 **호,PHMG120003550020047000006,3550000,인천광역시 계양구 계양대로 ** (작전동),,04,취소/말소/만료/정지/중지,,,032-553-0243,
웅진코웨이주식회사,2012-02-22,,,2026-05-03 22:32:00,I,03,폐업,2012-02-23 09:04:27,,2010-03-26,407-806,인천광역시 계양구 계산*동 신도브레뉴 상가 ***호,PHMG120103550020047000007,3550000,,,03,폐업,,,,
(주)코리아세븐 성북돈암초교점,2019-10-23,201163.069673855,454507.714548084,2026-05-03 22:34:58,I,03,폐업,2019-10-23 10:36:44,,2015-08-10,,서울특별시 성북구 동소문동*가 **번지 *호 지층,PHMG120153070034047000056,3070000,"서울특별시 성북구 동소문로**길 **, 지층 (동소문동*가)",02830,03,폐업,,,02-921-3463,
한빛나노의료기 장위점,2009-03-06,204451.486806254,456775.551575983,2026-05-03 22:33:50,I,03,폐업,2020-12-04 15:38:42,,2008-02-18,,서울특별시 성북구 장위동 ***-***,PHMG120083070034047000010,3070000,"서울특별시 성북구 장위로**길 *-**, *층 (장위동)",02770,03,폐업,,,,
트웰브먼스,2023-04-27,202694.452137399,461628.997404004,2026-05-03 22:35:23,I,03,폐업,2023-05-08 11:54:54,,2021-02-02,,서울특별시 도봉구 쌍문동 ** 한양*차아파트,PHMG120213090033047000006,3090000,"서울특별시 도봉구 해등로 ***, *동 ***호 (쌍문동, 한양*차아파트)",01430,03,폐업,,,,
도담메디,2024-11-11,161707.158513711,443531.702212266,2026-05-03 22:32:00,I,24,직권폐업,2024-11-11 17:20:50,,2019-02-26,,인천광역시 중구 중산동 ****번지 *호 e편한세상 영종국제도시 오션하임,PHMG120193490019047000004,3490000,"인천광역시 중구 두미포로 *** (중산동, e편한세상 영종국제도시 오션하임)",22394,04,취소/말소/만료/정지/중지,,,,99
태양메디칼,2012-08-21,205233.815277053,456930.952483576,2026-05-03 22:34:09,I,24,직권폐업,2017-03-28 16:32:06,,2010-06-18,136-826,서울특별시 성북구 장위*동 *번지 **호 (*층),PHMG120103070034047000024,3070000,"서울특별시 성북구 한천로**길 ** (장위동,(*층))",,04,취소/말소/만료/정지/중지,,,,
헬스트론 성북지점,2021-05-31,201577.633500018,454607.521482212,2026-05-03 22:35:37,I,03,폐업,2021-05-31 15:06:27,,2018-10-01,,서울특별시 성북구 동선동*가 ***번지 **호,PHMG120183070034047000064,3070000,"서울특별시 성북구 동소문로 ***, *층 (동선동*가)",02845,03,폐업,,,,
몽스컴퍼니,,204031.968329866,461333.59735433,2026-05-03 22:35:19,I,13,영업중,2020-05-20 08:54:01,,2020-05-19,,서울특별시 도봉구 창동 ***번지 동아그린아파트 ***동 ****호,PHMG120203090033047000017,3090000,"서울특별시 도봉구 노해로**다길 **, ***동 ****호 (창동, 동아그린아파트)",01399,01,영업/정상,,,,
안심건강센터,,176314.282864257,449061.900629413,2026-05-03 22:32:21,I,13,영업중,2025-12-01 14:05:39,,2025-11-27,,인천광역시 계양구 계산동 ***-* 스카이포인트,PHMG120253550020047000062,3550000,"인천광역시 계양구 안산로 **, 스카이포인트 ***호 (계산동)",21031,01,영업/정상,,,,84.61
한미미업교육상담,2017-06-30,201462.03492479,454370.769911895,2026-05-03 22:34:58,I,03,폐업,2017-06-30 17:25:19,,2015-09-22,,서울특별시 성북구 동선동*가 *번지 *호 *층,PHMG120153070034047000065,3070000,"서울특별시 성북구 동소문로**다길 **, *층 (동선동*가, 세창빌딩)",02845,03,폐업,,,,
문정메디칼상사,2012-09-21,176524.182651074,447317.232909082,2026-05-03 22:31:57,I,03,폐업,2012-09-24 15:00:29,,2006-04-18,407-821,인천광역시 계양구 작전서운동 ***번지 *호 제일빌딩 나동,PHMG120063550020047000012,3550000,"인천광역시 계양구 효서로 ***, 나동 (작전동,제일빌딩)",,03,폐업,,,032-552-3183,
우리글로벌,2017-12-05,203356.110282156,461599.456980604,2026-05-03 22:34:54,I,03,폐업,2017-12-05 13:15:19,,2016-12-20,,서울특별시 도봉구 쌍문동 ***번지 지층,PHMG120163090033047000056,3090000,"서울특별시 도봉구 해등로 ***, 지층 (쌍문동)",01432,03,폐업,,,,
슈올즈 방학점,,203693.726102062,462606.573131716,2026-05-03 22:36:06,I,13,영업중,2025-09-23 17:29:15,,2024-12-09,,서울특별시 도봉구 방학동 ***-**,PHMG120243090033047000064,3090000,"서울특별시 도봉구 도봉로 ***, *층 (방학동)",01340,01,영업/정상,,,,
(주) 브라이텍,,201768.954624973,453426.841551586,2026-05-03 22:35:01,I,15,전출,2024-07-25 09:33:39,,2016-02-05,,서울특별시 성북구 보문동*가 **번지,PHMG120163070034047000006,3070000,"서울특별시 성북구 보문로 **, A동 *층 (보문동*가)",02852,05,제외/삭제/전출,,,02-948-8246,
(주)클린라이프케어,,201048.060161314,455604.450856387,2026-05-03 22:35:48,I,02,휴업,2024-07-09 14:30:01,,2020-08-12,,서울특별시 성북구 정릉동 ***-*,PHMG120203070034047000048,3070000,"서울특별시 성북구 정릉로**가길 *, *층 (정릉동)",02814,02,휴업,2024-07-09,2025-05-31,,
(주)아성다이소방학역점,,203758.747577559,462662.58088669,2026-05-03 22:34:50,I,13,영업중,2023-05-11 15:58:52,,2016-03-14,,서울특별시 도봉구 방학동 ***번지 *호,PHMG120163090033047000010,3090000,서울특별시 도봉구 도봉로 *** (방학동),01333,01,영업/정상,,,02-3494-6016,
도봉보청기센터,2015-12-17,202823.174373122,460470.534272629,2026-05-03 22:34:21,I,24,직권폐업,2015-12-17 16:26:25,,2011-05-16,132-864,서울특별시 도봉구 쌍문*동 ***번지 **호 *층,PHMG120113090033047000019,3090000,"서울특별시 도봉구 도봉로***길 *, *층 (쌍문동)",01448,04,취소/말소/만료/정지/중지,,,,
미건의료기 성북성신여대지점,2011-07-08,201149.2310736,454383.861117126,2026-05-03 22:34:07,I,03,폐업,2011-07-08 16:21:22,,2010-03-15,136-035,서울특별시 성북구 동소문동*가 *번지 *층,PHMG120103070034047000007,3070000,"서울특별시 성북구 보문로**길 * (동소문동*가,*층)",,03,폐업,,,,
솔덴탈,2020-05-26,204275.68569287,456094.452209942,2026-05-03 22:34:30,I,03,폐업,2020-05-26 15:22:19,,2012-04-13,,서울특별시 성북구 상월곡동 **번지 **호,PHMG120123070034047000019,3070000,"서울특별시 성북구 화랑로**길 **, *층 (상월곡동)",02773,03,폐업,,,02-911-0013,
엔비티에스,2012-07-02,203187.009761004,460639.247949502,2026-05-03 22:34:07,I,03,폐업,2012-07-02 15:56:30,,2010-07-02,132-924,서울특별시 도봉구 창*동 ***번지 *호 *층,PHMG120103090033047000021,3090000,"서울특별시 도봉구 도봉로***길 **, *층 (창동)",,03,폐업,,,,
레미니스,,201152.126199925,454955.669314121,2026-05-03 22:36:38,I,13,영업중,2025-07-22 13:31:24,,2025-07-21,,서울특별시 성북구 동소문동*가 ** 경향빌딩,PHMG120253070034047000040,3070000,"서울특별시 성북구 아리랑로*길 **, 경향빌딩 *층 (동소문동*가)",02826,01,영업/정상,,,,
씨유 안암센트럴점,,202633.236308421,453691.276730945,2026-05-03 22:36:06,I,13,영업중,2022-02-07 13:55:05,,2022-02-07,,서울특별시 성북구 안암동*가 **-*** 안암랜드빌딩,PHMG120223070034047000041,3070000,"서울특별시 성북구 고려대로**길 **, 안암랜드빌딩 *층 (안암동*가)",02856,01,영업/정상,,,02-921-4321,
세븐일레븐 고대본점,,202519.12911971,453504.175537535,2026-05-03 22:35:55,I,13,영업중,2024-02-13 10:37:32,,2021-05-04,,서울특별시 성북구 안암동*가 ***-***,PHMG120213070034047000051,3070000,서울특별시 성북구 고려대로**길 ** (안암동*가),02855,01,영업/정상,,,02-6012-0631,
YK메디칼,,176670.557328086,448161.309575535,2026-05-03 22:32:10,I,13,영업중,2018-06-12 10:57:48,,2018-06-11,,인천광역시 계양구 계산동 ****번지 *호 대산월드프라자 **층  ***호,PHMG120183550020047000026,3550000,"인천광역시 계양구 계양문화로 **, 대산월드프라자 **층 ***호 (계산동)",21069,01,영업/정상,,,,6.6
(주)호랑이가게,,200082.297001586,456382.580178831,2026-05-03 22:35:46,I,13,영업중,2025-04-30 15:21:14,,2020-05-26,,서울특별시 성북구 정릉동 ***,PHMG120203070034047000026,3070000,"서울특별시 성북구 정릉로 ***, 고려대학교 메디사이언스파크 동화바이오관 *층 ***호 (정릉동)",02708,01,영업/정상,,,02-920-6204,
GS25병방중앙점,2016-07-11,177279.282550538,449463.685066391,2026-05-03 22:32:04,I,03,폐업,2016-07-11 16:35:18,,2014-11-10,407-320,인천광역시 계양구 병방동 ***번지 *호,PHMG120143550020047000083,3550000,인천광역시 계양구 장제로***번길 ** (병방동),21028,03,폐업,,,032-548-6871,
GS25방학명문점,2021-06-30,203558.847496706,462789.017638655,2026-05-03 22:34:47,I,03,폐업,2021-06-30 15:05:11,,2015-12-09,,서울특별시 도봉구 방학동 ***번지 **호 *층,PHMG120153090033047000071,3090000,"서울특별시 도봉구 도당로 ***, *층 (방학동)",01351,03,폐업,,,,
웰테크코리아,2025-12-18,175891.757466625,447146.070622545,2026-05-03 22:32:16,I,03,폐업,2025-12-18 14:35:57,,2021-12-10,,인천광역시 계양구 작전동 ***-* 동보아파트,PHMG120223550020047000149,3550000,"인천광역시 계양구 아나지로 ***, 동보아파트 상가동 ***-*호 (작전동)",21119,03,폐업,,,,
(주)트윈프라자,2021-11-22,200930.548861804,454243.746608075,2026-05-03 22:35:48,I,03,폐업,2021-11-22 15:54:13,,2020-12-11,,서울특별시 성북구 동소문동*가 **-* 삼성빌딩,PHMG120203070034047000066,3070000,"서울특별시 성북구 동소문로 **, 삼성빌딩 *층 (동소문동*가)",02860,03,폐업,,,02-324-2000,
케이코드쇼핑,,166019.150369699,441493.847213678,2026-05-03 22:32:07,I,15,전출,2024-12-23 09:47:10,,2024-06-12,,,PHMG120243490019047000024,3490000,"인천광역시 중구 인중로  ***-* , 인천역코아루센트럴시티A동****호",22313,05,제외/삭제/전출,,,,
