사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
엘림광고사,,204410.610799368,453748.280231232,2026-05-03 22:30:27,I,20,정상,2025-05-15 15:27:53,1998-08-01,서울특별시 동대문구 청량리동 **-**,1998305008708200049,3050000,서울특별시 동대문구 제기로 *** (청량리동),02462,,옥외광고물제작,01,영업/정상,,,02-966-7127
연합광고,,204181.589533488,452788.403861456,2026-05-03 22:30:27,I,20,정상,2025-05-15 15:01:56,1998-08-01,서울특별시 동대문구 전농동 ***-*,1998305008708200050,3050000,서울특별시 동대문구 서울시립대로*길 * (전농동),02558,,옥외광고물제작,01,영업/정상,,,02-2245-1118
동서광고,,204902.155884877,451677.960666848,2026-05-03 22:30:27,I,20,정상,2025-05-15 15:24:12,1998-08-01,서울특별시 동대문구 답십리동 ***-**,1998305008708200059,3050000,서울특별시 동대문구 사가정로*길 *** (답십리동),02605,,옥외광고물제작,01,영업/정상,,,02-2248-0978
전농광고페인트,,,,2026-05-03 22:30:27,I,70,취소,2009-03-03 13:23:19,1998-08-01,서울특별시 동대문구 전농동 ***-***,1998305008708200082,3050000,,,,옥외광고물제작,04,취소/말소/만료/정지/중지,2001-06-10,2002-12-10,02-2213-6286
여주광고,,205357.210501958,451189.461137914,2026-05-03 22:30:27,I,20,정상,2025-05-15 15:09:13,1998-05-14,서울특별시 동대문구 장안동 ***-*,1998305008708200091,3050000,서울특별시 동대문구 천호대로**길 ** (장안동),02634,,옥외광고물제작,01,영업/정상,,,02-2246-0383
백제광고,,205677.397834889,452147.50469466,2026-05-03 22:30:27,I,20,정상,2020-12-15 10:50:06,1998-08-01,서울특별시 동대문구 답십리동 ***-*,1998305008708200141,3050000,서울특별시 동대문구 답십리로**길 ** (답십리동),02610,,옥외광고물제작,01,영업/정상,,,02-2245-2423
(주)광일광고기업,,205811.588061069,451104.428484125,2026-05-03 22:30:27,I,20,정상,2025-05-15 15:33:32,1998-08-01,서울특별시 동대문구 장안동 ***-* 광일빌딩,1998305008708200149,3050000,"서울특별시 동대문구 장한로*길 **, 광일빌딩 (장안동)",02644,,옥외광고물제작,01,영업/정상,,,02-2248-2939
대영기업,,205403.397081256,454246.915616203,2026-05-03 22:30:27,I,20,정상,2025-05-15 15:17:08,1998-08-01,서울특별시 동대문구 휘경동 *** 서원B/D ***호,1998305008708200156,3050000,"서울특별시 동대문구 망우로**길 **, 서원B/D ***호 (휘경동)",02436,,옥외광고물제작,01,영업/정상,,,02-2214-7585
새빛인테리어,,205834.557143569,452446.264335805,2026-05-03 22:30:27,I,20,정상,2022-08-02 15:21:36,1998-04-20,서울특별시 동대문구 답십리동 *-** *층 *-*호,1998305008708200188,3050000,서울특별시 동대문구 한천로 *** (답십리동),02535,,옥외광고물제작,01,영업/정상,,,02-2249-9053
(주)한송기획,,206072.544861172,452050.40687568,2026-05-03 22:30:28,I,01,,1998-08-01 00:00:00,1998-08-01,서울특별시 동대문구 장안동 ***-*,1998305008708200228,3050000,서울특별시 동대문구 장한로**길 **-*  (장안동),,,옥외광고물제작,01,영업/정상,,,02-2246-9987
공간기획,,205066.202729228,452704.772651051,2026-05-03 22:30:28,I,01,,1998-11-04 00:00:00,1998-11-04,서울특별시 동대문구 전농동 **-**,1998305008708200245,3050000,,,,옥외광고물제작,01,영업/정상,,,02-2247-0780
