사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,다른겸업여부,도로명주소,도로명우편번호,재개업일자,수리대상의료기기의유형,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
혜성메딕스,2019-08-21,194100.40672368,444454.676192525,2026-05-03 22:34:22,I,03,폐업,2019-08-22 15:27:39,,2012-10-22,156-836,서울특별시 동작구 상도동 354번지 2호,PHMG320123190033047400002,3190000,Y,서울특별시 동작구 상도로15길 38 (상도동),,,내시경,03,폐업,,,02-6053-6624,
굿모닝보청기 사당난청센터,2016-04-07,198131.102087635,441650.915453321,2026-05-03 22:34:22,I,03,폐업,2016-04-07 17:38:10,,2015-07-31,,서울특별시 동작구 사당동 1044번지 34호 굿모닝보청기사당난청센터,PHMG320153190033047400001,3190000,Y,"서울특별시 동작구 남부순환로 2077, 402호 (사당동, 건축회관)",07025,,보청기,03,폐업,,,02-522-9511,
(주)에스케이엠엔엠,2017-04-11,198131.102087635,441650.915453321,2026-05-03 22:34:22,I,03,폐업,2017-04-14 11:32:05,,2015-08-12,,서울특별시 동작구 사당동 1044번지 34호 6층 2호,PHMG320153190033047400002,3190000,Y,"서울특별시 동작구 남부순환로 2077, 6층 2호 (사당동, 건축회관)",07025,,"ultrasound(초음파), endoscope(내시경)",03,폐업,,,34715894,
태현메드,2017-03-27,198131.102087635,441650.915453321,2026-05-03 22:34:22,I,03,폐업,2017-04-03 10:33:01,,2015-03-12,,서울특별시 동작구 사당동 1044번지 34호 6층 1호,PHMG320153190033047400003,3190000,Y,"서울특별시 동작구 남부순환로 2077, 6층 1호 (사당동, 건축회관)",07025,,"펄스옥시미터, 환자감시장치, 내시경",03,폐업,,,02-467-1775,
(주)티원에이치,2022-10-06,198131.102087635,441650.915453321,2026-05-03 22:34:22,I,03,폐업,2022-10-06 15:51:14,,2016-04-07,,서울특별시 동작구 사당동 1044번지 34호 5층 2호,PHMG320163190033047400001,3190000,Y,"서울특별시 동작구 남부순환로 2077, 5층 2호 (사당동, 건축회관)",07025,,보청기,03,폐업,,,02-521-9851,
제이에스메디칼,2021-11-05,194100.40672368,444454.676192525,2026-05-03 22:34:23,I,03,폐업,2021-11-08 16:57:37,,2019-09-03,,서울특별시 동작구 상도동 354번지 2호 경진체육관 202호,PHMG320193190033047400003,3190000,,"서울특별시 동작구 상도로15길 38, 경진체육관 2층 202호 (상도동)",06950,,의료용경,03,폐업,,,02-6315-6625,
엠시스,2018-05-02,189089.927764903,442569.300676147,2026-05-03 22:34:20,I,03,폐업,2018-05-04 14:00:54,,2009-09-16,,,PHMG320093170035047400005,3170000,Y,"서울특별시 금천구 가마산로 96, 407호 (가산동, 대륭테크노타운8차)",08501,,"이학진료용기기, 전기수술장치, 레이저진료기",03,폐업,,,21630118,
엘사,2012-07-16,189369.53962474,441629.361414684,2026-05-03 22:34:20,I,03,폐업,2012-07-16 11:58:35,,2010-09-15,153-023,서울특별시 금천구 가산동 550번지 1호 롯데아이티캐슬  2동 1003호,PHMG320103170035047400001,3170000,Y,"서울특별시 금천구 가산디지털2로 98, 2동 1003호 (가산동,롯데아이티캐슬)",,,"일반기기, 방사선진료장치",03,폐업,,,,
(주)오픈텔레콤,2013-04-15,189720.13564195,440711.695061423,2026-05-03 22:34:21,I,03,폐업,2013-04-22 17:53:38,,2010-05-13,153-023,서울특별시 금천구 가산동 569번지 21호 대륭테크노타운2차 804호,PHMG320103170035047400003,3170000,Y,"서울특별시 금천구 가산디지털1로 33-33, 804호 (가산동,대륭테크노타운2차)",,,환자운반차,03,폐업,,,,
헤라우스덴탈코리아(주),2015-10-16,189472.091898625,441483.675018356,2026-05-03 22:34:21,I,03,폐업,2015-10-16 17:21:19,,2010-12-09,153-023,서울특별시 금천구 가산동 345번지 30호 남성프라자 501호,PHMG320103170035047400005,3170000,Y,서울특별시 금천구 디지털로 130 (가산동),08589,,치과용기기,03,폐업,,,070-7093-0007,
(사)한국장애인케어협회,2016-05-03,190858.649482406,440808.541334678,2026-05-03 22:34:21,I,03,폐업,2016-05-03 15:11:50,,2011-03-03,153-813,서울특별시 금천구 독산1동 291번지 5호,PHMG320113170035047400001,3170000,Y,"서울특별시 금천구 시흥대로 399, F-507호 (독산동, 시티렉스)",08584,,환자운반차,03,폐업,,,32807755,
퀴아젠코리아 유한회사,2013-04-24,,,2026-05-03 22:34:22,I,03,폐업,2013-04-25 08:53:48,,2011-05-11,153-786,서울특별시 금천구 가산동 우림라이온스밸리 B동 B119호,PHMG320113170035047400002,3170000,Y,,,,체외진단용기기,03,폐업,,,26265776,
워터케어,2015-10-12,190057.736482527,440401.86132155,2026-05-03 22:34:22,I,03,폐업,2015-10-12 11:26:46,,2011-05-18,153-023,서울특별시 금천구 가산동 715번지 고려테크온 703호,PHMG320113170035047400003,3170000,N,"서울특별시 금천구 범안로 1138 (가산동,고려테크온 703호)",,,내장기능대용기(인공신장기용 정수장치),03,폐업,,,070-4154-6703,
(주)이화헬스케어,2019-05-21,190050.903572929,440523.497478209,2026-05-03 22:34:23,I,03,폐업,2019-05-21 14:39:35,,2016-01-05,,,PHMG320163170035047400001,3170000,Y,"서울특별시 금천구 가산디지털1로 2, 1301호 (가산동, 우림라이온스밸리2차)",08591,,"진단용X선촬영장치, 디지털X선촬영장치, 체외충격파쇄석기, 체외충격파치료기, 이메지인텐시화이어X선투시촬영장치, 의료용영상처리장치",03,폐업,,,20272555,
리덴컴퍼니,2025-11-04,189700.026948955,441229.110998601,2026-05-03 22:34:25,I,03,폐업,2025-11-04 10:48:38,,2018-05-16,,서울특별시 금천구 가산동 345번지 13호 파트너스타워,PHMG320183170035047400004,3170000,N,"서울특별시 금천구 가산디지털1로 83, 파트너스타워 1401-G호 (가산동)",08589,,치과용 핸드피스,03,폐업,,,,
서인덴탈,2024-12-03,189982.344533404,441928.69040241,2026-05-03 22:34:25,I,03,폐업,2024-12-03 16:36:02,,2019-04-17,,,PHMG320193170035047400001,3170000,Y,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 지110호 (가산동)",08512,,치과의료기기,03,폐업,,,02-857-7563,
세기덴탈,2015-09-30,194039.106314467,444075.148532295,2026-05-03 22:34:19,I,03,폐업,2016-03-25 10:42:34,,2005-05-18,156-844,서울특별시 동작구 상도3동 256번지 42호 지하1층,PHMG320053190033047400001,3190000,,"서울특별시 동작구 성대로 42 (상도동,지하1층)",,,치과용기기,03,폐업,,,02-778-0646,
서울상사,2019-03-30,194086.956881324,445497.280647751,2026-05-03 22:34:19,I,03,폐업,2019-04-23 20:08:39,,2005-06-20,,,PHMG320053190033047400002,3190000,,서울특별시 동작구 등용로12나길 20 (대방동),06932,,치과용기기,03,폐업,,,02-815-9667,
세원메디칼,2012-03-13,198290.855270233,443180.119099334,2026-05-03 22:34:20,I,03,폐업,2012-03-13 14:55:33,,2007-05-02,156-814,서울특별시 동작구 사당2동 72번지 14호 3층,PHMG320073190033047400001,3190000,,"서울특별시 동작구 동작대로35가길 1 (사당동,3층)",,,전기수술장치,03,폐업,,,02-591-9360,
아시안스타(주),2012-04-06,,,2026-05-03 22:34:20,I,03,폐업,2012-04-06 15:03:10,,2008-01-08,156-832,서울특별시 동작구 상도2동 25번지 8호 지하1층,PHMG320083190033047400001,3190000,,"서울특별시 동작구 상도로 209 (상도동,지하1층)",,,전기수술장치,03,폐업,,,02-821-4805,
동작구장애인단체협의회,2018-05-02,193699.189949205,444190.844599349,2026-05-03 22:34:20,I,03,폐업,2018-05-03 11:34:45,,2009-02-13,156-808,서울특별시 동작구 대방동 335번지 17호 대방동크리닉센터 4층,PHMG320093190033047400001,3190000,,"서울특별시 동작구 상도로 81 (대방동,대방동크리닉센터 4층)",,,환자운반차,03,폐업,,,02-812-4833,
(주)중외제약,2012-11-15,191481.81674639,442602.765890516,2026-05-03 22:34:20,I,03,폐업,2012-11-15 10:55:26,,2010-03-11,156-854,서울특별시 동작구 신대방1동 698번지,PHMG320103190033047400001,3190000,,서울특별시 동작구 시흥대로 596 (신대방동),,,체외진단용기기,03,폐업,,,02-840-6980,
와이덱스보청기 이수점,2014-02-21,198308.285936457,442672.602404162,2026-05-03 22:34:21,I,03,폐업,2014-02-21 10:35:20,,2011-06-20,156-816,서울특별시 동작구 사당2동 145번지 2호 4층 5호,PHMG320113190033047400001,3190000,N,"서울특별시 동작구 동작대로 109 (사당동,4층 5호)",,,보청기,03,폐업,,,,
동부대우전자서비스(주)잠실센터,2016-06-03,208589.363343145,445455.90405262,2026-05-03 22:40:15,I,03,폐업,2016-06-03 15:37:55,,2005-06-17,,서울특별시 송파구 잠실동 40번지 1호,PHMG320053230034047400001,3230000,Y,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데월드)",05554,,"의료용물질생성기, 정형용기기, 체온측정용기구, 생체현상측정기기",03,폐업,,,,
(주)리스퀘어시스템즈,2021-12-08,,,2026-05-03 22:40:17,I,03,폐업,2021-12-08 13:47:03,,2010-03-09,,서울특별시 송파구 문정동 651번지 10호 파트너스1,PHMG320103230034047400001,3230000,Y,"서울특별시 송파구 법원로 92, 파트너스1 7층 712호 (문정동)",05855,,"일반기기,방사선진료장치,비전리진단장치,생체현상측정기기",03,폐업,,,02-2067-9142,
(주)대세엠케어,2017-04-28,210469.259786581,444989.00617681,2026-05-03 22:40:17,I,03,폐업,2017-04-28 17:07:23,,2011-02-21,138-836,서울특별시 송파구 방이1동 227번지 12호,PHMG320113230034047400001,3230000,Y,서울특별시 송파구 오금로 229 (방이동),05644,,환자운반차,03,폐업,,,22032333,
정우인터내셔널,2012-04-06,210178.512549459,445161.753766276,2026-05-03 22:40:17,I,03,폐업,2012-04-06 16:20:59,,2011-02-25,138-830,서울특별시 송파구 방이2동 124번지 13호 유림빌딩 407호,PHMG320113230034047400002,3230000,Y,"서울특별시 송파구 오금로 193 (방이동, 유림빌딩407호)",,,방사선진료장치,03,폐업,,,,
위니아서비스송파점,2019-01-16,210014.906260469,444118.580681921,2026-05-03 22:40:18,I,03,폐업,2019-01-16 16:59:25,,2011-05-20,138-854,서울특별시 송파구 송파2동 186번지 3호 KR빌딩 1층,PHMG320113230034047400003,3230000,Y,"서울특별시 송파구 송파대로34길 15 (송파동, KR빌딩 1층)",05677,,의료용물질생성기,03,폐업,,,,
장애인복지협회,2017-05-08,212557.224649997,443600.599144102,2026-05-03 22:40:18,I,03,폐업,2017-05-17 10:26:34,,2011-07-01,138-813,서울특별시 송파구 거여1동 22번지 1호 1층,PHMG320113230034047400004,3230000,Y,"서울특별시 송파구 오금로59길 3-28, 1층 (거여동)",05744,,환자운반차,03,폐업,,,,
휴먼상사,2012-08-03,210178.512549459,445161.753766276,2026-05-03 22:40:19,I,03,폐업,2012-08-03 11:25:12,,2011-08-01,138-830,서울특별시 송파구 방이2동 124번지 13호 유림빌딩 407호,PHMG320113230034047400005,3230000,N,"서울특별시 송파구 오금로 193 (방이동, 유림빌딩407호)",,,"방사선진료장치, 비전리진단장치",03,폐업,,,,
앞썬,2024-03-18,212333.024121399,444522.949624142,2026-05-03 22:40:19,I,03,폐업,2024-03-18 15:36:31,,2011-08-01,,서울특별시 송파구 오금동 115번지 2호 앞썬빌딩,PHMG320113230034047400006,3230000,Y,"서울특별시 송파구 마천로27길 3, 앞썬빌딩 3층 (오금동)",05731,,"진료대, 판금물, 이학진료용기기, 생체현상측정기기, 심혈관용기계기구, 시술기구, 부목, 환자운반차, 정형용기기",03,폐업,,,,
나무메드,2023-01-06,211930.000344413,443806.276610581,2026-05-03 22:40:20,I,03,폐업,2023-01-06 14:31:08,,2011-08-01,138-811,서울특별시 송파구 가락2동 174번지 20호 광진빌딩 201호,PHMG320113230034047400009,3230000,Y,"서울특별시 송파구 오금로46길 12 (가락동, 광진빌딩 201호)",05769,,체외진단용의료기기,03,폐업,,,,
(주)동광메디텍,2011-10-24,208366.297102118,444687.690015661,2026-05-03 22:40:20,I,03,폐업,2012-05-02 14:46:35,,2011-08-01,138-840,서울특별시 송파구 삼전동 116번지 16호 풍년빌딩 3층,PHMG320113230034047400010,3230000,Y,"서울특별시 송파구 백제고분로31길 19 (삼전동, 풍년빌딩3층)",,,,03,폐업,,,,
메디랩코리아(주),2024-04-25,210954.712901719,445427.812426371,2026-05-03 22:40:20,I,03,폐업,2024-04-25 15:30:19,,2011-08-01,,서울특별시 송파구 방이동 190번지 신라빌딩,PHMG320113230034047400012,3230000,Y,"서울특별시 송파구 양재대로71길 20, 신라빌딩 3층 (방이동)",05638,,"마취기, 심혈관용기계기구, 일반기기, 시술기구",03,폐업,,,,
(주)동방사이메드,2011-10-21,209348.945516827,445173.845128449,2026-05-03 22:40:20,I,03,폐업,2017-01-05 14:03:04,,2011-08-01,138-848,서울특별시 송파구 송파1동 28번지 14호,PHMG320113230034047400014,3230000,Y,서울특별시 송파구 백제고분로41길 32 (송파동),05622,,"체외진단용기기, 생체현상측정기기",03,폐업,,,,
한림양행,2017-11-15,213061.477623641,444333.667752828,2026-05-03 22:40:20,I,03,폐업,2017-11-15 17:14:34,,2011-08-01,138-818,서울특별시 송파구 마천2동 49번지 2층,PHMG320113230034047400016,3230000,Y,"서울특별시 송파구 성내천로 182, 2층 (마천동)",05754,,이학진료용기기,03,폐업,,,34631177,
메덱사아시아(주),2015-06-16,211182.039440114,445171.927200021,2026-05-03 22:40:21,I,03,폐업,2015-06-16 17:51:15,,2011-08-01,138-855,서울특별시 송파구 오금동 18번지 38호 고방당빌딩 302호,PHMG320113230034047400019,3230000,Y,"서울특별시 송파구 위례성대로20길 31 (오금동, 고방당빌딩302호)",,,정형용기기,03,폐업,,,34013471,
(주)대명사이언스,2019-05-13,210932.613898518,443658.512850046,2026-05-03 22:40:21,I,03,폐업,2019-05-13 17:45:23,,2011-08-01,138-807,"서울특별시 송파구 가락2동 128번지 9호 디엠빌딩 지하1층, 3층, 4층",PHMG320113230034047400020,3230000,Y,"서울특별시 송파구 송이로23길 8 (가락동, 디엠빌딩 지하1층,3층,4층)",05828,,시술기구,03,폐업,,,,
(주)세인메덱스,2013-01-18,209955.293059354,445621.413941303,2026-05-03 22:40:21,I,03,폐업,2013-01-18 14:31:21,,2011-08-01,138-830,서울특별시 송파구 방이2동 107번지 7호 상우빌딩 601호,PHMG320113230034047400021,3230000,Y,"서울특별시 송파구 백제고분로 471 (방이동, 상우빌딩601호)",,,레이저진료기,03,폐업,,,34531700,
인디바코리아,2012-04-16,210480.282018702,441833.16323518,2026-05-03 22:40:21,I,03,폐업,2012-04-16 13:40:24,,2011-08-01,138-962,서울특별시 송파구 문정2동 292번지 가든파이브툴 8층 S14호,PHMG320113230034047400022,3230000,N,"서울특별시 송파구 충민로 10 (문정동, 가든파이브툴8층S14호)",,,이학진료용기기,03,폐업,,,,
(주)송파엘지씨,2019-09-20,209171.838192251,445176.833097405,2026-05-03 22:40:21,I,03,폐업,2019-09-20 10:55:25,,2011-08-01,138-848,서울특별시 송파구 송파동 7번지 하이프라자,PHMG320113230034047400024,3230000,N,"서울특별시 송파구 송파대로 476, 4층 (송파동)",05624,,"정형용기기, 의료용물질생성기",03,폐업,,,,
세라젬월드,2011-10-24,208551.371598251,444626.338997722,2026-05-03 22:40:21,I,03,폐업,2012-05-02 14:49:06,,2011-08-01,138-842,서울특별시 송파구 석촌동 10번지 11호 B04,PHMG320113230034047400025,3230000,N,"서울특별시 송파구 삼학사로16길 3-3 (석촌동, B04)",,,"이학진료용기기, 의료용물질생성기",03,폐업,,,22031147,
(주)우진상행,2023-06-13,208297.715132809,444142.133176683,2026-05-03 22:40:21,I,03,폐업,2023-06-13 17:32:39,,2011-08-01,138-841,서울특별시 송파구 삼전동 168번지 18호 동은빌딩 2층,PHMG320113230034047400026,3230000,Y,"서울특별시 송파구 백제고분로32길 34 (삼전동, 동은빌딩2층)",05588,,전기수술장치,03,폐업,,,,
라파메디칼,2024-05-09,212645.539631084,443127.535494347,2026-05-03 22:40:22,I,03,폐업,2024-05-09 13:35:51,,2011-08-01,138-816,서울특별시 송파구 거여1동 290번지 1호 317호,PHMG320113230034047400031,3230000,Y,"서울특별시 송파구 양산로 14, 317호 (거여동)",05779,,방사선진료장치,03,폐업,,,,
이에프메디칼 시스템,2012-08-13,208677.254571753,444248.482995265,2026-05-03 22:40:22,I,03,폐업,2012-08-13 18:06:40,,2011-09-14,138-845,서울특별시 송파구 석촌동 230번지 101호,PHMG320113230034047400034,3230000,Y,"서울특별시 송파구 삼학사로10길 18, 1층 101호 (석촌동)",,,일반기기,03,폐업,,,,
세라젬월드,2012-05-02,209576.621957045,445779.100983519,2026-05-03 22:40:22,I,03,폐업,2012-05-02 17:55:24,,2011-10-31,138-828,서울특별시 송파구 방이2동 63번지 11호 304호,PHMG320113230034047400035,3230000,N,"서울특별시 송파구 올림픽로32길 20, 304호 (방이동)",,,"의료용물질생성기, 이학진료용기기",03,폐업,,,,
(주)한영이에프메디칼,2013-04-17,208728.409991429,444087.081203257,2026-05-03 22:40:22,I,03,폐업,2013-04-17 14:12:24,,2012-03-09,138-845,서울특별시 송파구 석촌동 226번지 1호   401호,PHMG320123230034047400001,3230000,Y,"서울특별시 송파구 가락로 27, 401호 (석촌동)",,,방사선진단장비,03,폐업,,,,
송파장애인노인센터(폐),2015-06-10,213442.189972532,443444.093292135,2026-05-03 22:40:22,I,03,폐업,2015-11-12 17:38:34,,2012-08-01,138-821,서울특별시 송파구 마천1동 308번지 34호 1층,PHMG320123230034047400003,3230000,Y,"서울특별시 송파구 마천로61길 2, 1층 (마천동)",05763,,전동휠체어(환자운반차),03,폐업,,,60530996,
다정케어,2017-05-23,212975.386660044,444029.024923517,2026-05-03 22:40:22,I,03,폐업,2017-05-23 16:56:17,,2012-11-09,138-818,서울특별시 송파구 마천2동 118번지 2호 1층,PHMG320123230034047400004,3230000,Y,"서울특별시 송파구 거마로20길 5, 1층 (마천동)",05755,,환자운반차,03,폐업,,,070-8158-2105,
에이씨알코리아(주),2023-11-28,,,2026-05-03 22:40:22,I,03,폐업,2023-11-28 14:19:55,,2012-06-05,,서울특별시 송파구 문정동 639번지 5호 201호,PHMG320123230034047400005,3230000,Y,"서울특별시 송파구 정의로7길 13, 201호 (문정동)",05835,,"의료용영상처리장치, 의료용영상출력기",03,폐업,,,34284200,
(주)디에스엠,2017-06-29,210469.259786581,444989.00617681,2026-05-03 22:40:22,I,03,폐업,2017-06-29 17:36:50,,2013-07-11,138-836,서울특별시 송파구 방이1동 227번지 12호 지하1층,PHMG320133230034047400002,3230000,Y,"서울특별시 송파구 오금로 229 (방이동, 지하1층)",05644,,환자운반차,03,폐업,,,02-3431-5511,
동은H&M,2015-04-08,209108.711135042,444668.643522983,2026-05-03 22:40:22,I,03,폐업,2015-04-08 11:27:08,,2014-04-11,,,PHMG320143230034047400002,3230000,Y,"서울특별시 송파구 백제고분로37길 6, 221호 (석촌동)",,,환자운반차,03,폐업,,,21574142,
(주)메티스메디칼,2020-09-07,210986.460698452,441725.293491662,2026-05-03 22:40:22,I,03,폐업,2020-09-07 16:44:30,,2014-05-14,,서울특별시 송파구 문정동 634번지 가든5라이프 L4033호,PHMG320143230034047400003,3230000,Y,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프)",05838,,"방사선진료장치, 체외진단용기기",03,폐업,,,070-4866-2555,
(주)휴먼브릿지코리아,2020-01-23,,,2026-05-03 22:40:23,I,03,폐업,2020-01-23 15:34:49,,2014-06-17,,서울특별시 송파구 문정동 645번지 에이치비지니스파크 B동 413호,PHMG320143230034047400005,3230000,Y,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 B동 413호 (문정동)",05836,,방사선진료장치,03,폐업,,,070-8650-6313,
휠로피아홈케어,2017-03-02,212441.817969105,443961.084745686,2026-05-03 22:40:23,I,03,폐업,2017-03-02 16:02:47,,2014-10-23,138-813,서울특별시 송파구 거여동 5번지 11호 1층,PHMG320143230034047400007,3230000,Y,"서울특별시 송파구 거마로7길 44, 1층 (거여동)",05736,,환자운반차,03,폐업,,,,
(주)제이엘로드인터내셔널,2016-05-31,210442.349707931,445498.666080852,2026-05-03 22:40:23,I,03,폐업,2016-05-31 17:53:02,,2015-03-03,138-051,서울특별시 송파구 방이동 159번지 22호,PHMG320153230034047400001,3230000,Y,서울특별시 송파구 가락로 263 (방이동),05629,,"전동휠체어, 스쿠터, 수동휠체어",03,폐업,,,,
루메니스코리아(주),2022-09-08,210480.282018702,441833.16323518,2026-05-03 22:40:23,I,03,폐업,2022-09-08 16:34:20,,2015-12-07,,서울특별시 송파구 문정동 628번지 3층 제3-비43호,PHMG320153230034047400007,3230000,,"서울특별시 송파구 충민로 10, 가든파이브툴 3층 제3-비43호 (문정동)",05840,,레이저 치료기,03,폐업,,,,
동산메디텍,2023-09-18,212795.906509854,443586.533786558,2026-05-03 22:40:24,I,03,폐업,2023-09-18 11:19:19,,2016-11-10,,서울특별시 송파구 거여동 42번지 2호,PHMG320163230034047400006,3230000,Y,"서울특별시 송파구 거마로2길 3-21, 1층 (거여동)",05768,,체외진단용기기,03,폐업,,,,
(주)유시티메디칼,2021-03-26,,,2026-05-03 22:40:25,I,03,폐업,2021-03-26 17:02:20,,2017-01-31,,서울특별시 송파구 문정동 645번지 2호 에이치비지니스파크,PHMG320173230034047400001,3230000,Y,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 C동 305호 (문정동)",05836,,"진동식의료용천공기, 의료용핸드피스",03,폐업,,,02-413-6682,
(주)포디아,2020-09-16,210480.282018702,441833.16323518,2026-05-03 22:40:27,I,03,폐업,2020-09-16 13:09:19,,2017-03-02,,서울특별시 송파구 문정동 628번지 가든파이브툴,PHMG320173230034047400003,3230000,Y,"서울특별시 송파구 충민로 10, 가든파이브툴 9층 9-S27호 (문정동)",05840,,"생화학장비, 면역장비",03,폐업,,,,
(유)시로나덴탈시스템즈코리아,2017-06-16,,,2026-05-03 22:40:27,I,03,폐업,2017-06-16 20:27:56,,2017-05-19,,,PHMG320173230034047400005,3230000,Y,"서울특별시 송파구 법원로 135, 7층 (문정동, 대명타워)",05836,,의료기기 GMP 품목군 전체,03,폐업,,,02-2008-7641,
(주)제이메크,2022-09-28,210986.460698452,441725.293491662,2026-05-03 22:40:28,I,03,폐업,2022-09-29 10:05:04,,2017-06-30,,서울특별시 송파구 문정동 634번지 가든파이브라이프,PHMG320173230034047400009,3230000,Y,"서울특별시 송파구 충민로 66, 가든파이브라이프 T-8030호 (문정동)",05838,,환자감시장치 외 의료기기 전반,03,폐업,,,,
케이씨,2024-05-28,212997.877055834,444374.016924722,2026-05-03 22:40:28,I,03,폐업,2024-05-28 17:39:56,,2017-07-19,,서울특별시 송파구 마천동 5번지 19호,PHMG320173230034047400010,3230000,Y,"서울특별시 송파구 성내천로 179, 1층 (마천동)",05732,,환자운반차,03,폐업,,,,
위니아서비스송파점,2020-03-31,210014.906260469,444118.580681921,2026-05-03 22:40:29,I,03,폐업,2020-06-02 14:24:17,,2019-02-20,,서울특별시 송파구 송파동 186번지 3호 krsc빌딩,PHMG320193230034047400001,3230000,Y,"서울특별시 송파구 송파대로34길 15, krsc빌딩 1층 (송파동)",05677,,의료용물질생성기(알칼리이온수생성기),03,폐업,,,02-422-9577,
에이에이치솔루션,2024-12-11,,,2026-05-03 22:40:29,I,03,폐업,2024-12-12 09:23:13,,2019-06-03,,서울특별시 송파구 문정동 639-5 힐스테이트에코송파,PHMG320193230034047400004,3230000,Y,"서울특별시 송파구 정의로7길 13, 힐스테이트에코송파 2층 201-1호 (문정동)",05835,,"의료용영상출력기, 의료영상획득장치",03,폐업,,,,
핸드피스케어/(주)디센코리아,2023-08-11,210986.460698452,441725.293491662,2026-05-03 22:40:30,I,03,폐업,2023-08-14 13:18:29,,2019-10-30,,서울특별시 송파구 문정동 634번지 가든파이브라이프,PHMG320193230034047400006,3230000,Y,"서울특별시 송파구 충민로 66, 가든파이브라이프 테크노관 T-8086호 (문정동)",05838,,"핸드피스카트리지, 해드캡 교환",03,폐업,,,,
레스토레이션로보틱스코리아(유),2020-05-19,209268.295466097,444796.272057681,2026-05-03 22:40:30,I,03,폐업,2020-05-19 16:30:02,,2017-08-21,,서울특별시 송파구 석촌동 175번지 2호 재우빌딩,PHMG320203230034047400003,3230000,Y,"서울특별시 송파구 백제고분로39길 6-9, 2층 201호 (석촌동, 재우빌딩)",05616,,자동화시스템모낭채취기,03,폐업,,,34431161,
비너스컨셉트코리아 유한회사,2023-07-06,209268.295466097,444796.272057681,2026-05-03 22:40:30,I,03,폐업,2023-07-07 13:21:26,,2020-06-16,,서울특별시 송파구 석촌동 175번지 2호 재우빌딩,PHMG320203230034047400005,3230000,Y,"서울특별시 송파구 백제고분로39길 6-9, 2층 201호 (석촌동, 재우빌딩)",05616,,"자동화시스템 모낭채취기 
범용전기 수술기",03,폐업,,,,
주식회사 시산코리아,2023-06-27,209140.885315651,446042.592367722,2026-05-03 22:40:30,I,03,폐업,2023-06-27 17:02:45,,2020-09-09,,서울특별시 송파구 신천동 11-9 한신잠실코아,PHMG320203230034047400006,3230000,Y,"서울특별시 송파구 올림픽로35가길 11, 11층 8호 (신천동, 한신잠실코아)",05510,,핸드피스,03,폐업,,,02-2633-9744,
사회복지공유주방협동조합 송파보장구수리센터,2024-10-14,213208.024363606,443338.131980146,2026-05-03 22:40:30,I,03,폐업,2024-10-15 15:50:31,,2021-03-23,,서울특별시 송파구 거여동 226-18,PHMG320213230034047400001,3230000,Y,"서울특별시 송파구 오금로68길 12, 1층 104호 (거여동)",05774,,"환자 운반차(수동식휠체어, 전동식휠체어, 전동식 환자리프트, 의료용 스쿠터 등)",03,폐업,,,,
위니아서비스송파점(주),2022-04-15,211082.480335037,443326.359340829,2026-05-03 22:40:30,I,03,폐업,2022-04-15 15:44:49,,2021-07-07,,서울특별시 송파구 가락동 125-8 상아빌딩,PHMG320213230034047400003,3230000,Y,"서울특별시 송파구 송이로 171, 상아빌딩 4층 (가락동)",05827,,혈액냉동고,03,폐업,,,02-422-9577,
(주)네오비즈코퍼레이션,2024-07-01,210986.460698452,441725.293491662,2026-05-03 22:40:30,I,03,폐업,2024-07-01 14:47:40,,2021-11-19,,서울특별시 송파구 문정동 634 가든파이브라이프,PHMG320213230034047400006,3230000,Y,"서울특별시 송파구 충민로 66, 가든파이브라이프 6층 티-6039호 (문정동)",05838,,의료용 레이저 조사기,03,폐업,,,02-2157-7220,
(주)위니아서비스 송파점,2024-05-29,211082.480335037,443326.359340829,2026-05-03 22:40:30,I,03,폐업,2024-05-29 17:57:44,,2022-12-08,,서울특별시 송파구 가락동 125-8 상아빌딩,PHMG320223230034047400003,3230000,N,"서울특별시 송파구 송이로 171, 상아빌딩 4층 (가락동)",05827,,백신냉장고,03,폐업,,,02-422-9577,
위니아서비스북인천점,2022-03-15,173989.159987275,446461.415465778,2026-05-03 22:31:42,I,03,폐업,2022-04-05 17:49:18,,2005-06-07,,인천광역시 부평구 청천동 9-1,PHMG320053540021047400001,3540000,,인천광역시 부평구 평천로 134(청천동),21311,,의료용 물질생성기,03,폐업,,,032-503-8880,
광우메딕스 경인지사,2023-02-02,175224.311282633,443233.018452387,2026-05-03 22:31:42,I,03,폐업,2023-02-02 17:34:43,,2009-04-09,,인천광역시 부평구 부평동 534-48 스테이션 타워 302호,PHMG320093540021047400001,3540000,Y,"인천광역시 부평구 경원대로 1366, 스테이션 타워 302호 (부평동)",21404,,"일반기기, 생체현상측정기",03,폐업,,,032-523-9222,
