사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,조제용연마기수,상세영업상태코드,상세영업상태명,시력표수,총면적,안경세척기수,가열기수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,렌즈절단기수,지번주소,관리번호,측정의자수,개방자치단체코드,동공거리측정기수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,표본렌즈수,휴업시작일자,휴업종료일자,소재지전화번호,정점굴절계기수
룩스안경콘텍트,2015-05-06,189611.288903747,453102.501535521,2026-05-03 22:39:00,I,1,03,폐업,1,25.29,1,1,2015-05-06 09:32:01,,2009-01-15,121-270,1,서울특별시 마포구 상암동 336번지 2호 월드프라자 101호,PHMB220093130033082200001,1,3130000,1,"서울특별시 마포구 상암산로1길 73, 101호 (상암동, 월드프라자)",,03,폐업,1,,,02-373-0205,1
탑안경,2009-07-27,,,2026-05-03 22:38:58,I,1,03,폐업,1,25,1,1,2010-03-03 15:32:53,,2009-02-09,121-270,1,서울특별시 마포구 상암동 C-3블럭 KGIT 1층 137호,PHMB220093130033082200003,1,3130000,1,,,03,폐업,1,,,070-7529-8652,1
정직한안경,2013-12-10,190125.564768858,453090.149821248,2026-05-03 22:39:07,I,2,03,폐업,1,19.47,1,1,2013-12-10 11:57:34,,2009-06-18,121-904,1,서울특별시 마포구 상암동 1601번지 KGIT 1층138호,PHMB220093130033082200005,1,3130000,1,"서울특별시 마포구 월드컵북로 402 (상암동,KGIT 1층138호)",,03,폐업,1,,,63935509,1
레이레이안경원,2011-11-09,192928.722248904,449730.225257157,2026-05-03 22:39:07,I,1,03,폐업,1,24.48,1,1,2012-04-06 12:53:54,,2009-06-29,121-210,1,서울특별시 마포구 서교동 403번지 3호 1층,PHMB220093130033082200006,1,3130000,1,"서울특별시 마포구 어울마당로 51-1 (서교동,1층)",,03,폐업,1,,,,1
탑안경원,2009-10-23,190125.564768858,453090.149821248,2026-05-03 22:39:07,I,1,03,폐업,1,29.7,1,1,2009-10-23 18:47:56,,2009-07-31,121-904,1,서울특별시 마포구 상암동 1601번지 KGIT 빌딩  137호,PHMB220093130033082200007,1,3130000,1,"서울특별시 마포구 월드컵북로 402, 137호 (상암동,KGIT 빌딩)",,03,폐업,1,,,02-6393-5166,1
탑안경원,2009-12-01,,,2026-05-03 22:39:08,I,1,03,폐업,1,,1,1,2009-12-01 14:35:02,,2009-10-27,121-270,1,서울특별시 마포구 상암동 KGIT 1층 137호,PHMB220093130033082200010,1,3130000,1,,,03,폐업,1,,,63935166,1
인키안경홍대캠퍼스점,2019-06-20,193359.27190055,449831.533270543,2026-05-03 22:39:08,I,1,03,폐업,1,62.96,1,1,2019-06-24 16:02:20,,2009-11-13,121-791,1,서울특별시 마포구 상수동 72번지 1호 홍익대학교 홍문관 지하2층,PHMB220093130033082200011,1,3130000,1,"서울특별시 마포구 와우산로 94, 지하2층 (상수동, 홍익대학교 홍문관)",04066,03,폐업,1,,,,1
EYE FAMILY(L.F홍대놀이터점),2012-08-29,193124.911674286,450025.699502288,2026-05-03 22:39:07,I,1,03,폐업,1,28,1,1,2012-08-29 17:25:46,,2010-05-27,121-210,1,서울특별시 마포구 서교동 358번지 37호 1층 코너점포,PHMB220103130033082200004,1,3130000,1,"서울특별시 마포구 와우산로21길 20 (서교동,1층 코너점포)",,03,폐업,1,,,,1
EYE FAMILY(상암점),2011-10-10,,,2026-05-03 22:39:06,I,1,03,폐업,1,1,1,1,2012-01-18 12:02:25,,2010-07-13,121-901,1,서울특별시 마포구 상암동 상암월드컵파크4단지아파트 상가 1층 113호,PHMB220103130033082200005,1,3130000,1,,,03,폐업,1,,,,1
렌즈스토리(홍대점),2012-04-19,193173.542975555,450327.015496685,2026-05-03 22:39:06,I,1,03,폐업,1,16.5,1,1,2016-11-04 13:33:27,,2010-08-17,,1,서울특별시 마포구 서교동 345번지 1호 1층,PHMB220103130033082200006,1,3130000,1,서울특별시 마포구 어울마당로 120 (서교동),04055,03,폐업,1,,,,1
누리꿈안경원,2017-10-27,190250.875091908,453017.867202928,2026-05-03 22:39:07,I,1,03,폐업,1,1,1,1,2017-10-27 14:34:51,,2010-11-15,121-795,1,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1011호,PHMB220103130033082200007,1,3130000,1,"서울특별시 마포구 월드컵북로 396, B1011호 (상암동, 누리꿈스퀘어)",03925,03,폐업,1,,,,1
밝은세상,2022-09-14,191450.165409435,450621.798370376,2026-05-03 22:39:06,I,1,03,폐업,1,50,1,1,2022-09-14 15:46:36,,2011-04-28,121-825,1,서울특별시 마포구 망원2동 427번지 20호 (1층),PHMB220113130033082200003,1,3130000,1,"서울특별시 마포구 월드컵로25길 68, 1층 (망원동)",03959,03,폐업,1,,,,1
뉴욕안경콘택트,2020-08-12,191651.529315787,450694.803472189,2026-05-03 22:39:07,I,1,03,폐업,1,28.2,1,1,2020-08-12 17:31:28,,2011-05-30,121-827,1,서울특별시 마포구 망원2동 517번지 영화블렌하임 101동 1-30호,PHMB220113130033082200004,1,3130000,1,"서울특별시 마포구 월드컵로25길 26, 101동 1-30호 (망원동, 영화블렌하임)",03964,03,폐업,1,,,02-333-3201,1
인키동교점,2015-05-11,192953.978900021,450561.16475042,2026-05-03 22:39:05,I,1,03,폐업,1,67.61,1,1,2015-05-11 15:42:59,,2011-10-26,121-819,1,서울특별시 마포구 동교동 201번지 26호 인후헌빌딩1층,PHMB220113130033082200008,1,3130000,1,서울특별시 마포구 월드컵북로4길 24 (동교동),,03,폐업,1,,,02-322-6049,1
글라스스토리 홍대점,2014-05-02,193187.055720875,450246.062708668,2026-05-03 22:39:05,I,1,03,폐업,1,33.8,1,1,2014-05-02 13:40:33,,2012-04-10,121-837,1,서울특별시 마포구 서교동 346번지 52호,PHMB220123130033082200001,1,3130000,1,서울특별시 마포구 와우산로23길 38 (서교동),,03,폐업,1,,,02-323-0034,1
1001안경콘택트,2011-12-26,,,2026-05-03 22:33:09,I,1,03,폐업,1,,1,1,2011-12-26 14:23:46,,1991-06-05,120-191,1,서울특별시 서대문구 북아현동 138-1,PHMB219913120033082200003,1,3120000,1,,,03,폐업,1,,,02-393-2929,1
씨채널(홍제점),2012-04-16,194929.118373323,454154.612346047,2026-05-03 22:33:09,I,1,03,폐업,1,,1,1,2012-04-16 15:06:49,,1991-06-05,120-857,1,서울특별시 서대문구 홍제동 303-1,PHMB219913120033082200004,1,3120000,1,서울특별시 서대문구 통일로 460 (홍제동),,03,폐업,1,,,02-391-9370,1
1001안경 홍은홍제점,2021-03-31,194976.3838965,454477.712168964,2026-05-03 22:33:09,I,1,03,폐업,1,,1,1,2021-04-06 11:29:04,,1991-06-05,120-100,1,서울특별시 서대문구 홍은동 48번지,PHMB219913120033082200005,1,3120000,1,서울특별시 서대문구 홍은중앙로 13 (홍은동),03616,03,폐업,1,,,02-3216-5028,1
비엔나안경,2017-06-29,,,2026-05-03 22:33:10,I,1,03,폐업,1,59.5,1,1,2017-06-29 17:39:45,,1991-06-27,120-803,1,서울특별시 서대문구 대현동37-15,PHMB219913120033082200019,1,3120000,1,서울특별시 서대문구 이화여대7길 41 (대현동),03766,03,폐업,1,,,02-312-1840,1
안경나라,2019-11-19,194474.81938437,450422.374151297,2026-05-03 22:33:10,I,1,03,폐업,1,85.48,1,1,2019-12-04 10:02:32,,1991-06-29,120-833,1,서울특별시 서대문구 창천동 29번지 81호 201호,PHMB219913120033082200021,1,3120000,1,"서울특별시 서대문구 신촌로 109, 201호 (창천동)",03779,03,폐업,1,,,02-392-9282,1
우진안경,2009-06-15,191532.627657498,454318.899320075,2026-05-03 22:33:10,I,1,03,폐업,1,,1,1,2009-06-22 11:01:41,,1991-07-24,122-887,1,서울특별시 은평구 신사동 184번지 9호 16통 5반 청구빌라 103호,PHMB219913120033082200022,1,3120000,1,,,03,폐업,1,,,,1
새유진안경원,2021-04-21,194937.785591362,454308.179005006,2026-05-03 22:33:10,I,1,03,폐업,1,21,1,1,2021-04-21 11:51:50,,1992-03-11,120-857,1,서울특별시 서대문구 홍제3동 298번지 7호,PHMB219923120033082200002,1,3120000,1,서울특별시 서대문구 인왕시장길 24 (홍제동),03628,03,폐업,1,,,02-391-6983,1
명지대학안경원,2021-05-25,193139.52394401,453106.002592232,2026-05-03 22:33:10,I,1,03,폐업,1,33.05,1,1,2021-05-25 15:52:04,,1993-04-27,120-801,1,서울특별시 서대문구 남가좌2동 50번지 3호 명지대학교 학생회관,PHMB219933120033082200001,1,3120000,1,"서울특별시 서대문구 거북골로 34 (남가좌동, 명지대학교 학생회관)",03674,03,폐업,1,,,02-300-0957,1
내마음에든안경,2008-12-29,,,2026-05-03 22:33:10,I,1,03,폐업,1,,1,1,2011-03-30 14:21:45,,1993-05-27,120-811,1,서울특별시 서대문구 북가좌동114-18,PHMB219933120033082200002,1,3120000,1,,,03,폐업,1,,,02-372-3308,1
이태리안경,2012-04-09,193716.339877929,451653.563671802,2026-05-03 22:33:10,I,1,03,폐업,1,24.79,1,1,2012-04-09 15:33:56,,1994-11-04,120-825,1,서울특별시 서대문구 연희동 131번지 1호 2층,PHMB219943120033082200002,1,3120000,1,서울특별시 서대문구 연희맛로 23 (연희동),,03,폐업,1,,,02-323-7677,1
가나안경원,2023-02-20,194815.268719241,450740.944498133,2026-05-03 22:33:06,I,1,03,폐업,1,32,1,1,2023-02-22 09:50:58,,1995-11-16,,1,,PHMB219953120033082200004,1,3120000,1,"서울특별시 서대문구 신촌역로 29, 1층 (대현동)",03777,03,폐업,1,,,,1
서부안경프라자,2010-06-01,,,2026-05-03 22:33:10,I,1,03,폐업,1,,1,1,2010-06-01 15:42:10,,1996-11-13,120-812,1,서울특별시 서대문구 북가좌2동 299-5,PHMB219963120033082200005,1,3120000,1,,,03,폐업,1,,,02-376-8660,1
대명안경콘텍트,2011-02-16,,,2026-05-03 22:33:10,I,1,03,폐업,1,,1,1,2011-02-16 16:15:35,,1998-04-13,120-836,1,서울특별시 서대문구 창천동510-2,PHMB219983120033082200003,1,3120000,1,,,03,폐업,1,,,02-3141-9009,1
안경박사,2014-02-14,195155.273885895,450692.233515871,2026-05-03 22:33:11,I,1,03,폐업,1,,1,1,2014-03-20 13:05:08,,1999-02-06,120-808,1,서울특별시 서대문구 대현동 54번지 4호,PHMB219993120033082200001,1,3120000,1,서울특별시 서대문구 이화여대길 34 (대현동),,03,폐업,1,,,02-313-8680,1
안경바라기 이대점,2021-07-13,195090.736125359,450712.003517937,2026-05-03 22:33:11,I,1,03,폐업,1,53.2,1,1,2021-07-13 16:56:01,,1999-05-10,,1,서울특별시 서대문구 대현동 56번지 102호,PHMB219993120033082200003,1,3120000,1,"서울특별시 서대문구 이화여대7길 7, 1층 (대현동)",03766,03,폐업,1,,,02-364-6936,1
독수리안경,2018-06-01,194342.10777755,450674.660331919,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2018-06-05 18:20:08,,2001-08-17,120-834,1,서울특별시 서대문구 창천동33-19,PHMB220013120033082200001,1,3120000,1,서울특별시 서대문구 연세로 29-1 (창천동),03788,03,폐업,1,,,02-324-5774,1
유스안경,2012-11-28,194842.291232686,450666.510310035,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2012-11-28 13:32:35,,2001-10-17,120-809,1,서울특별시 서대문구 대현동110-20,PHMB220013120033082200002,1,3120000,1,서울특별시 서대문구 신촌역로 17 (대현동),,03,폐업,1,,,02-6383-1255,1
이카루스안경원,2015-03-25,195063.714433894,450755.643968368,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2015-03-25 10:25:02,,2001-11-09,120-808,1,서울특별시 서대문구 대현동56-51,PHMB220013120033082200003,1,3120000,1,서울특별시 서대문구 이화여대길 63 (대현동),,03,폐업,1,,,02-365-0269,1
글라스하우스,2009-05-29,,,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2009-05-29 15:12:41,,2003-08-08,120-809,1,서울특별시 서대문구 대현동101-12,PHMB220033120033082200003,1,3120000,1,,,03,폐업,1,,,02-312-1574,1
산호당안경,2009-05-29,,,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2009-06-23 11:38:53,,2005-01-05,120-854,1,서울특별시 서대문구 홍제동139-3,PHMB220053120033082200001,1,3120000,1,,,03,폐업,1,,,02-733-9990,1
밝은샘안경,2015-08-31,194584.959249312,451381.585492051,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2015-09-02 14:16:47,,2005-01-14,120-749,1,서울특별시 서대문구 신촌동 134,PHMB220053120033082200002,1,3120000,1,서울특별시 서대문구 연세로 50 (신촌동),03722,03,폐업,1,,,02-2123-4066,1
1080안경원,2020-07-16,195016.900106943,453962.590023847,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2020-07-16 13:47:00,,2005-03-04,120-859,1,서울특별시 서대문구 홍제동173-3,PHMB220053120033082200004,1,3120000,1,서울특별시 서대문구 통일로37길 6 (홍제동),03639,03,폐업,1,,,02-396-2080,1
세연안경원,2010-06-10,,,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2010-10-28 13:28:26,,2005-05-04,120-140,1,서울특별시 서대문구 신촌동134,PHMB220053120033082200005,1,3120000,1,,,03,폐업,1,,,02-2227-7821,1
아이마트안경콘택트,2009-05-29,,,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2009-05-29 15:28:34,,2005-11-30,120-854,1,서울특별시 서대문구 홍제동107-2,PHMB220053120033082200009,1,3120000,1,,,03,폐업,1,,,02-730-4556,1
피어선안경,2025-10-17,197053.685372291,451356.95456879,2026-05-03 22:33:08,I,1,03,폐업,1,26,1,1,2025-10-17 13:59:15,,2005-12-14,120-020,1,서울특별시 서대문구 미근동 193,PHMB220053120033082200010,1,3120000,1,서울특별시 서대문구 통일로 107 (미근동),03739,03,폐업,1,,,02-363-8626,1
e-편한안경콘텍트,2009-07-21,,,2026-05-03 22:33:08,I,1,03,폐업,1,,1,1,2009-07-21 11:07:28,,2006-03-20,120-857,1,서울특별시 서대문구 홍제동274-10,PHMB220063120033082200001,1,3120000,1,,,03,폐업,1,,,02-391-3397,1
아이온안경콘텍트,2013-07-03,194336.024517245,450635.773759635,2026-05-03 22:33:08,I,1,03,폐업,1,12.6,1,1,2014-01-08 10:49:33,,2006-08-01,120-180,1,서울특별시 서대문구 창천동 33번지 36호 1층,PHMB220063120033082200003,1,3120000,1,"서울특별시 서대문구 연세로 25, 1층 (창천동)",,03,폐업,1,,,02-313-9933,1
연희아이월드안경,2021-03-31,193916.234938739,451733.095469533,2026-05-03 22:33:09,I,1,03,폐업,1,,1,1,2021-03-31 14:56:46,,2007-02-15,120-830,1,서울특별시 서대문구 연희동135-9,PHMB220073120033082200001,1,3120000,1,서울특별시 서대문구 연희로 114 (연희동),03724,03,폐업,1,,,02-323-2696,1
우리들안경원,2016-01-22,194584.959249312,451381.585492051,2026-05-03 22:33:09,I,1,03,폐업,1,13.2,1,1,2016-01-22 18:04:59,,2007-05-15,120-749,1,서울특별시 서대문구 신촌동134,PHMB220073120033082200002,1,3120000,1,서울특별시 서대문구 연세로 50 (신촌동),03722,03,폐업,1,,,02-312-8668,1
ALO안경 신촌점,2010-03-23,,,2026-05-03 22:33:09,I,1,03,폐업,1,,1,1,2010-10-28 11:31:59,,2007-05-15,120-834,1,서울특별시 서대문구 창천동31-23,PHMB220073120033082200003,1,3120000,1,,,03,폐업,1,,,02-363-0538,1
오버더레인보우안경원,2011-07-20,,,2026-05-03 22:33:09,I,1,03,폐업,1,,1,1,2011-07-20 18:21:00,,2007-12-10,120-834,1,서울특별시 서대문구 창천동 13-8,PHMB220073120033082200004,1,3120000,1,,,03,폐업,1,,,02-313-2442,1
아이린안경,2011-11-22,194903.932757477,450712.558585426,2026-05-03 22:33:05,I,1,03,폐업,1,69,1,1,2011-12-23 17:46:14,,2009-11-12,120-170,1,서울특별시 서대문구 대현동 27번지 45호 1층,PHMB220093120033082200001,1,3120000,1,,,03,폐업,1,,,02-364-3500,1
렌즈스토리,2018-01-18,195155.26476378,450709.840433705,2026-05-03 22:33:06,I,1,03,폐업,1,17.06,1,1,2018-01-18 17:27:21,,2010-01-26,120-808,1,서울특별시 서대문구 대현동 54번지 1호 104호,PHMB220103120033082200001,1,3120000,1,"서울특별시 서대문구 이화여대8길 2, 104호 (대현동)",03767,03,폐업,1,,,02-313-6808,1
한양안경,2019-07-16,187397.345806295,447824.51390674,2026-05-03 22:01:44,I,1,03,폐업,1,,1,1,2019-09-09 13:52:26,,1991-06-12,157-014,1,서울특별시 강서구 화곡4동 837번지 1호,PHMB219913150037082200001,1,3150000,1,서울특별시 강서구 곰달래로51길 19 (화곡동),07738,03,폐업,1,,,02-2652-6748,1
공항안경원,2009-11-20,,,2026-05-03 22:01:46,I,1,03,폐업,1,,1,1,2011-04-04 13:56:35,,1991-07-03,157-222,1,서울특별시 강서구 방화2동 620번지 156호,PHMB219913150037082200003,1,3150000,1,,,03,폐업,1,,,02-2662-0164,1
아이렉스안경,2025-06-23,183282.927038064,451378.276976018,2026-05-03 22:01:47,I,1,03,폐업,1,,1,1,2025-06-23 14:33:33,,1991-07-03,157-221,1,서울특별시 강서구 방화1동 609번지 187호,PHMB219913150037082200004,1,3150000,1,서울특별시 강서구 방화동로 44 (방화동),07616,03,폐업,1,,,02-2663-7203,1
씨채널공항점,2025-09-25,183030.868557234,451109.354769953,2026-05-03 22:01:48,I,1,03,폐업,1,,1,1,2025-10-10 14:17:04,,1991-07-05,157-240,1,서울특별시 강서구 공항동 48번지 34호,PHMB219913150037082200006,1,3150000,1,서울특별시 강서구 방화동로 10 (공항동),07619,03,폐업,1,,,02-2661-1001,1
강서이태리안경,2010-06-21,,,2026-05-03 22:01:49,I,1,03,폐업,1,,1,1,2011-05-04 10:39:22,,1991-07-13,157-012,1,서울특별시 강서구 화곡2동 897번지 19호,PHMB219913150037082200008,1,3150000,1,,,03,폐업,1,,,02-2604-3100,1
명안경원,2019-07-16,187741.81987404,449247.677664286,2026-05-03 22:01:51,I,1,03,폐업,1,,1,1,2019-09-09 13:51:48,,1991-07-19,157-032,1,서울특별시 강서구 등촌2동 513번지 15호,PHMB219913150037082200011,1,3150000,1,서울특별시 강서구 등촌로 173 (등촌동),07668,03,폐업,1,,,02-2651-1895,1
투리스안경,2016-02-29,186300.873451907,447810.631050838,2026-05-03 22:01:53,I,1,03,폐업,1,,1,1,2016-02-29 16:46:28,,1991-10-11,157-881,1,서울특별시 강서구 화곡동,PHMB219913150037082200013,1,3150000,1,서울특별시 강서구 강서로 53 (화곡동),07773,03,폐업,1,,,02-2699-7098,1
라뷰안경원,2022-07-13,187052.323132425,450291.97922408,2026-05-03 22:01:54,I,1,03,폐업,1,,1,1,2022-07-14 15:42:33,,1993-07-16,157-016,1,"서울특별시 강서구 화곡6동 1107번지 VIP오피스텔 지하1층 403,404호",PHMB219933150037082200001,1,3150000,1,"서울특별시 강서구 공항대로 426, 지하1층층 403,404호 (화곡동, VIP빌딩)",07654,03,폐업,1,,,02-2608-0110,1
안경랜드,2013-08-07,,,2026-05-03 22:01:56,I,1,03,폐업,1,,1,1,2013-08-09 10:15:06,,1996-05-15,157-222,1,서울특별시 강서구 방화2동563번지 25호,PHMB219963150037082200001,1,3150000,1,,,03,폐업,1,,,02-2662-0441,1
일세대안경원 등촌점,2012-02-20,,,2026-05-03 22:01:56,I,1,03,폐업,1,,1,1,2012-03-15 14:53:00,,1996-05-15,157-033,1,서울특별시 강서구 등촌3동 697번지 1호 그랜드상가 125호,PHMB219963150037082200002,1,3150000,1,,,03,폐업,1,,,02-2658-2422,1
윤기현안경원,1999-04-12,,,2026-05-03 22:01:57,I,1,03,폐업,1,,1,1,2010-03-27 15:59:36,,1996-12-18,157-012,1,서울특별시 강서구 화곡2동 836번지 4호,PHMB219963150037082200007,1,3150000,1,,,03,폐업,1,,,02-2608-6875,1
새빛안경,2013-05-21,182940.995178251,451103.946915643,2026-05-03 22:01:38,I,1,03,폐업,1,,1,1,2014-04-30 14:05:25,,1998-11-12,157-222,1,서울특별시 강서구 방화2동 621번지 9호,PHMB219983150037082200002,1,3150000,1,서울특별시 강서구 개화동로31길 6 (방화동),,03,폐업,1,,,02-2662-2777,1
아카데미안경마트,2018-11-09,185278.799329348,448676.705275244,2026-05-03 22:01:58,I,1,03,폐업,1,,1,1,2019-05-14 15:48:36,,1999-04-01,157-013,1,서울특별시 강서구 화곡3동 1068번지 32호,PHMB219993150037082200001,1,3150000,1,서울특별시 강서구 화곡로 111 (화곡동),07711,03,폐업,1,,,02-2695-3200,1
안경스케치,2009-09-01,,,2026-05-03 22:01:58,I,1,03,폐업,1,,1,1,2010-03-27 15:50:03,,1999-06-11,157-040,1,서울특별시 강서구 염창동 244번지 38호,PHMB219993150037082200002,1,3150000,1,,,03,폐업,1,,,02-2658-0807,1
그랑프리방화점,2025-07-18,183346.939917983,451463.798073243,2026-05-03 22:01:58,I,1,03,폐업,1,,1,1,2025-07-18 14:53:22,,1999-06-11,157-221,1,서울특별시 강서구 방화1동 609번지 30호,PHMB219993150037082200003,1,3150000,1,서울특별시 강서구 방화동로 56 (방화동),07616,03,폐업,1,,,02-2666-7330,1
테마안경,2012-06-27,188674.333972649,449779.596807347,2026-05-03 22:01:58,I,1,03,폐업,1,,1,1,2012-07-03 16:35:22,,1999-09-07,157-862,1,서울특별시 강서구 염창동 264번지 6호,PHMB219993150037082200004,1,3150000,1,,,03,폐업,1,,,02-3665-5933,1
아이존안경(그랜드점),2019-07-19,185732.424363656,450884.528795882,2026-05-03 22:01:58,I,1,03,폐업,1,,1,1,2019-09-09 13:53:04,,2000-01-22,157-033,1,서울특별시 강서구 등촌3동 678번지 14호,PHMB220003150037082200001,1,3150000,1,서울특별시 강서구 강서로 388 (등촌동),07583,03,폐업,1,,,02-2695-2517,1
시호비전가양안경원,2021-10-31,187761.194273879,450640.214509068,2026-05-03 22:01:59,I,1,03,폐업,1,,1,1,2021-11-17 16:22:55,,2000-03-07,157-203,1,서울특별시 강서구 가양3동 449번지 19호 이마트 2층,PHMB220003150037082200003,1,3150000,1,"서울특별시 강서구 양천로 559, 2층 (가양동, 이마트)",07532,03,폐업,1,,,02-3662-0890,1
피플안경(방화점),2015-12-16,183366.101249557,452817.469477897,2026-05-03 22:01:59,I,1,03,폐업,1,,1,1,2016-04-22 09:27:52,,2000-09-01,157-223,1,서울특별시 강서구 방화3동 829번지 4호 금강프라자 135호,PHMB220003150037082200005,1,3150000,1,"서울특별시 강서구 금낭화로 135, 135호 (방화동)",07510,03,폐업,1,,,02-2665-9209,1
안경뱅크,2011-03-30,,,2026-05-03 22:01:59,I,1,03,폐업,1,,1,1,2011-03-30 10:43:26,,2001-09-28,157-240,1,서울특별시 강서구 공항동 42번지 22호 지상2층,PHMB220013150037082200001,1,3150000,1,,,03,폐업,1,,,02-2666-3339,1
랜즈맨안경,2014-09-01,182141.205465089,451078.47991,2026-05-03 22:01:59,I,1,03,폐업,1,,2,2,2015-08-05 15:04:09,,2003-01-22,157-250,1,서울특별시 강서구 과해동 676번지 e-mart내,PHMB220033150037082200001,1,3150000,1,"서울특별시 강서구 하늘길 70 (과해동, 이마트내)",07505,03,폐업,1,,,02-2663-7130,3
그랑프리안경화곡점,2020-04-10,186125.829000253,448897.496452016,2026-05-03 22:01:59,I,1,03,폐업,1,,1,1,2020-05-19 15:05:30,,2003-07-18,157-019,1,서울특별시 강서구 화곡본동 105번지 6호,PHMB220033150037082200004,1,3150000,1,서울특별시 강서구 까치산로 30 (화곡동),07726,03,폐업,1,,,02-2602-9292,1
옵틱플러스안경,2011-04-13,,,2026-05-03 22:01:59,I,1,03,폐업,1,,1,1,2011-04-13 13:51:07,,2004-02-20,157-201,1,서울특별시 강서구 가양1동 1444번지 1호,PHMB220043150037082200001,1,3150000,1,,,03,폐업,1,,,02-3665-5425,1
아이닥터안경콘택트,2024-05-20,183438.673656262,452893.622300597,2026-05-03 22:01:59,I,1,03,폐업,1,,1,1,2024-05-20 13:44:30,,2004-05-13,157-223,1,서울특별시 강서구 방화3동 830번지 오피앙 112호,PHMB220043150037082200003,1,3150000,1,"서울특별시 강서구 금낭화로 146, 112호 (방화동, 오피앙)",07511,03,폐업,1,,,02-2662-3339,1
1001안경(화곡사거리점),2015-05-13,,,2026-05-03 22:02:00,I,1,03,폐업,1,,1,1,2015-05-13 12:10:41,,2004-10-26,157-013,1,서울특별시 강서구 화곡3동1065번지 1호,PHMB220043150037082200005,1,3150000,1,서울특별시 강서구 화곡로 151 (화곡동),,03,폐업,1,,,02-2695-3395,1
1001안경(방화점),2013-05-06,183242.500497164,452392.862590895,2026-05-03 22:02:00,I,1,03,폐업,2,,2,2,2014-04-30 14:06:29,,2004-12-15,157-849,1,서울특별시 강서구 방화1동 483번지 5호 108호,PHMB220043150037082200006,2,3150000,1,"서울특별시 강서구 금낭화로 91-2, 108호 (방화동)",,03,폐업,2,,,02-2661-5111,2
이편한안경,2017-01-16,185221.92725141,449549.559168536,2026-05-03 22:02:00,I,1,03,폐업,1,,1,1,2017-01-16 16:58:35,,2005-03-11,,1,,PHMB220053150037082200002,1,3150000,1,"서울특별시 강서구 강서로45길 46 (화곡동, 선화빌딩)",07705,03,폐업,1,,,,1
아이러브안경원,2011-10-21,,,2026-05-03 22:02:00,I,2,03,폐업,1,,1,1,2011-12-06 18:24:08,,2005-06-13,157-033,1,서울특별시 강서구 등촌3동 77번지 20호,PHMB220053150037082200004,1,3150000,3,,,03,폐업,1,,,02-3661-3124,1
시호비전강서안경원,2022-05-10,187119.948165892,450691.593173724,2026-05-03 22:02:00,I,1,03,폐업,1,51.8,3,2,2023-03-21 13:21:08,,2005-09-07,157-031,1,서울특별시 강서구 등촌1동 639번지 11호,PHMB220053150037082200005,1,3150000,1,"서울특별시 강서구 화곡로 398 (등촌동, 홈플러스강서점)",07567,03,폐업,1,,,02-2658-8700,3
안경명가,2019-04-26,182524.823835629,451438.25089679,2026-05-03 22:02:00,I,1,03,폐업,1,,1,1,2019-09-03 10:02:14,,2005-11-17,,1,"서울특별시 강서구 방화동 886번지 김포공항, 롯데몰, 스카이시티",PHMB220053150037082200006,1,3150000,1,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 (방화동)",07505,03,폐업,1,,,02-6343-3303,1
하나안경콘택트,2020-03-16,,,2026-05-03 22:02:00,I,1,03,폐업,1,,1,2,2020-05-19 15:04:09,,2006-02-23,157-016,2,서울특별시 강서구 화곡6동 1105번지,PHMB220063150037082200001,1,3150000,1,서울특별시 강서구 화곡로 323 (화곡동),07686,03,폐업,1,,,02-2696-0123,1
안경이야기,2019-04-05,186687.131804431,451342.773451086,2026-05-03 22:02:00,I,1,03,폐업,1,,1,1,2019-05-14 14:51:09,,2006-05-12,157-202,1,서울특별시 강서구 가양2동 18번지 24호,PHMB220063150037082200003,1,3150000,1,서울특별시 강서구 양천로 431 (가양동),07527,03,폐업,1,,,02-2658-6828,2
안경공간,2009-04-07,,,2026-05-03 22:02:00,I,1,03,폐업,1,47.98,2,1,2009-04-13 17:41:38,,2006-11-20,157-202,1,서울특별시 강서구 가양2동 14번지 51호 토피아빌딩 103호,PHMB220063150037082200005,1,3150000,1,,,03,폐업,1,,,02-3665-0440,1
그랑프리안경원(발산점),2016-06-23,185813.15048215,450434.088151226,2026-05-03 22:02:01,I,1,03,폐업,1,,1,1,2016-06-23 14:25:21,,2007-06-08,157-282,1,서울특별시 강서구 발산2동 657번지 우장산힐스테이트104-9호,PHMB220073150037082200002,1,3150000,1,서울특별시 강서구 강서로 348 (내발산동),07651,03,폐업,1,,,02-3663-7898,1
